distance,count,combine,RPE_CODE,first_point_x,first_point_y,last_point_x,last_point_y
2486.0,2,0,L,124253.268,426251.998999998,123594.557,423855.90800000104
6666.0,2,0,L,129855.409,440633.623,126952.532,434756.775
56.0,0,0,L,145408.944,411816.72000000003,145449.452,411778.465
109.0,1,0,R,163148.513,499361.034,163229.243,499433.565
101.0,1,0,R,152065.865,431614.567,152150.995,431669.184
131.0,2,0,R,130688.268,548996.153,130794.57,549067.889
173.0,1,0,L,94546.43000000001,395507.189,94709.007,395566.584
1236.0,1,0,L,96934.98300000001,396256.634,98115.0,396624.0
545.0,0,0,R,197792.116,491935.387,197816.0,491696.0
426.0,0,0,R,199489.53,563924.292,199790.0,564196.0
122.0,1,0,L,118020.803,489240.512,118039.004,489120.18200000003
44.0,1,0,#,32920.903,400893.655,32894.93,400858.012
239.0,1,0,R,67435.197,439831.453,67636.531,439704.444
234.0,1,0,R,107986.0,425597.0,108148.813,425452.277
407.0,0,0,L,111292.48,479879.43,111549.668,480133.863
353.0,0,0,R,182130.209,320833.929,182483.0,320823.0
53.0,1,0,L,239722.03,492925.323,239731.286,492873.549
16.0,1,0,R,118697.643,498475.713,118711.239,498484.568
144.0,1,0,R,90413.874,431193.121,90543.343,431130.257
412.0,1,0,#,217218.0,488777.0,217620.799,488690.76
126.0,2,0,#,46981.606,416743.60000000003,47005.872,416867.231
115.0,1,0,L,209853.681,527637.996,209890.047,527529.018
298.0,2,0,R,256211.792,572319.438,256212.462,572617.226
697.0,1,0,L,137765.001,395692.728,138365.86000000002,395339.571
250.0,1,0,L,85778.429,391456.471,86028.328,391462.557
21.0,2,0,L,84560.985,457965.971,84542.87,457975.571
71.0,1,0,L,146175.795,457563.789,146114.586,457531.129
264.0,1,0,L,156686.834,462080.447,156518.762,461880.743
47.0,1,0,R,104144.089,424232.046,104126.062,424188.562
2212.0,1,0,R,120059.629,407162.215,119900.941,409368.08
234.0,1,0,R,145851.881,405940.193,145678.0,405785.0
975.0,1,0,L,190633.54,466235.292,189673.797,466408.644
490.0,1,0,L,83030.902,432208.474,82572.579,432038.882
288.0,1,0,L,127558.243,411947.779,127270.895,411934.316
125.0,1,0,L,82400.757,444308.386,82332.524,444412.047
348.0,1,0,L,161831.01,436132.819,161565.333,435910.966
3001.0,1,0,L,110649.445,513309.615,109663.76000000001,510487.918
66.0,1,0,L,115579.344,481324.719,115597.754,481262.275
636.0,1,0,L,176465.367,381538.106,175833.041,381606.271
76.0,1,0,L,183819.891,448431.995,183744.365,448425.486
346.0,1,0,R,181845.0,426183.0,181620.056,426438.227
154.0,1,0,R,182491.717,572759.794,182453.541,572909.423
126.0,1,0,R,140309.634,394228.674,140191.608,394272.401
331.0,1,0,R,96827.374,396250.658,96608.376,396433.579
41.0,1,0,R,236895.047,571647.572,236878.62395,571683.77428
103.0,1,0,R,154125.251,413104.854,154221.623,413140.612
85.0,1,0,L,209925.814,511873.313,209888.26,511798.508
39.0,1,0,L,205103.405,568894.993,205083.089,568928.851
43.0,0,0,R,207075.778,505035.679,207075.0,504995.0
108.0,1,0,L,237512.211,484529.461,237608.112,484579.488
440.0,1,0,L,206266.811,377584.876,206156.553,377161.774
122.0,1,0,L,145724.021,427081.729,145650.458,427179.59599999903
75.0,1,0,L,115931.952,483446.909750004,116003.11911,483469.24208000296
116.0,1,0,R,148272.033,487233.709000002,148318.09821,487339.469800001
419.0,0,0,R,145797.323,485064.558000004,146204.635,485078.060999999
196.0,1,0,R,141921.503,484620.578000001,142086.63366,484724.980730003
257.0,1,0,L,141924.89408,468575.72891,141826.13196,468350.10365
12.0,1,0,L,207904.854,435907.122,207903.9239,435918.29569
571.0,1,0,R,185719.976,341268.157,185806.607,340704.009
415.0,1,0,L,253578.0739,469616.116970002,253251.71600000001,469864.82000000303
393.0,0,0,R,169489.036,406743.035000001,169728.92819,407037.750990004
678.0,1,0,R,198368.19,316747.53700000205,198620.547,316154.475
2230.0,1,0,L,208073.26824,532102.9441000031,208944.229,530051.116
653.0,2,0,L,84870.176,436812.837,84779.327,437458.452
32.0,1,0,L,85046.068,435612.752,85050.14,435643.873
194.0,2,0,L,30917.36859,386968.67137,31087.308,387061.775
25.0,1,0,R,32378.123,393755.095,32400.58292,393745.00225
200.0,1,0,L,170587.522,449708.873,170696.511,449735.561
23.0,1,0,L,106816.79968,488577.94026,106837.876,488587.869
1032.0,2,0,L,137165.955,481340.511,136250.355,480877.196
14,1,0,R,118106.203,488694.108,118099.69764,488706.43058
115.0,1,0,R,86788.87,432080.653,86902.581,432095.849
103.0,1,0,L,108665.816,399234.694,108729.129,399315.483
27.0,1,0,L,197718.969,544023.544,197733.37002,544000.59723
202.0,1,0,R,156492.62638,461677.55063,156646.0,461803.0
481.0,1,0,L,193422.329,555595.58,192974.632,555419.595
343.0,1,0,L,227930.339,475642.287,228128.12900000002,475637.424
839.0,1,0,L,84688.829,458126.628,85278.67176,458722.45626
503.0,1,0,R,246526.0,479082.0,246909.955,478759.091
96.0,1,0,R,110265.407,478833.991,110250.354,478928.701
107.0,1,0,L,138499.637,453177.125,138457.744,453079.233
483.0,1,0,R,230542.0078,579619.54363,231003.847,579483.723
853.0,1,0,R,187791.312,433806.5,188381.904,434414.507
136.0,1,0,R,83741.341,451082.998,83628.957,451006.218
38.0,1,0,R,144154.202,429729.221000001,144130.728,429758.734000002
661.0,1,0,L,130796.336,411598.008,130156.803,411627.234
973.0,1,0,R,190635.85,447903.986,191565.146,447700.831
278.0,1,0,L,101113.0,396396.0,101119.66465,396515.01853
448.0,2,0,R,167812.653,436818.636,167748.507,436675.524
42.0,1,0,R,137371.887,448524.14,137392.74,448560.92
111.0,1,0,R,137705.099,451809.96,137810.197,451779.556
244.0,1,0,L,183031.0,330103.0,183033.115,329860.008
796.0,0,0,L,88352.265,410231.635,87994.495,410917.177
141.0,1,0,L,167884.231,415561.414,167844.302,415427.446
59.0,1,0,L,142994.529,452462.357,142942.133,452439.526
117.0,1,0,R,135521.693,480939.101,135625.062,480884.637
83.0,1,0,L,247720.899,477859.086,247687.173,477935.028
81.0,1,0,R,254022.59,477536.449,254097.73,477566.524
51.0,0,0,R,89775.589,431406.717,89795.369,431360.87
332.0,1,0,R,104728.87248,410820.20024,104950.17064,410577.29315
359.0,0,0,R,117945.6735,487549.749000002,118038.0,487897.000000001
179.0,2,0,R,181103.463,435619.041,181251.451,435518.339
429.0,1,0,R,85739.62700000001,456083.041,85907.116,455687.71
2434.0,2,0,L,78133.932,431725.939,77322.68000000001,433921.845
742.0,2,0,R,159144.099,389474.716,159870.665,389627.128
920.0,1,0,R,94598.313,469605.715,93815.846,469122.231
1062.0,2,0,R,104998.323,495056.549,105350.807,496051.253
1691.0,1,0,R,132094.166,411437.848,133753.793,411761.388
414.0,1,0,L,92938.786,430954.572,92534.825,430863.274
810.0,1,0,L,103048.422,430066.882,102239.041,430056.4
1168.0,1,0,L,109080.7601,427841.71907,107992.412,428266.03
188.0,1,0,L,125597.075,484121.955,125515.423,483954.0
2794.0,2,0,L,128696.786,394449.985,131481.209,394538.355
1106.0,1,0,R,205687.998,378490.673,206791.115,378562.959
1453.0,1,0,L,96169.37354,440479.6233,94841.226,440216.145
145.0,1,0,L,84431.513,437925.523,84292.958,437882.363
1453.0,2,0,R,216471.056,439846.921,217919.60631,439954.79701
1598.0,1,0,#,237906.884,446936.817,239142.0,447944.0
479.0,2,0,L,135288.209,394215.598,135664.679,394504.167
4473.0,2,0,R,150381.702,402500.57,152841.895,398883.591
1461.0,1,0,R,97081.8359,405937.74724,95924.691,405045.328
1051.0,2,0,L,91752.067,430808.76,90749.204,431103.198
1637.0,2,0,R,108159.063,425429.597,107369.638,424016.986
244.0,1,0,R,84503.204,449198.381,84641.205,448997.253
207.0,1,0,L,84535.965,457986.59,84688.829,458126.628
1024.0,1,0,#,32894.93,400858.012,32497.479,399916.311
946.0,1,0,L,166091.625,373076.519,165588.242,373868.079
1017.0,2,0,L,135087.011,443587.703,134327.004,444263.095
2741.0,2,0,R,167259.766,459282.201,167028.626,461987.644
657.0,1,0,L,188306.315,434986.12,188019.452,434395.105
469.0,1,0,L,178894.607,311582.02,178816.36027,312043.83989
647.0,1,0,L,117783.789,484067.068,117503.406,483601.057
815.0,1,0,R,181794.627,425801.793,181582.959,426587.403
803.0,1,0,L,122145.415,416683.801,121565.969,416128.88
247.0,1,0,L,85824.006,438007.866,85578.043,437999.066
686.0,1,0,L,182499.094,486177.394,181825.128,486062.368
838.0,1,0,L,142330.64044,468822.9161,141750.00807,468225.29212
3669.0,1,0,#,49320.335,420499.277,51140.563,423584.009
949.0,1,0,L,182992.145,330967.233,183052.524,330433.293
398.0,1,0,R,63945.835,408593.274,64338.114,408653.211
104.0,1,0,L,92035.907,394128.36,92101.726,394209.018
106.0,1,0,L,207791.174,437680.913,207719.858,437602.23
348.0,1,0,L,109135.524,477054.188,109368.04000000001,477313.463
66.0,1,0,R,232583.302,554656.557,232639.354,554623.155
442.0,1,0,R,158665.061,414468.059,159056.089,414671.737
19.0,2,0,L,66710.694,438924.42,66702.969,438942.301
1648.0,2,0,R,157075.959,414032.598,158665.061,414468.059
245.0,1,0,R,137460.166,397111.208,137612.789,397092.174
79.0,1,0,R,112076.234,483550.323,112062.605,483628.3
104.0,1,0,R,210503.602,524085.979,210486.829,524188.15
344.0,0,0,R,109479.204,503389.992,109475.0,503214.0
281.0,0,0,R,139065.621,482727.799,139109.902,482597.201
49.0,1,0,L,151735.297,565322.73,151691.779,565302.721
293.0,1,0,L,106717.644,458394.989,106426.842,458418.801
281.0,1,0,R,182232.0,326327.0,182186.031,326051.805
140.0,1,0,R,86459.054,413664.776,86407.718,413535.08
1384.0,2,0,R,93910.175,395337.008,92605.157,394888.156
138.0,0,0,R,170836.73,449704.297,170835.537,449566.446
53.0,1,0,L,77322.68000000001,433921.845,77343.392,433970.612
52.0,1,0,L,119860.548,410978.421,119809.504,410970.897
62.0,1,0,R,117469.081,396388.112,117412.634,396363.996
313.0,1,0,L,90950.085,406634.658,90664.0,406761.0
55.0,1,0,L,156748.765,385345.989,156722.147,385394.183
24.0,1,0,R,93525.622,402160.726,93528.411,402137.076
1354.0,2,0,R,233959.7159,580371.023,235077.14337,581098.5397
106.0,1,0,L,103984.73464,420182.98242,104012.795,420284.684
613.0,0,0,R,148825.48167,470295.62831,149355.942,470006.581
141.0,1,0,L,149384.107,470291.316,149259.525,470356.878
112.0,1,0,L,123265.977,420892.35000000306,123262.0,420780.000000001
404.0,2,0,L,156756.854,574000.083,156734.555,573596.964
125.0,1,0,L,227754.375,526909.381,227752.956,526785.009
90.0,1,0,L,199572.978,355227.32,199502.87,355171.562
470.0,1,0,L,200069.406,440994.397,199641.802,441188.778
14.0,1,0,L,266650.891,528378.275,266637.102,528381.5
239.0,1,0,L,187724.144,433792.106,187622.862,433575.409
1153.0,1,0,L,162748.941,499294.54900000204,161938.645,498510.600000001
85.0,1,0,R,118787.81,490951.429000002,118827.18000000001,491025.15099999803
149.0,1,0,R,118704.314,490828.447000001,118787.81,490951.429000002
370.0,1,0,L,131153.492,458689.281,130842.39272,458888.662850001
239.0,1,0,L,130482.999,459164.983000001,130304.44468,459323.198790001
42.0,0,0,R,148502.587,408185.066000001,148469.099,408160.04099999904
297.0,1,0,R,208500.432,571736.459,208528.11000000002,571567.103
228.0,0,0,R,150301.21281,488844.04248000204,150149.95601,488689.09538
856.0,1,0,R,214618.31,574779.594,215324.65,575263.195
88.0,1,0,L,156203.91,413805.101,156118.762,413782.292
71.0,1,0,R,226897.83123,524043.24265,226926.541,524105.765
307.0,1,0,R,240017.0,450138.0,239803.61475,450211.5157
21.0,1,0,L,42895.029,369449.461,42874.969,369448.283
52.0,1,0,L,32379.80101,393775.41034,32350.684,393798.635
16.0,0,0,L,73078.05,434152.754,73083.334,434167.492
83.0,1,0,R,184666.249,575691.457,184745.169,575715.754
390.0,1,0,R,236521.021,566691.128,236538.323,567080.263
670.0,2,0,R,236923.613,570674.061,236899.48906,571343.52185
279.0,2,0,R,73419.515,436186.271,73625.093,435997.881
203.0,1,0,R,87874.84261,461527.64765,87721.4525,461394.58314
311.0,1,1,R,240149.3035,491707.26133,240043.93638,491997.87592
764.0,2,0,R,93713.359,431044.575,94474.929,431099.756
719.0,1,0,R,108454.5389,487319.69863,109131.047,487201.847
63.0,1,0,R,140824.2632,456036.3378,140884.676,456020.546
66.0,1,0,R,234391.714,477930.291,234458.133,477931.0
384.0,1,0,#,47300.38528,412731.07468,47655.21967,412586.64901
55.0,1,0,R,249738.433,527625.774,249783.752,527595.37
171.0,1,0,L,235257.574,581210.125,235107.729,581128.768
45.0,1,0,L,233723.0,580287.0,233681.115,580270.321
442.0,2,0,L,189059.269,434626.572,188628.263,434533.274
72.0,1,0,L,119979.095,493427.455,120022.923,493370.652
698.0,1,0,R,187725.157,433691.941,188033.069,434318.477
153.0,1,0,R,125793.64,484386.042,125890.0,484500.69
528.0,1,0,R,130243.186,482676.53600000305,130765.708,482621.43899999897
46.0,1,0,R,122694.016,482362.983,122739.284,482369.295
229.0,1,0,R,162193.372,379538.412,162416.154,379489.454
89.0,1,0,R,209894.692,519355.409,209891.476,519444.138
531.0,1,0,L,231919.742,555093.918,232295.704,554753.879
78.0,1,0,L,176363.0385,556913.59086,176312.0,556973.0
514.0,2,0,L,119123.199,491475.659,118813.067,491065.906
178.0,1,0,R,85860.077,432976.598,85911.246,432806.255
2000.0,1,1,L,240235.703,453064.989,240045.261,451115.979
256.0,1,0,L,118026.47,489864.681,118023.885,489610.295
603.0,1,0,#,252051.986,599276.906,252582.307,598999.8
71.0,1,0,R,147544.636,419158.92,147578.856,419098.198
94.0,1,0,L,82810.019,450201.019,82884.125,450258.865
717.0,2,0,L,80606.587,388553.905,80649.091,389269.84
2273.0,1,0,R,150874.907,376122.425,152767.0,377381.0
507.0,1,0,R,157974.05179,576011.16647,158369.455,576327.66
912.0,1,0,R,170620.665,448488.55700000003,170449.708,448969.60000000003
1035.0,2,0,R,177959.662,430835.389,178583.026,431661.78
717.0,1,0,L,185688.026,338640.554,185770.448,339352.573
578.0,1,0,R,163031.681,403814.33,163323.258,404309.474
1245.0,2,0,L,52608.052,388839.10000000003,53822.36342,388570.12741
1321.0,1,0,#,53593.0,408359.0,54817.78372,407873.03772
716.0,1,0,L,108809.37700000001,487656.093,109251.541,487112.371
446.0,1,0,R,188138.17,434528.314,188332.413,434929.397
743.0,1,0,L,103400.545,413867.834,103140.302,414563.562
165.0,1,0,L,96972.138,450141.973,96813.678,450186.945
354.0,1,0,L,95081.349,431086.974,94961.385,431418.479
777.0,1,0,R,192445.306,575218.871,193120.278,574835.452
542.0,1,0,R,207722.581,437581.938,208118.03,437951.819
1374.0,2,0,R,210000.93014,472163.95689,211360.62864,472358.40782
778.0,1,0,R,88439.715,431931.296,89167.942,431672.014
1180.0,1,0,R,198659.31,316125.9,199191.87,315599.44
289.0,2,0,L,176751.321,381498.283,176465.367,381538.106
1053.0,1,0,L,85068.334,435784.214,84870.176,436812.837
2195.0,2,0,R,80287.169,386222.931,80191.546,384147.955
1967.0,2,0,R,100200.08006,408989.77237,98722.4755,407728.22033
26.0,1,0,R,252303.6424,604508.36909,252317.56659,604530.91474
1308.0,1,0,R,111512.964,480593.214,111047.482,479371.261
1158.0,1,0,L,155302.801,567811.72,154258.385,567346.423
410.0,1,0,R,182409.597,519962.204,182255.291,520341.902
1071.0,1,0,L,262760.434,528717.015,261694.191,528684.425
942.0,1,0,L,187479.002,354097.075,186972.077,354877.567
1414.0,1,0,R,98322.21485,407275.6932,97380.46455,406220.30491
807.0,1,0,L,169665.488,409492.282,169701.608,408687.44
72.0,1,0,L,117746.974,484135.447,117749.117,484063.498
369.0,1,0,L,117988.0,487910.000000002,117893.276,487553.30299999897
1941.0,2,0,L,217877.201,439962.736,215941.0,439828.414
1250.0,1,0,R,148601.53375,487749.43166,149570.96902,488526.46155
6705.0,2,0,L,146577.34217,485577.7403,140406.53675,483763.38149
292.0,2,0,R,186082.053,419481.892,186059.87,419773.015
567.0,1,0,R,175101.82193,424862.68023,175197.61802,425421.97738
90.0,1,0,R,197619.9062,466429.75362,197706.97278,466450.52964
707.0,1,0,L,157992.395,380473.411,157929.31,381177.157
487.0,1,0,R,122681.691,482490.218,122570.635,482159.081
3592.0,1,0,L,139053.664,412179.913,135592.737,411766.695
70.0,1,0,R,210337.969,522653.724,210371.313,522714.422
498.0,1,0,#,220181.0,487989.0,220629.53,487773.382
44.0,1,0,L,204763.972,569388.582,204740.401,569426.312
49.0,1,0,L,86882.134,454526.454,86849.851,454563.298
592.0,1,0,R,164644.589,379536.159,165236.12,379536.399
104.0,1,0,R,101210.423,448305.611,101302.711,448258.096
117.0,1,0,R,263334.061,576800.761,263445.0,576766.0
133.0,1,0,R,186920.773,328563.999,187045.852,328522.402
646.0,0,0,R,260517.094,579077.325,261038.463,578720.665
257.0,1,0,L,178345.597,316867.912,178291.862,317079.069
1435.0,1,0,R,74671.563,442999.88,75425.335,441779.092
334.0,1,0,R,160991.521,472670.895,161282.429,472834.643
534.0,1,0,R,232991.752,554474.425,232859.978,554520.583
98.0,1,0,R,124071.362,479474.776,124110.23300000001,479385.956
768.0,2,0,L,110488.707,478606.514,110980.216,479193.955
531.0,2,0,R,170388.245,561425.653,170649.597,560967.759
73.0,1,0,L,123611.863,482724.504,123679.509,482745.609
17.0,0,0,R,190906.103,504911.611,190893.165,504922.789
371.0,1,0,R,117500.0,410048.0,117728.075,410299.866
314.0,0,0,L,218250.632,440044.599,218316.832,440213.437
331.0,1,0,L,185909.913,420256.033,186033.984,420376.98
63.0,1,0,L,181040.084,439347.59,181058.818,439289.277
269.0,1,0,L,208727.003,499825.211,208480.412,499931.652
395.0,0,0,L,101968.916,467842.345,102209.549,468150.35000000003
48.0,1,0,R,36389.766,391256.162,36349.108,391231.024
11.0,1,0,R,109560.0,515557.0,109552.0,515565.0
40.0,1,0,L,66576.137,439021.538,66538.224,439010.354
26.0,1,0,L,31029.81,398027.509,31044.949,398046.433
44.0,1,0,L,41706.637,412744.178,41713.116,412780.89
450.0,1,0,L,115187.285,489667.55700000003,114737.35,489677.145
297.0,0,0,L,153751.728,468915.887,153502.146,469055.097
244.0,1,0,L,91277.0,439324.0,91081.573,439178.962
69.0,1,0,R,107369.638,424016.986,107323.885,423965.664
354.0,1,0,R,181161.426,439741.217,180993.002,440043.074
158.0,1,0,R,111092.207,479520.625,111047.482,479371.261
324.0,1,0,R,182437.054,326642.657,182251.971,326378.978
60.0,1,0,R,111357.547,480190.008,111339.352,480132.737
85.0,1,0,R,140777.242,393999.775,140704.943,394044.661
2895.0,2,0,R,102747.772,471717.187,99893.583,471412.647
33.0,0,0,R,84502.036,457983.372,84480.039,457959.229
107.0,1,0,L,84372.409,449433.232,84303.419,449513.598
227.0,0,0,R,119022.129,479337.255000002,118817.077,479433.85500000103
82.0,1,0,L,120598.722,478788.516000004,120679.154,478780.243000001
475.0,1,0,R,126788.973,434050.781,126906.433,434510.624000003
577.0,1,0,L,209949.213,439390.486,209446.595,439107.924
356.0,1,0,L,204825.904,504589.869,204471.0,504573.0
133.0,1,0,R,253878.0,477411.0,253792.538,477332.692
388.0,1,0,R,138340.446,439213.70700000203,138676.04200000002,439072.089000002
230.0,1,0,R,210571.65,524474.292,210427.186,524420.035
122.0,1,0,R,120866.931,415222.220000002,120925.0,415329.000000001
89.0,1,0,L,263469.071,576772.053,263390.209,576812.141
87.0,1,0,R,108680.23300000001,476660.366,108616.213,476603.256999999
317.0,1,0,R,146200.958,485090.563000002,146019.175,485171.701999999
311.0,0,0,L,182515.6135,428050.626010001,182813.80419,427963.629310001
13,1,0,R,224908.582,507506.089,224896.227,507508.5
155.0,1,0,#,235417.28703,445462.82443,235551.10365,445540.72129
2000.0,1,0,L,182431.035,572939.748,183005.428,571024.086
685.0,1,0,R,183002.875,571090.097,182797.525,571743.582
766.0,1,0,L,193943.38275,351432.08853,193364.98,350934.51
222.0,1,0,#,109023.57977,533263.08533,109110.0,533467.0
150.0,1,0,L,84035.039,451231.948,84147.126,451331.414
281.0,1,0,L,95051.459,430828.758,95081.349,431086.974
468.0,1,0,L,96584.2,405536.131,96954.183,405822.927
671.0,2,0,R,108981.291,399936.963,108666.953,399361.413
453.0,1,0,L,85037.62527,435451.06817,85112.478,435007.051
34.0,1,0,L,99295.425,432348.874,99301.53,432382.533
2004.0,1,0,R,90076.0,463130.0,88449.0,461965.0
383.0,1,0,L,197733.37002,544000.59723,197920.13456,543674.50227
514.0,1,0,L,47020.86,416910.579000001,47319.0,417293.0
295.0,1,0,R,142041.29061,468477.66438,142232.09211,468697.05927
475.0,1,0,R,190089.846,554057.211,190485.0,554320.0
89.0,1,0,L,205903.62403,470484.39555,205823.96126,470447.17024
286.0,1,0,L,161938.645,498510.60000000003,161727.32031,498318.08064
66.0,1,0,L,209463.86004,472141.68667,209401.1006,472124.50876
876.0,1,0,L,107225.836,405791.457,107164.024,406572.278
712.0,1,0,L,111165.949,486021.62,111637.287,486553.416
4972.0,1,0,L,97600.391,431385.034,92771.885,430893.689
82.0,1,0,L,101195.828,429098.585,101155.289,429170.149
125.0,1,0,L,193899.704,408345.051,193776.051,408335.914
93.0,1,0,L,145130.771,471493.278,145125.04,471585.932
127.0,1,0,R,191011.306,553969.846,190920.888,554056.89
193.0,1,0,L,198176.562,467749.876,198190.062,467557.786
41.0,1,0,L,227288.959,524872.204,227262.607,524840.4
611.0,1,0,L,181245.286,522745.582,180652.86232,522763.27473
128.0,1,0,R,149466.54441,488452.11466,149570.96902,488526.46155
3308.0,2,0,R,161655.046,578421.241,164853.163,579253.246
449.0,1,0,R,85054.3,435021.319,85267.48068,434628.86553
265.0,1,0,L,253968.0,477717.0,253925.256,477548.216
737.0,1,0,L,144088.815,404138.643,144677.0,404580.0
665.0,2,0,R,135699.286,452411.895,136331.815,452208.803
1838.0,1,0,L,85573.399,404875.8,86423.446,406494.554
1077.0,1,0,R,165510.327,373974.746,166077.779,373066.517
398.0,1,0,R,141740.816,484527.47000000003,142086.63366,484724.980730003
2139.0,1,0,R,197818.942,376770.463,199893.478,377273.408
680.0,1,0,R,138298.683,451890.723,138936.28317,452119.70282
918.0,1,0,L,202299.48,535869.789,203115.345,535466.362
980.0,2,0,R,157111.494,390408.062,157688.797,389616.597
577.0,1,0,L,238139.842,487555.527,238488.356,487105.912
1494.0,1,0,R,97828.862,431481.646,98719.219,432406.483
109.0,1,0,L,95003.39,430468.659,94994.363,430576.401
22.0,1,0,R,254330.769,594107.952,254314.84575,594123.59559
92.0,2,0,R,252918.3175,591410.03666,252986.36834,591469.68267
172.0,2,0,R,114255.0,545461.0,114322.0,545619.0
2132.0,1,0,L,260553.0,579095.0,258584.989,578528.476
556.0,2,0,L,114737.35,489677.145000001,114181.706,489680.71300000104
691.0,1,0,L,133574.895,454264.939,133688.44,454944.256
1438.0,2,0,L,213281.948,472617.526,211852.68314,472463.8975
490.0,2,0,R,136543.186,395704.427,136271.082,395300.987
186.0,2,0,L,144130.728,429758.734000002,144044.709,429923.66499999905
826.0,1,0,L,179312.745,522067.213,178635.03399999999,521595.403
541.0,1,0,L,195142.765,320595.356,194860.24,321056.834
3469.0,2,0,L,103049.28248,416847.80198,103984.73464,420182.98242
1348.0,1,0,L,87660.187,407854.164,88384.721,408986.808
185.0,0,0,R,133989.81867,444720.77646,134032.59388,444541.95877
92.0,1,0,L,190724.85359,466229.55024,190633.54,466235.292
5947.0,1,0,R,149304.201,389583.022,144173.796,392492.98
760.0,1,0,R,142319.94867,468776.24834,142946.74581,469202.6168
514.0,1,0,R,141671.38492,411815.1857,142165.436,411673.925
579.0,1,0,R,120403.68992,406759.22295,120074.156,407067.442
4947.0,2,0,L,198243.25400000002,316891.892,195142.765,320595.356
16,1,0,L,51337.065,423699.818,51328.579,423713.297
501.0,1,0,L,142932.821,431880.952,142680.474,432313.547
102.0,1,0,L,158878.428,469240.476,158840.12900000002,469146.91000000003
1294.0,1,0,R,236878.62395,571683.77428,236726.135,572968.25
123.0,1,0,#,109176.571,533600.257,109227.548,533711.975
109.0,1,0,R,83986.335,458503.713,84063.956,458427.497
1531.0,1,0,#,239176.365,489854.506,240286.456,490862.85000000003
321.0,0,0,R,238786.505,489569.891,239082.0,489643.0
2096.0,1,0,R,207133.791,505349.29000000004,208165.987,507141.544
22.0,1,0,R,157703.011,383443.163,157693.07,383423.526
49.0,1,0,L,167029.304,480569.835,167012.132,480523.986
47.0,1,0,R,124879.91,477685.817,124834.504,477675.83
459.0,1,0,R,188641.96,507629.933,188303.664,507928.857
342.0,1,0,R,179199.536,320396.99,179037.98,320095.469
151.0,1,0,R,136673.916,480401.508,136781.921,480295.579
65.0,1,0,L,242936.777,461449.055,242887.792,461406.72000000003
16.0,1,0,#,210279.087,498179.166,210289.0,498166.0
351.0,1,0,L,105390.91,496290.94,105278.981,495968.27
520.0,0,0,R,201441.731,566983.039,201885.07,567112.0
5632.0,1,0,R,131717.075,549672.261,135989.997,553336.761
1796.0,1,0,L,181614.897,521881.826,182292.165,520218.478
1538.0,1,0,L,182409.575,519932.264,183158.64,518594.396
69.0,1,0,L,137725.197,397196.274,137742.96600000001,397262.891
1215.0,2,0,R,85577.895,459025.251,84719.989,458166.858
21.0,1,0,L,148510.839,408154.816,148519.486,408173.245
1498.0,2,0,L,157977.042,451529.062,156492.267,451709.837
512.0,2,0,R,181153.0,438773.0,181075.629,439279.556
3794.0,2,0,L,176658.732,483991.48,172919.96600000001,483553.915
145.0,1,0,R,170728.055,449724.648,170836.73,449704.297
273.0,1,0,L,82482.007,444464.952,82400.757,444308.386
112.0,1,0,L,136085.0,394702.0,135985.832,394652.283
32.0,1,0,L,88698.46,440059.559,88674.645,440081.339
33.0,1,0,L,107057.482,498861.726,107041.017,498832.798
110.0,1,0,L,182149.0,320964.0,182085.585,320875.704
245.0,1,0,L,184566.0,487574.0,184466.62,487349.872
67.0,1,0,L,183208.191,328966.277,183206.584,329033.083
574.0,0,0,L,181537.062,380945.292,180984.475,381099.359
252.0,1,0,R,233759.71199,579982.71383,233705.0,580224.0
96.0,1,0,L,160092.02,577646.038,160005.437,577605.543
77.0,1,0,R,122249.098,416777.504000001,122281.98,416845.125
609.0,1,0,L,261114.649,578864.142,260553.0,579095.0
84.0,1,0,L,227909.85,580187.283,227826.743,580176.192
334.0,1,0,L,211521.463,378189.693,211201.582,378284.353
104.0,1,0,R,239768.634,554908.981,239856.295,554964.173
303.0,2,0,L,212157.189,377818.815,211885.403,377953.813
514.0,1,0,L,260253.0,479035.0,259758.337,478963.866
1049.0,1,0,L,235397.191,554152.195,234352.849,554129.455
59.0,1,0,L,185643.569,342664.617,185663.042,342720.069
51.0,1,0,L,199448.153,563933.88,199430.393,563886.604
211.0,1,0,R,158162.389,434661.059,158361.668,434728.279
111.0,1,0,R,215324.65,575263.195,215415.503,575327.109
264.0,1,0,R,202575.668,439689.003,202769.861,439510.984
53.0,1,0,R,202769.861,439510.984,202811.53,439478.694
316.0,0,0,L,210383.685,524451.394,210275.18981,524589.369310001
302.0,1,0,L,153718.757,460160.614999999,153464.422,460043.42600000097
86.0,1,0,R,46106.4319999999,389463.795,46023.341,389443.86000000197
51.0,1,0,L,122145.415,416683.801,122107.781,416650.02
199.0,0,0,R,106555.718,449102.951,106712.73496,448979.99547
893.0,2,0,L,89281.536,407513.991,88539.946,408010.627
351.0,2,0,R,211182.292,378256.878,211484.666,378081.691
242.0,1,0,R,166527.306,450430.301,166769.51,450437.11
184.0,1,0,L,151718.14536,489917.55827,151562.19472,489819.24741
117.0,1,0,L,74033.49074,435780.82045,73938.212,435847.913
105.0,1,0,R,86290.557,431952.589,86394.499,431940.771
