first_point_x,first_point_y
260384.0,579112.0
134509.396,427963.854
159100.03,469609.931
118095.29,489485.934
131025.51,411487.062
91001.697,406616.284
124131.195,502041.113
134684.274,411932.734
149443.122,470258.457
202477.0,384618.0
208580.045,434748.22
261249.746,578862.726
190482.903,505222.182
151937.456,565379.99
115846.224,480913.693
114324.0,394334.0
98723.528,464892.128
107347.483,529947.298
64506.0,408725.0
167425.412,459379.499
172566.467,483356.9
173492.353,422298.036
93925.0,460486.0
90028.472,431504.45
168291.814,449695.608
255715.2016,577560.4017
251339.142,562577.694
125062.197,477690.091
73024.036,434216.13
136250.355,480877.196
152432.441,565584.969
256487.51,577236.42
111540.824,480155.389
207067.117,505315.863
173489.975,447355.369
168025.675,562069.79
74033.4907,435780.8204
111600.228,480260.876
134390.353,428071.573
149145.263,407947.58
239142.858,498078.873
246014.201,576965.305
97222.3978,434743.2291
162092.841,498586.826
253471.5051,597192.5061
95051.459,430828.758
94939.9755,431540.874
40531.2854,411939.0349
98102.099,431662.6969
98847.946,441427.262
88539.946,408010.627
80674.596,390098.064
201203.512,387261.631
243582.726,480752.398
209610.0,378916.0
79011.569,400224.91
202824.309,378488.8239
156045.48,387677.687
205374.67,569144.574
238082.282,487766.342
98824.706,431984.598
64370.951,408661.725
120113.607,411020.068
87027.255,432160.933
55524.489,425395.801
55543.226,425427.292
163125.498,379480.214
103930.2774,420683.8026
84873.159,438114.42
197011.743,376678.292
121055.3,493167.375
51296.552,423697.709
198527.851,466843.762
197959.542,466539.048
73955.001,435722.608
118045.976,489475.914
87803.272,432105.787
94938.7988,431575.3402
231428.0,557262.87
249398.0,478722.0
83034.525,450401.525
41990.53,413364.308
151558.414,414163.616
104944.018,410939.247
118062.273,489921.142
105001.824,472516.185
104870.0,472673.0
163684.678,379550.872
103971.985,412734.094
227416.7761,525018.56
234598.3108,444456.7766
226884.909,524953.272
148601.5338,487749.4317
93760.116,460668.087
93070.292,430979.932
97081.8359,405937.7472
231878.641,555150.359
137681.129,451865.133
226503.462,532861.485
187464.896,346184.446
195137.443,352617.142
138119.37,398224.666
167644.3,413615.238
34031.657,390186.345
71013.602,382284.858
96072.529,439993.713
143393.582,429505.364
198263.611,441751.686
167028.626,461987.644
132205.2705,482202.088
127577.547,465572.223
188138.17,434528.314
85561.769,432127.798
104550.328,397521.098
118044.422,487921.083
178468.808,308752.012
94958.924,429029.92
109337.453,487058.798
96336.263,439551.847
99264.815,431620.049
104120.898,423767.918
180964.813,435731.171
252227.47,604379.662
193447.977,408432.976
196038.922,461274.224
124929.8113,479274.9562
93044.744,468637.064
108001.427,475826.952
94941.1052,431508.6422
129118.7811,482126.0068
136389.522,480663.305
104129.9791,421305.4362
130024.422,454007.753
149091.032,408381.746
149995.359,415704.105
31032.633,398010.738
155008.0,388762.0
120082.29,406632.953
157708.839,382679.657
82051.0,449152.0
100929.969,430088.905
82224.0332,444410.8804
205275.422,568562.875
141410.199,434244.007
31407.964,396420.136
108659.0,488778.0
91192.5435,465118.2185
110026.744,486424.985
149729.2765,430380.254
179840.248,320600.647
97479.889,431503.104
85860.077,432976.598
246211.079,479531.6
144375.385,429306.641
86079.392,432115.577
124208.452,411687.691
110980.216,479193.955
84255.9731,437854.485
121220.631,483395.535
188628.263,434533.274
153247.921,412768.172
226523.955,520987.557
221180.336,578107.747
80165.949,392113.706
111489.314,536919.561
74433.555,435472.731
197823.0,491678.0
124346.8484,502448.942
261043.323,578731.216
53295.788,408273.056
71547.976,438054.123
182022.736,574713.746
84879.38,457547.993
246667.1381,479248.6382
158285.6988,464684.6704
99893.583,471412.647
106124.0,488511.0
214136.0,574424.0
124493.575,483462.91
202465.223,439766.248
110899.737,536043.662
213450.304,574169.985
36606.682,401744.158
181599.885,521948.973
254712.358,591974.584
90188.1509,406923.22
172212.52,367296.784
178150.3009,436420.6975
93548.0,402493.0
117534.609,496466.241
238756.367,489552.43
181017.723,547266.352
118986.716,483453.706
105100.0,498723.0
111983.454,484052.872
90862.9665,464666.0617
227362.884,525038.905
182816.9881,427978.5171
234391.714,477930.291
145066.036,429984.897
117980.152,489448.85
182849.0,333494.0
114671.449,489664.577
243069.201,461456.702
84036.486,450182.805
80571.029,388308.146
227463.948,525172.484
183127.0,329579.0
178683.801,313563.274
235077.1434,581098.5397
131862.8761,482418.8045
189428.8357,327534.5675
208816.457,571975.743
189480.055,411534.763
111235.342,536418.114
183094.284,330397.328
158794.687,389407.839
190030.891,410354.549
87930.141,410763.874
83675.0,391514.0
158617.519,414485.558
83903.4852,450895.6636
177389.975,430052.925
80082.451,391705.705
167146.824,459610.098
200071.688,467999.69
130561.064,525750.159
115760.45,399407.0337
99196.5053,432402.5755
104144.089,424232.046
83507.0,437527.0
151331.812,409657.848
160542.787,389666.253
97146.986,434651.48
108229.274,398833.402
104094.596,423321.3
182787.46,574976.998
102714.074,471700.35
94965.0,461621.0
198415.743,469465.998
118813.067,491065.906
206689.904,505325.782
197939.561,543575.317
151491.6046,413973.7146
179453.561,320871.71
127647.184,483585.668
157280.889,388571.645
93728.323,426285.023
252745.817,598848.641
32993.3,388829.975
198436.342,466950.685
208656.0579,373397.0668
191998.416,449049.886
33583.967,390652.3
117889.456,486785.44
232666.97,552335.862
146077.9253,470912.2124
103708.0504,412162.574
227490.676,475139.759
124418.3233,428388.2628
101502.0,430068.0
159056.701,379586.982
226488.235,524913.439
76228.726,435077.057
86096.4279,432112.8904
127857.5526,480725.5738
104544.888,411296.002
136490.6156,395492.593
96606.354,438159.485
187344.141,434215.885
127889.608,483415.92
120125.873,410689.645
167696.298,414085.994
232944.505,553942.366
168390.371,449864.395
246543.121,576699.363
128156.408,483181.443
177393.2626,540070.3192
117389.4925,410387.0583
204806.907,535030.851
179093.0,311420.0
38518.839,406495.171
110861.723,485598.717
100241.349,430320.512
236563.63,485456.764
89706.214,431555.692
188805.632,491113.467
131700.923,411411.703
106705.859,488568.785
85325.5,404299.341
105359.434,496629.092
182098.729,574091.031
157855.592,382022.799
31031.376,398064.42
169492.213,407068.202
60392.0,386647.0
78494.051,383274.202
146484.02,470689.202
113389.779,543472.607
112082.273,538886.613
137657.0,481403.0
204437.516,569630.255
158091.621,379452.025
149425.7588,488495.6622
267079.375,575252.4
155603.033,388341.602
176597.451,381677.21
174650.796,517522.7552
154841.254,388609.695
96665.194,437795.782
109684.591,397426.025
83028.59,454706.378
88998.0,394172.0
77763.404,382637.443
255101.416,566697.25
93301.841,468733.58
88559.13,393715.057
96536.22,430962.843
170082.913,369495.635
104360.37,423538.844
80191.546,384147.955
130850.661,482641.982
103775.433,448458.542
144044.709,429923.665
164910.636,475076.544
148456.748,487336.776
193983.6394,459845.2134
173138.6,422007.287
110357.46,486104.384
121969.52,482604.757
240827.003,482526.672
98208.699,433860.903
134094.4723,444378.69
103861.965,420683.322
170395.229,482539.421
172919.966,483553.915
181395.688,436128.625
137698.0,458767.0
193899.704,408345.051
179002.939,578338.756
94555.0,403968.0
84510.812,457945.193
95137.5,440289.746
228045.222,475383.1762
188306.315,434986.12
247096.367,478786.366
103221.2011,471735.2011
161929.0,435989.0
85257.603,452593.998
190646.199,554418.168
120337.9187,478817.4336
108667.0,488647.0
199220.514,467355.906
47179.251,418498.213
94535.163,469549.727
132541.997,482024.058
82810.019,450201.019
137431.919,481732.744
202753.463,503879.354
104005.0,424083.0
180969.672,381021.134
85602.436,433883.95
97710.769,431426.797
161388.495,389758.23
231171.5922,557031.1018
157380.972,384753.068
87353.475,437968.095
186958.209,415901.95
238542.307,485785.992
181008.259,439668.246
186107.626,513081.645
138324.171,398584.255
131481.209,394538.355
158407.848,414507.833
148308.02,414250.127
138435.313,482247.888
92003.165,430783.534
111941.49,407841.563
167354.687,459024.696
161452.108,435801.055
98722.4755,407728.2203
237496.958,484536.252
112123.37,539196.778
86055.51,391295.069
184901.0,329614.0
180985.0,443041.0
210525.808,523612.104
147724.677,418637.983
73091.716,434181.488
222289.567,522399.9871
99208.917,431963.93
87376.0,438108.0
182417.0982,574922.7746
190513.651,447941.94
144743.884,429992.248
122883.301,481419.582
195133.79,465206.564
208348.338,571807.387
33788.242,390367.509
203488.671,378488.273
95060.887,428749.893
154307.124,460301.7
145101.98,411995.884
204695.789,569247.541
197603.695,392570.084
148079.351,486892.815
108457.0478,487304.8609
186446.177,434084.26
133260.405,411682.16
166739.606,464309.623
138280.2872,451933.3375
240355.946,555240.451
103581.8059,411708.0437
187733.851,346345.356
87782.0,410738.0
163021.7655,499059.3856
154594.6,460374.471
239077.0,489648.0
227949.382,526331.933
189844.9757,326903.7162
105137.56,410330.059
38688.702,406586.843
233283.974,554381.544
