first_point_x,first_point_y,last_point_x,last_point_y,count
137371.373,396746.158,137163.396,396509.696,2
231282.053,526029.447,227362.884,525038.905,2
106131.9567,429253.8859,105955.0,429308.0,2
126161.524,474918.825,125374.058,477001.118,2
124609.1684,478568.2448,125289.2476,479327.2049,2
65491.79,429670.632,65525.441,429688.74,2
108744.955,402127.213,108993.378,400066.061,2
198580.796,499659.507,200747.335,501934.494,2
180604.025,434864.677,181075.629,439279.556,2
216447.247,489132.628,216447.247,489132.628,2
138821.177,479820.287,136734.249,480368.947,2
227754.375,526909.381,227588.024,525447.533,2
155765.8452,460657.0971,156342.999,461486.856,2
184625.913,448101.65,190513.651,447941.94,2
92677.8404,439629.3324,95137.5,440289.746,2
205988.627,378483.186,206266.811,377584.876,2
131430.0,394381.0,135288.209,394215.598,2
197847.09,500484.137,196151.233,498216.346,2
70301.626,431046.821,70265.113,431035.974,2
111391.0,407757.0,107252.913,406630.766,2
202160.907,503394.576,201568.18,502789.013,2
227804.368,526397.8636,227827.717,528026.195,2
124729.084,428053.811,124816.29,428297.381,2
124972.0,428824.0,124866.706,428713.426,2
84253.6059,451445.5049,83817.012,451119.866,2
191772.0,553309.0,191011.306,553969.846,2
174505.491,517584.591,171959.083,513448.587,2
120224.038,492846.487,122442.468,492580.955,2
146375.072,457607.535,148871.596,458491.861,2
236916.83,582584.371,237126.0494,582090.9198,2
124038.713,428238.91,124478.547,428525.089,2
192847.791,452013.788,193761.5235,456953.1079,2
251027.703,601353.836,251311.04,600753.647,2
150509.0,375780.0,157789.822,379451.369,2
195605.228,497582.491,197442.125,499356.706,2
108765.856,488276.464,108785.0,488658.0,2
247418.833,478430.233,245001.536,480683.679,2
150069.33,389348.304,140777.242,393999.775,2
109220.042,488842.162,108772.0,488786.0,2
102703.0,425471.0,103523.553,425095.247,2
65525.441,429688.74,67653.135,430587.846,2
127158.71,546774.921,127212.939,546801.436,2
157878.257,465189.55,166739.606,464309.623,2
122638.865,482890.903,122685.18,482367.475,2
127125.615,546756.802,127158.71,546774.921,2
254634.583,593216.556,254574.8183,593438.1601,2
199035.868,497158.094,198580.796,499659.507,2
155042.155,388315.9445,155603.033,388341.602,2
132788.945,453246.199,132811.399,449718.236,2
158227.487,465895.85,158040.337,465649.144,2
125112.648,483506.191,125793.64,484386.042,2
198274.059,499980.993,199166.231,498207.484,2
157878.257,465189.55,157874.892,465340.916,2
189641.318,353022.333,187479.002,354097.075,2
157874.892,465340.916,157751.683,465383.533,2
124990.92,429060.066,124849.8641,428570.3854,2
120653.55,493164.238,118813.067,491065.906,2
157585.345,464890.575,157874.892,465340.916,2
170846.894,449566.594,170918.97,450902.333,2
191664.532,553232.266,192145.037,552307.736,2
127934.7765,480842.4579,127031.3097,480373.4902,2
47235.0,368480.0,47220.721,368488.267,2
179193.889,320151.972,178259.251,319229.347,2
198274.059,499980.993,198311.837,500079.226,2
126586.775,486238.164,126572.001,488858.343,2
197806.174,499650.119,199166.231,498207.484,2
124965.854,428685.171,124972.0,428824.0,2
206312.317,375528.845,206236.653,376735.349,2
158006.47,379914.313,162193.372,379538.412,2
164646.098,563318.774,167177.295,562380.873,2
180299.654,531522.547,180851.6185,527114.0992,2
125499.456,428755.547,124866.706,428713.426,2
108765.856,488276.464,106391.586,494515.908,2
251311.04,600753.647,251352.8331,600535.9857,2
160637.538,392032.717,161046.894,390428.303,2
131004.024,482629.244,128252.4238,481030.238,2
132788.945,453246.199,133353.201,453015.163,2
134160.806,452771.192,133304.68,453085.61,2
128559.7878,428433.0909,125937.597,428751.84,2
178168.821,436347.167,180357.102,436139.571,2
187994.297,434369.73,187344.327,434212.313,2
133816.224,452943.276,133304.68,453085.61,2
197847.09,500484.137,198068.5808,500226.8219,2
84393.42,432433.198,85561.769,432127.798,2
158040.337,465649.144,157751.875,465237.472,2
98285.0,441207.0,96819.984,440784.073,2
131310.909,482439.611,135502.016,480917.962,2
124495.629,427246.3,124729.084,428053.811,2
151902.079,414157.801,151021.738,414765.349,2
133076.041,453379.021,133593.781,452763.339,2
138430.205,479870.825,136734.249,480368.947,2
124799.7951,479109.2161,124706.756,478137.628,2
124478.547,428525.089,124965.854,428685.171,2
125008.6959,479167.7472,125289.2476,479327.2049,2
180324.787,429034.351,177867.497,429795.124,2
157739.442,382370.855,157850.531,381227.082,2
226445.46,532429.455,227598.82,529017.927,2
83866.015,391410.272,81124.182,390678.889,2
210131.222,378729.79,207298.077,378632.365,2
195660.0,443743.0,195554.8116,444032.4167,2
117929.2522,487454.7612,118071.3641,488152.345,2
145495.977,427432.926,146111.446,423356.42,2
126952.532,434756.775,125130.346,429470.621,2
161505.343,379528.172,162967.077,379446.385,2
134186.1813,452716.8858,133816.224,452943.276,2
126871.086,486578.501,126572.001,488858.343,2
150304.551,430541.221,145066.036,429984.897,2
155882.7574,467365.3184,157165.323,466023.787,2
188407.584,435441.535,188306.315,434986.12,2
77322.68,433921.845,76228.726,435077.057,2
251352.8331,600535.9857,251311.04,600753.647,2
59997.034,425078.272,60030.583,425066.797,2
51497.689,423807.546,51296.552,423697.709,2
159277.389,566735.775,156477.541,567638.443,2
114018.0,394591.0,110978.981,393229.43,2
88962.177,394496.004,88574.868,393803.008,2
149533.154,406373.154,149145.263,407947.58,2
90217.684,463367.9493,86611.8088,460126.1141,2
138068.287,451712.125,139286.373,454312.856,2
204003.77,504387.251,206839.508,505137.361,2
138212.609,451088.321,138376.307,451998.777,2
232930.648,508049.73,232822.02,508244.427,2
185622.66,562825.693,190032.392,554774.7325,2
98179.72,464315.165,95160.08,462073.623,2
146509.114,457408.528,148871.596,458491.861,2
30557.945,386830.801,31087.308,387061.775,2
182271.664,573444.256,183306.987,570111.694,2
169274.555,455839.516,170908.612,451211.012,2
60065.946,425081.552,57922.966,426169.897,2
120350.206,544474.053,120285.947,544494.577,2
124167.631,479285.92,124706.756,478137.628,2
178170.988,317128.213,178347.592,316963.001,2
161135.895,397651.254,163592.19,400969.114,2
133427.941,453973.347,133076.041,453379.021,2
73856.748,435450.157,73300.017,434695.801,2
150045.532,375559.981,157789.822,379451.369,2
227693.267,526295.643,227588.024,525447.533,2
132288.17,453444.557,132788.945,453246.199,2
196490.89,546757.743,193737.109,549140.209,2
190492.2,554400.894,190411.6704,554297.9973,2
121938.8454,500667.1288,123751.5754,501834.1266,2
116399.515,400588.049,119034.0,404011.0,2
196849.1726,442680.2315,196077.8049,443503.1513,2
179312.745,522067.213,174505.491,517584.591,2
79362.959,400606.382,85325.5,404299.341,2
109643.245,524016.374,109458.626,524802.763,2
138615.0,455606.0,139109.287,455836.179,2
167629.339,379988.901,163684.678,379550.872,2
84542.87,457975.571,85577.895,459025.251,2
115579.344,481324.719,118501.342,479532.322,2
179246.142,320418.448,178259.251,319229.347,2
143011.547,452492.332,139284.556,452327.006,2
33244.337,392285.074,32405.946,393751.72,2
128894.228,428302.842,125937.597,428751.84,2
133816.224,452943.276,133403.51,453512.703,2
202184.0588,503493.9421,201568.18,502789.013,2
157751.875,465237.472,157878.257,465189.55,2
173070.6829,447489.953,170675.019,448485.099,2
116480.7565,480229.9765,118501.342,479532.322,2
85370.765,432272.807,93417.788,431018.146,2
162967.077,379446.385,163125.498,379480.214,2
98919.09,432150.435,98208.699,433860.903,2
140222.76,483621.995,141506.563,484410.862,2
167177.295,562380.873,170649.597,560967.759,2
73625.093,435997.881,74536.323,435316.389,2
134968.619,443662.362,138384.283,439369.453,2
130794.57,549067.889,130824.383,549084.725,2
133593.781,452763.339,137681.129,451865.133,2
142587.767,369973.811,146924.837,373306.704,2
115986.503,399697.351,115706.43,396304.855,2
36216.0,391291.0,34723.474,389768.687,2
205088.387,568878.808,205118.261,568971.632,2
109000.776,502817.013,107860.106,500173.243,2
199221.532,315608.34,195142.765,320595.356,2
157334.693,463751.41,157451.247,464506.567,2
154622.592,413357.912,155845.242,413686.819,2
183048.637,329796.754,183094.284,330397.328,2
112127.521,484252.671,111534.4235,485095.2228,2
125937.597,428751.84,125499.456,428755.547,2
97646.0,431181.0,98208.072,431623.077,2
119799.958,493783.457,118231.769,496096.124,2
131529.167,549563.807,130824.383,549084.725,2
178334.439,316411.46,178323.23,316621.645,2
158139.058,465025.779,157751.683,465383.533,2
160805.178,391168.572,161135.895,397651.254,2
184626.626,552525.667,183207.961,551441.608,2
84863.3792,436083.3979,85860.077,432976.598,2
79718.067,383794.246,80571.029,388308.146,2
256271.679,573079.319,255816.733,576518.69,2
119560.0,493916.0,118780.846,491056.112,2
80649.091,389269.84,80674.596,390098.064,2
254600.4959,593580.3536,254574.8183,593438.1601,2
85063.044,436134.303,84779.327,437458.452,2
87628.25,454834.576,85213.911,452588.564,2
178645.776,521573.736,180734.887,522764.232,2
86788.87,432080.653,93417.788,431018.146,2
88363.283,393379.953,88559.13,393715.057,2
66865.629,439247.311,66700.46,439086.183,2
198200.103,500109.762,194576.079,502216.14,2
124994.982,490918.888,122698.827,492422.65,2
194431.0,320599.0,194735.467,320725.212,2
155721.993,467725.027,157165.323,466023.787,2
151718.864,565262.289,153889.411,566954.756,2
33840.496,390477.379,33244.337,392285.074,2
80224.447,384355.612,78494.051,383274.202,2
198068.5808,500226.8219,198274.059,499980.993,2
250958.705,601573.956,251027.703,601353.836,2
126629.422,486791.939,126216.729,485235.929,2
89919.7637,431323.9834,92141.926,430752.872,2
139543.348,412307.404,139533.855,412264.771,2
133057.993,448838.24,132871.24,450920.297,2
144764.7139,471296.9788,144277.382,472185.56,2
233699.464,554257.635,233283.974,554381.544,2
158596.373,379600.968,157992.395,380473.411,2
157165.323,466023.787,157492.072,465623.485,2
157850.531,381227.082,157967.664,379973.337,2
74356.42,435453.265,73992.667,435384.377,2
266566.375,575717.842,263469.071,576772.053,2
180845.978,435111.914,185283.442,433973.831,2
202034.11,363482.637,206838.337,369475.481,2
87805.289,452098.755,86443.645,452630.08,2
171689.0,367780.0,170454.993,368979.894,2
104857.5878,397786.0253,107928.419,398694.774,2
127847.764,483336.899,128722.497,482867.133,2
86611.8088,460126.1141,85834.872,459292.877,2
191058.007,554665.188,190411.6704,554297.9973,2
105875.132,429580.761,108006.846,428237.584,2
151800.9643,489959.9493,146577.3422,485577.7403,2
157451.247,464506.567,157585.345,464890.575,2
133120.84,452551.601,133450.297,453632.541,2
132919.179,448714.849,132871.24,450920.297,2
91406.0,398297.0,90813.786,397288.783,2
158682.144,464608.621,158139.058,465025.779,2
155103.531,388537.962,150069.33,389348.304,2
87124.0,454253.0,84879.38,457547.993,2
198580.796,499659.507,198200.103,500109.762,2
120866.931,415222.22,123311.1994,420035.4054,2
121419.411,493128.674,118813.067,491065.906,2
130021.327,482683.725,135502.016,480917.962,2
192260.36,405166.162,190822.319,408288.67,2
133501.716,454152.35,133076.041,453379.021,2
41671.587,412741.056,40531.2854,411939.0349,2
197186.873,442264.301,196077.8049,443503.1513,2
32405.946,393751.72,32372.7297,393770.2341,2
167247.9222,463953.2531,158883.919,464472.434,2
138248.943,452232.459,134186.1813,452716.8858,2
89222.974,431662.502,92141.926,430752.872,2
158387.858,464780.388,166739.606,464309.623,2
121984.638,416391.549,123311.1994,420035.4054,2
121555.9446,483058.9071,119410.756,483590.267,2
137620.19,448980.733,138212.609,451088.321,2
59140.0,407278.0,59140.0,407278.0,2
127277.943,484180.888,126571.794,484626.155,2
256212.462,572617.226,255816.733,576518.69,2
162935.845,379598.532,162967.077,379446.385,2
138219.224,479197.268,136734.249,480368.947,2
209648.954,521744.646,209657.513,520495.468,2
115661.7857,483359.8295,117187.788,483510.193,2
178364.602,315723.34,178334.439,316411.46,2
85285.403,453236.912,85046.676,452522.78,2
123368.467,480585.248,124071.362,479474.776,2
96355.0,436501.0,97222.3978,434743.2291,2
238352.3,485558.129,237496.958,484536.252,2
150069.33,389348.304,140777.242,393999.775,2
127214.999,411820.751,130326.023,411570.872,2
139497.75,455908.036,138607.3801,453399.5249,2
244916.0,577759.0,238343.708,580314.307,2
63420.526,383711.042,60628.008,386563.264,2
36261.419,401363.661,36283.5,401367.42,2
129293.932,515338.687,130901.773,517494.314,2
224786.004,524311.232,226488.235,524913.439,2
114191.878,394452.077,110978.981,393229.43,2
33301.805,401173.481,36283.5,401367.42,2
84776.841,451979.981,85164.769,452357.093,2
191960.0,448487.0,192847.791,452013.788,2
236316.599,581573.83,236988.645,581915.837,2
33301.805,401173.481,32920.903,400893.655,2
190032.392,554774.7325,190571.613,554318.265,2
63026.911,384038.639,71013.602,382284.858,2
235310.709,581170.007,236988.645,581915.837,2
145451.024,473358.925,147082.944,477083.836,2
129825.526,440602.4562,134966.691,442395.657,2
157429.029,388748.443,158006.47,379914.313,2
85065.15,453359.973,85285.403,453236.912,2
121791.425,453761.433,126193.683,454756.0,2
177943.655,318801.15,178170.988,317128.213,2
157688.797,389616.597,159870.665,389627.128,2
178017.345,318730.655,179028.301,319942.945,2
182283.191,330800.421,182576.715,330866.661,2
125392.0,483682.0,125793.64,484386.042,2
227358.009,440528.667,227425.033,440536.342,2
184099.127,567609.509,185622.66,562825.693,2
79606.398,376981.282,77763.404,382637.443,2
156734.555,573596.964,155238.73,568917.526,2
106590.044,449434.866,105463.874,448787.316,2
60377.07,386867.93,71013.602,382284.858,2
115208.601,489528.632,118485.654,490574.494,2
142728.626,432167.661,143618.309,430662.941,2
87338.169,452288.802,86443.645,452630.08,2
176444.93,430480.221,176839.503,430263.484,2
124630.665,427334.005,124729.084,428053.811,2
239904.851,555086.504,233699.464,554257.635,2
86443.645,452630.08,85973.5918,452989.995,2
102631.616,430303.204,102834.0,430248.0,2
150859.75,480257.757,151817.064,484350.178,2
123239.428,482540.104,121555.9446,483058.9071,2
139533.855,412264.771,135006.718,411967.043,2
182324.916,573193.23,183306.987,570111.694,2
125349.199,483908.412,123884.141,482897.136,2
116000.3,480917.954,115219.486,481925.052,2
33407.807,388875.012,34024.782,389230.653,2
169340.405,464543.284,167665.227,464457.717,2
111453.74,486415.556,111213.229,486165.775,2
154672.251,433742.339,152333.88,431859.159,2
107175.393,498784.51,108666.5998,489279.8467,2
145713.0,473569.0,147082.944,477083.836,2
99376.794,432772.545,98707.861,432063.467,2
206061.431,501139.039,208356.547,499977.167,2
139286.373,454312.856,139677.088,455782.0,2
85973.5918,452989.995,85046.676,452522.78,2
113449.82,482071.222,114193.573,482191.979,2
123884.141,482897.136,123239.428,482540.104,2
177555.293,318961.259,179028.301,319942.945,2
158180.652,576171.46,159773.155,577446.608,2
105060.176,498518.55,105359.434,496629.092,2
120285.947,544494.577,120306.144,544469.847,2
159773.155,577446.608,164853.163,579253.246,2
208356.547,499977.167,209716.716,498942.226,2
233085.072,507778.998,232955.475,507995.748,2
125374.058,477001.118,124952.363,477862.019,2
109485.729,397774.136,110231.084,393899.884,2
113570.6595,489809.507,111453.74,486415.556,2
139580.137,456210.119,138607.3801,453399.5249,2
191011.306,553969.846,190492.2,554400.894,2
177373.265,429977.781,177389.975,430052.925,2
162079.9071,388550.0359,161388.495,389758.23,2
105072.413,498518.652,108747.734,502387.857,2
238448.25,487149.89,238082.282,487766.342,2
249896.374,478746.592,247418.833,478430.233,2
78601.399,431551.556,79891.479,431618.317,2
180546.7484,552831.5037,182302.9,551641.658,2
145229.509,472185.48,144806.494,471515.544,2
190492.2,554400.894,185849.996,562064.812,2
127140.0,412048.0,125139.977,411706.889,2
145520.562,473884.951,145229.509,472185.48,2
117814.088,396472.38,116716.564,396109.339,2
114575.9725,482479.3441,113616.12,482412.587,2
139109.287,455836.179,138607.3801,453399.5249,2
45386.949,368382.315,46514.279,368263.0,2
158119.7346,576169.2898,156734.555,573596.964,2
177867.497,429795.124,178583.026,431661.78,2
46319.0,368227.0,46514.279,368263.0,2
115005.265,482809.213,114575.9725,482479.3441,2
115675.268,547315.004,115465.362,547399.586,2
95171.704,469891.312,97359.0096,470726.753,2
96338.284,437199.135,97222.3978,434743.2291,2
96569.289,436203.923,96443.5062,436686.7855,2
183856.979,552414.211,183207.961,551441.608,2
109736.763,388756.718,110460.153,392787.985,2
170700.399,449667.848,170918.97,450902.333,2
102028.6102,427993.1103,101195.828,429098.585,2
180452.667,553292.438,182302.9,551641.658,2
36315.95,401381.88,36283.5,401367.42,2
115675.268,547315.004,120306.144,544469.847,2
84401.862,457855.73,85577.895,459025.251,2
149533.154,406373.154,149145.263,407947.58,2
102726.046,425777.795,103523.553,425095.247,2
184343.302,566715.85,183658.002,569053.07,2
157092.676,463061.894,157451.247,464506.567,2
189402.228,412076.266,190029.524,410358.636,2
127315.095,411924.772,130326.023,411570.872,2
236893.609,582645.207,236916.83,582584.371,2
184099.127,567609.509,185622.66,562825.693,2
150197.813,409071.696,148961.631,408520.233,2
140261.275,412100.522,135006.718,411967.043,2
98758.247,432175.851,96336.263,439551.847,2
148531.062,408204.65,140053.55,400484.017,2
139497.75,455908.036,139599.392,455970.996,2
170782.897,450024.886,170439.415,449032.99,2
130394.0,539545.0,131339.158,548647.758,2
190494.294,325526.913,194641.792,321373.412,2
116131.105,400136.564,119034.0,404011.0,2
115436.101,547410.809,115465.362,547399.586,2
108993.378,400066.061,109485.729,397774.136,2
102839.0,430264.0,102834.0,430248.0,2
248649.253,473559.345,252215.885,470229.932,2
195046.408,320850.273,194964.767,320907.056,2
169274.555,455839.516,170908.612,451211.012,2
183306.987,570111.694,184099.127,567609.509,2
102164.887,430035.099,102776.002,429899.518,2
184343.302,566715.85,183658.002,569053.07,2
109817.372,396914.508,109232.803,398801.864,2
53593.0,408359.0,53593.0,408359.0,2
127558.243,411947.779,125139.977,411706.889,2
236916.83,582584.371,237126.0494,582090.9198,2
136099.845,445223.538,135834.35,443967.251,2
120573.932,414119.955,120270.664,411488.075,2
36261.419,401363.661,36283.5,401367.42,2
182576.715,330866.661,183138.385,331002.643,2
140386.044,456087.139,139580.137,456210.119,2
180357.102,436139.571,180964.813,435731.171,2
157178.642,463505.44,156724.342,462127.116,2
176839.503,430263.484,177373.265,429977.781,2
191934.0,447812.0,185227.0,448779.0,2
102445.932,426756.517,101195.828,429098.585,2
135834.35,443967.251,138384.283,439369.453,2
115465.362,547399.586,115675.268,547315.004,2
141402.26,434573.33,142728.626,432167.661,2
167731.1643,371939.2319,170082.913,369495.635,2
121802.4667,453669.2329,126193.683,454756.0,2
36283.5,401367.42,36315.95,401381.88,2
102776.002,429899.518,105875.132,429580.761,2
126095.187,475478.366,125374.058,477001.118,2
148985.077,408522.189,150703.042,409317.805,2
36282.289,401412.346,36283.5,401367.42,2
130337.6769,440712.2969,134966.691,442395.657,2
113704.917,394133.55,116598.356,396019.449,2
102834.0,430248.0,101502.0,430068.0,2
139109.287,455836.179,139599.392,455970.996,2
177787.619,318346.929,179028.301,319942.945,2
139375.987,456236.209,139497.75,455908.036,2
112808.711,482668.282,113078.18,482422.906,2
255256.896,566935.153,253589.256,563902.453,2
248146.267,475727.21,247720.899,477859.086,2
114153.257,482393.23,113616.12,482412.587,2
237523.617,581397.094,237236.683,581883.514,2
120285.947,544494.577,120306.144,544469.847,2
193737.109,549140.209,192438.515,551450.688,2
198197.744,469029.352,198176.562,467749.876,2
140356.88,456139.565,139580.137,456210.119,2
195142.765,320595.356,194964.767,320907.056,2
36283.5,401367.42,36261.419,401363.661,2
187087.697,415903.037,186059.87,419773.015,2
157429.029,388748.443,156528.469,388324.659,2
114193.573,482191.979,114153.257,482393.23,2
96338.284,437199.135,96355.0,436501.0,2
236988.645,581915.837,237238.493,581884.601,2
143109.34,473524.087,143667.647,472705.549,2
141112.143,477368.73,142443.507,475506.499,2
124591.4086,479086.5023,124706.756,478137.628,2
132871.24,450920.297,133120.84,452551.601,2
137163.396,396509.696,140325.114,394190.85,2
198332.989,500313.527,198068.5808,500226.8219,2
91616.111,439441.772,90505.701,438914.933,2
138376.307,451998.777,139286.373,454312.856,2
109632.499,477314.133,109968.702,477979.247,2
138745.69,458034.398,139072.302,456985.24,2
139072.302,456985.24,138607.3801,453399.5249,2
86637.854,432598.29,85602.436,433883.95,2
194576.079,502216.14,197847.09,500484.137,2
237620.02,484136.954,237512.211,484529.461,2
108909.896,401738.597,107225.836,405791.457,2
187515.514,552981.887,190089.846,554057.211,2
153889.411,566954.756,154414.165,567353.524,2
206205.304,377085.781,206536.771,378090.691,2
125484.1833,479478.9214,124591.4086,479086.5023,2
125289.2476,479327.2049,128857.647,481657.126,2
158081.526,379834.81,157992.395,380473.411,2
132900.809,448226.438,132871.24,450920.297,2
139284.556,452327.006,134186.1813,452716.8858,2
89400.341,438278.298,89613.7149,438415.3477,2
165160.0,475410.0,166826.362,480134.871,2
60087.554,425081.889,60066.457,425077.304,2
84163.787,432371.061,85561.769,432127.798,2
128252.4238,481030.238,124591.4086,479086.5023,2
167665.227,464457.717,158883.919,464472.434,2
198311.837,500079.226,198200.103,500109.762,2
162864.358,563769.318,159277.389,566735.775,2
181078.249,523463.711,179312.745,522067.213,2
73300.017,434695.801,70301.626,431046.821,2
151830.773,413860.444,151021.738,414765.349,2
276466.614,578251.811,274642.796,577847.846,2
96819.984,440784.073,96259.674,440664.278,2
109956.359,478008.873,110646.876,484805.156,2
72911.14,433798.745,73936.165,435313.656,2
73992.667,435384.377,73300.017,434695.801,2
169332.796,464685.688,167665.227,464457.717,2
163234.936,378796.803,163125.498,379480.214,2
181232.61,522804.215,179312.745,522067.213,2
255898.153,577081.093,255755.925,576883.478,2
122698.827,492422.65,121419.411,493128.674,2
210280.2996,516949.6635,209894.692,519355.409,2
91737.225,398458.277,90813.786,397288.783,2
178583.026,431661.78,180604.025,434864.677,2
205915.0,381250.0,206469.724,379411.445,2
127212.939,546801.436,127158.71,546774.921,2
93586.0,402330.0,92985.491,400318.715,2
196077.8049,443503.1513,192679.0715,447363.7865,2
106944.188,498401.002,108747.734,502387.857,2
151021.738,414765.349,147891.807,418722.621,2
105236.0,496938.0,108666.5998,489279.8467,2
206444.4961,375745.1898,206236.653,376735.349,2
185330.529,329317.59,183828.57,330576.501,2
