type	starttime_new	endtime_new	vild_primair_wegnummer	primaire_locatie_lengtegraad	primaire_locatie_breedtegraad	duration
vehicle_obstruction	1-10-2019 16:05	1-10-2019 16:32	A6	5.123720169	52.31909943	27.26666667
vehicle_obstruction	1-10-2019 16:05	1-10-2019 16:06	A4	4.691652775	52.2634201	1.05
accident	1-10-2019 16:06	1-10-2019 16:15	A15	4.970836163	51.84654999	9.6
accident	1-10-2019 16:07	1-10-2019 17:22	A12	4.467244148	52.04880905	75.35
vehicle_obstruction	1-10-2019 16:08	1-10-2019 16:54	A73	6.022426128	51.22558975	46.55
vehicle_obstruction	1-10-2019 16:09	1-10-2019 17:24	A6	5.122559071	52.31858063	75.58333333
general_obstruction	1-10-2019 16:09	1-10-2019 18:02	A4	4.69888517	52.26895527	112.9666667
vehicle_obstruction	1-10-2019 16:11	1-10-2019 16:57	A7	6.708524227	53.19092178	46.01666667
vehicle_obstruction	1-10-2019 16:13	1-10-2019 16:14	A15	4.723537922	51.83647919	0.566666667
accident	1-10-2019 16:14	1-10-2019 16:40	A16	4.556282997	51.89476013	25.71666667
accident	1-10-2019 16:14	1-10-2019 16:39	A29	4.506768227	51.82707977	24.41666667
vehicle_obstruction	1-10-2019 16:16	1-10-2019 17:06	A12	4.97268486	52.08008957	50.65
general_obstruction	1-10-2019 16:17	1-10-2019 17:22	A12	4.970205784	52.08018112	65.01666667
vehicle_obstruction	1-10-2019 16:17	1-10-2019 16:46	A50	5.95258522	52.11837006	29.2
accident	1-10-2019 16:20	1-10-2019 17:36	A7	4.843150139	52.45333099	75.75
vehicle_obstruction	1-10-2019 16:22	1-10-2019 16:49	A7	6.675522	53.20055	26.51666667
vehicle_obstruction	1-10-2019 16:22	1-10-2019 16:54	A7	4.840523	52.45405	31.6
accident	1-10-2019 16:22	1-10-2019 17:38	A9	4.762216091	52.33383942	75.66666667
accident	1-10-2019 16:23	1-10-2019 17:44	A1	6.765298843	52.28612137	81.26666667
vehicle_obstruction	1-10-2019 16:23	1-10-2019 16:43	A5	4.825519085	52.39194107	20
vehicle_obstruction	1-10-2019 16:25	1-10-2019 16:43	A4	4.316092968	52.01784897	18.08333333
vehicle_obstruction	1-10-2019 16:25	1-10-2019 16:27	A1	6.770955086	52.28837967	1.55
vehicle_obstruction	1-10-2019 16:26	1-10-2019 16:59	A28	6.446939945	52.70703888	32.96666667
vehicle_obstruction	1-10-2019 16:26	1-10-2019 17:42	A22	4.668883801	52.44227982	75.91666667
vehicle_obstruction	1-10-2019 16:26	1-10-2019 16:34	A50	5.95302	52.1189	7.483333333
general_obstruction	1-10-2019 16:31	1-10-2019 17:47	N457	4.645428181	52.01580048	76.01666667
vehicle_obstruction	1-10-2019 16:31	1-10-2019 17:04	A27	4.888669014	51.70893097	33.01666667
general_obstruction	1-10-2019 16:32	1-10-2019 16:47	A2	5.214882	51.872765	15.13333333
vehicle_obstruction	1-10-2019 16:32	1-10-2019 16:51	A76	5.896770001	50.91614914	19.26666667
vehicle_obstruction	1-10-2019 16:32	1-10-2019 17:15	A76	5.962061882	50.86964035	42.45
vehicle_obstruction	1-10-2019 16:33	1-10-2019 16:34	A73	6.022819996	51.22631073	0.5
accident	1-10-2019 16:34	1-10-2019 17:49	A2	5.421161175	51.45220947	75.33333333
accident	1-10-2019 16:34	1-10-2019 17:50	A4	4.312973022	52.00099945	75.91666667
vehicle_obstruction	1-10-2019 16:35	1-10-2019 17:08	A4	4.375227928	52.06148911	33.56666667
vehicle_obstruction	1-10-2019 16:36	1-10-2019 17:30	A9	4.775012016	52.32773972	54.88333333
vehicle_obstruction	1-10-2019 16:36	1-10-2019 16:49	N421	5.193120003	52.06147003	12.71666667
vehicle_obstruction	1-10-2019 16:38	1-10-2019 17:42	A2	5.421027	51.4523	63.56666667
vehicle_obstruction	1-10-2019 16:39	1-10-2019 16:43	A9	4.757812023	52.33768845	4.516666667
vehicle_obstruction	1-10-2019 16:40	1-10-2019 17:30	A9	4.756865025	52.3392601	50.66666667
vehicle_obstruction	1-10-2019 16:41	1-10-2019 16:47	A1	5.838647842	52.19369888	6.183333333
vehicle_obstruction	1-10-2019 16:41	1-10-2019 17:56	A4	4.330490112	52.03266907	75.08333333
vehicle_obstruction	1-10-2019 16:43	1-10-2019 17:40	A12	4.507738113	52.04486847	57.65
vehicle_obstruction	1-10-2019 16:44	1-10-2019 16:52	A2	5.210935116	51.87857819	8.233333333
vehicle_obstruction	1-10-2019 16:44	1-10-2019 16:50	A7	4.844122	52.45787	5.666666667
accident	1-10-2019 16:45	1-10-2019 18:01	A28	6.134346008	52.52804184	75.9
accident	1-10-2019 16:45	1-10-2019 16:59	A2	5.406716824	51.48323059	13.26666667
vehicle_obstruction	1-10-2019 16:46	1-10-2019 18:02	N7	6.555766106	53.20135117	75.71666667
vehicle_obstruction	1-10-2019 16:47	1-10-2019 17:01	A28	6.274162769	52.68420029	13.75
vehicle_obstruction	1-10-2019 16:48	1-10-2019 17:28	A12	4.509875	52.04432	40.03333333
vehicle_obstruction	1-10-2019 16:48	1-10-2019 16:59	A15	4.631577015	51.85649872	10.81666667
vehicle_obstruction	1-10-2019 16:48	1-10-2019 17:17	A28	6.112485	52.5253	29.05
accident	1-10-2019 16:49	1-10-2019 18:04	N470	4.502108097	52.03871155	75.55
accident	1-10-2019 16:52	1-10-2019 17:53	A4	4.326993942	52.02978134	60.98333333
accident	1-10-2019 16:53	1-10-2019 17:12	A15	4.258321762	51.8864212	18.7
vehicle_obstruction	1-10-2019 16:53	1-10-2019 17:04	A7	4.840869904	52.45394135	10.8
vehicle_obstruction	1-10-2019 16:54	1-10-2019 18:01	A8	4.843054771	52.45431137	66.88333333
vehicle_obstruction	1-10-2019 16:54	1-10-2019 17:07	A15	4.380057	51.87392	13.6
vehicle_obstruction	1-10-2019 16:54	1-10-2019 17:17	A16	4.55002594	51.89722061	22.66666667
vehicle_obstruction	1-10-2019 16:54	1-10-2019 17:48	A12	4.467202	52.04877	53.5
vehicle_obstruction	1-10-2019 16:54	1-10-2019 18:29	N213	4.221300258	51.98838716	94.5
vehicle_obstruction	1-10-2019 16:57	1-10-2019 17:01	A9	5.002808094	52.32192993	4.583333333
vehicle_obstruction	1-10-2019 17:01	1-10-2019 17:05	A15	4.635075	51.85654	4.533333333
vehicle_obstruction	1-10-2019 17:02	1-10-2019 17:24	A28	6.198853	52.66879	22.05
vehicle_obstruction	1-10-2019 17:03	1-10-2019 17:08	A7	4.841197014	52.45384979	5.116666667
vehicle_obstruction	1-10-2019 17:04	1-10-2019 17:15	A15	4.115783	51.94018	11.56666667
accident	1-10-2019 17:05	1-10-2019 17:52	A2	5.501504898	51.40261078	47.45
vehicle_obstruction	1-10-2019 17:05	1-10-2019 17:37	A7	5.013161182	52.63787079	32.6
accident	1-10-2019 17:06	1-10-2019 18:21	A4	4.314443111	51.44868088	75.11666667
vehicle_obstruction	1-10-2019 17:06	1-10-2019 18:21	A13	4.352190971	52.03723907	75.08333333
vehicle_obstruction	1-10-2019 17:06	1-10-2019 18:17	A1	4.988864899	52.33721924	70.53333333
accident	1-10-2019 17:06	1-10-2019 18:22	A12	4.467244148	52.04880905	75.63333333
vehicle_obstruction	1-10-2019 17:07	1-10-2019 17:19	A4	4.310875	51.44314	12.03333333
vehicle_obstruction	1-10-2019 17:07	1-10-2019 17:54	N325	5.922563076	51.95635986	47.01666667
vehicle_obstruction	1-10-2019 17:08	1-10-2019 18:23	A2	5.05748415	52.10736084	75.16666667
vehicle_obstruction	1-10-2019 17:09	1-10-2019 17:46	A15	4.25821	51.88609	37.03333333
accident	1-10-2019 17:10	1-10-2019 18:55	A2	5.429193208	51.41716169	104.7333333
vehicle_obstruction	1-10-2019 17:11	1-10-2019 17:15	A4	4.337162971	52.03762054	4.566666667
vehicle_obstruction	1-10-2019 17:12	1-10-2019 18:39	N294	5.788786888	50.99031067	86.95
accident	1-10-2019 17:13	1-10-2019 17:25	A15	4.656140804	51.85752869	11.41666667
accident	1-10-2019 17:14	1-10-2019 17:59	A1	4.990674019	52.33638	44.28333333
vehicle_obstruction	1-10-2019 17:15	1-10-2019 18:11	A10	4.879507065	52.42393112	56.71666667
vehicle_obstruction	1-10-2019 17:15	1-10-2019 18:18	A28	6.201198	52.64826	63.48333333
vehicle_obstruction	1-10-2019 17:15	1-10-2019 17:20	A20	4.428732	51.92731	5
accident	1-10-2019 17:16	1-10-2019 17:28	A20	4.419279099	51.92346954	12.18333333
vehicle_obstruction	1-10-2019 17:17	1-10-2019 17:18	A15	4.642849922	51.85800934	1.516666667
vehicle_obstruction	1-10-2019 17:17	1-10-2019 18:32	N298	5.892879009	50.92420959	75.1
vehicle_obstruction	1-10-2019 17:17	1-10-2019 17:49	A1	4.988319874	52.3375206	32.25
vehicle_obstruction	1-10-2019 17:18	1-10-2019 17:32	A28	6.133413	52.52784	14.56666667
vehicle_obstruction	1-10-2019 17:19	1-10-2019 17:22	A15	4.65849781	51.85726166	3.2
vehicle_obstruction	1-10-2019 17:19	1-10-2019 17:52	A4	4.31527	51.44724	33.06666667
vehicle_obstruction	1-10-2019 17:21	1-10-2019 17:52	A15	4.917197227	51.83934021	31.71666667
vehicle_obstruction	1-10-2019 17:21	1-10-2019 17:53	A2	5.493925095	51.40499115	32.01666667
accident	1-10-2019 17:21	1-10-2019 18:02	A12	4.667525768	52.02576065	41.21666667
vehicle_obstruction	1-10-2019 17:22	1-10-2019 17:22	A28	5.715529919	52.34584045	0.316666667
vehicle_obstruction	1-10-2019 17:22	1-10-2019 17:40	A2	5.494916916	51.40499115	17.5
vehicle_obstruction	1-10-2019 17:24	1-10-2019 17:47	A28	6.198182106	52.65908051	23.11666667
accident	1-10-2019 17:25	1-10-2019 18:40	A44	4.498847008	52.20932007	75.25
general_obstruction	1-10-2019 17:26	1-10-2019 18:03	N377	6.713754177	52.65872955	37.55
vehicle_obstruction	1-10-2019 17:26	1-10-2019 18:41	A28	6.102684021	52.52410889	75.48333333
vehicle_obstruction	1-10-2019 17:26	1-10-2019 17:29	A20	4.361482	51.92535	3.55
vehicle_obstruction	1-10-2019 17:26	1-10-2019 18:41	A9	4.931194782	52.28631973	75.23333333
vehicle_obstruction	1-10-2019 17:26	1-10-2019 17:28	A9	4.74195	52.35862	1.65
accident	1-10-2019 17:27	1-10-2019 18:43	A4	4.325304985	51.98778152	75.78333333
accident	1-10-2019 17:28	1-10-2019 17:45	A5	4.733592987	52.32328033	16.45
vehicle_obstruction	1-10-2019 17:29	1-10-2019 17:45	A15	4.508010864	51.86571884	16.5
vehicle_obstruction	1-10-2019 17:29	1-10-2019 17:57	A6	5.102839947	52.3158989	27.35
vehicle_obstruction	1-10-2019 17:31	1-10-2019 19:37	A1	5.100797176	52.31644058	126.3166667
vehicle_obstruction	1-10-2019 17:33	1-10-2019 17:36	A9	4.707654953	52.38359833	3.5
accident	1-10-2019 17:33	1-10-2019 17:58	A12	5.343688965	52.06539154	24.68333333
accident	1-10-2019 17:34	1-10-2019 18:52	A7	5.92953682	52.97906113	78.58333333
vehicle_obstruction	1-10-2019 17:34	1-10-2019 17:48	A67	5.240210056	51.33153152	14.3
general_obstruction	1-10-2019 17:34	1-10-2019 19:24	N202	4.655404091	52.45798874	109.5833333
accident	1-10-2019 17:34	1-10-2019 18:06	A59	5.194931984	51.69488907	31.03333333
general_obstruction	1-10-2019 17:35	1-10-2019 17:46	A15	4.209313869	51.90425873	11.1
vehicle_obstruction	1-10-2019 17:35	1-10-2019 17:36	A13	4.359574795	52.02735901	1.55
accident	1-10-2019 17:35	1-10-2019 18:50	A9	4.707349777	52.38735962	75.25
vehicle_obstruction	1-10-2019 17:35	1-10-2019 17:46	A44	4.464057	52.19248	11.1
vehicle_obstruction	1-10-2019 17:36	1-10-2019 19:32	N451	4.678638054	52.02959576	115.35
vehicle_obstruction	1-10-2019 17:37	1-10-2019 17:38	A22	4.656921864	52.45589066	0.5
vehicle_obstruction	1-10-2019 17:37	1-10-2019 17:41	A20	4.376536846	51.92586899	4.05
vehicle_obstruction	1-10-2019 17:38	1-10-2019 17:45	A15	4.173712	51.92511	7.116666667
general_obstruction	1-10-2019 17:38	1-10-2019 18:37	N324	5.605341911	51.73398972	58.36666667
vehicle_obstruction	1-10-2019 17:39	1-10-2019 18:16	A7	5.904277	52.97031	36.55
accident	1-10-2019 17:40	1-10-2019 18:12	A13	4.429513931	51.9391098	32.3
vehicle_obstruction	1-10-2019 17:40	1-10-2019 18:15	A16	4.594624996	51.85961914	34.95
vehicle_obstruction	1-10-2019 17:41	1-10-2019 17:50	A16	4.578814983	51.86904144	8.85
vehicle_obstruction	1-10-2019 17:41	1-10-2019 18:05	A16	4.65073204	51.78036118	23.76666667
accident	1-10-2019 17:41	1-10-2019 18:23	A1	5.492384911	52.16436005	42.26666667
vehicle_obstruction	1-10-2019 17:42	1-10-2019 17:47	A30	5.566327095	52.16785812	5.083333333
accident	1-10-2019 17:43	1-10-2019 18:59	A7	5.902579784	52.96963882	75.68333333
vehicle_obstruction	1-10-2019 17:44	1-10-2019 18:06	A28	6.101247	52.52378	21.56666667
vehicle_obstruction	1-10-2019 17:44	1-10-2019 17:52	N3	4.683802	51.79699	8.033333333
vehicle_obstruction	1-10-2019 17:45	1-10-2019 19:01	A9	4.926839828	52.28668976	76.01666667
accident	1-10-2019 17:46	1-10-2019 19:01	A7	5.908602238	52.972229	75.6
vehicle_obstruction	1-10-2019 17:46	1-10-2019 18:18	A4	4.366075993	51.92348099	32.68333333
vehicle_obstruction	1-10-2019 17:46	1-10-2019 19:01	A1	5.059285164	52.32506943	75.08333333
vehicle_obstruction	1-10-2019 17:47	1-10-2019 17:47	A1	5.495299816	52.16411972	0.116666667
vehicle_obstruction	1-10-2019 17:47	1-10-2019 17:58	A1	5.493549824	52.16426849	10.18333333
vehicle_obstruction	1-10-2019 17:48	1-10-2019 18:57	A28	6.096013069	52.52248001	69
vehicle_obstruction	1-10-2019 17:49	1-10-2019 19:25	A4	4.506552	52.1392	96.51666667
vehicle_obstruction	1-10-2019 17:49	1-10-2019 19:04	A15	5.124687195	51.84788895	75.28333333
accident	1-10-2019 17:50	1-10-2019 18:16	A58	4.276704788	51.43125153	26.23333333
vehicle_obstruction	1-10-2019 17:51	1-10-2019 18:08	A1	5.055049896	52.32624054	17.55
vehicle_obstruction	1-10-2019 17:52	1-10-2019 18:09	A12	4.689548	52.03213	17.53333333
accident	1-10-2019 17:52	1-10-2019 19:08	A50	5.948553085	52.08742905	75.95
vehicle_obstruction	1-10-2019 17:53	1-10-2019 18:12	A7	5.006621838	52.63212967	19.33333333
vehicle_obstruction	1-10-2019 17:53	1-10-2019 18:18	N355	5.973147869	53.22106934	24.95
vehicle_obstruction	1-10-2019 17:53	1-10-2019 17:55	A1	5.463349819	52.16630936	2.016666667
vehicle_obstruction	1-10-2019 17:54	1-10-2019 18:09	A15	5.120520115	51.84790039	14.88333333
general_obstruction	1-10-2019 17:56	1-10-2019 19:11	N201	4.636672974	52.3384285	75.5
vehicle_obstruction	1-10-2019 17:57	1-10-2019 18:02	N340	6.148823	52.5299	5.05
vehicle_obstruction	1-10-2019 17:58	1-10-2019 18:10	A15	4.536767006	51.8635788	12.13333333
accident	1-10-2019 17:58	1-10-2019 18:22	A2	5.717171192	50.86191177	24.26666667
vehicle_obstruction	1-10-2019 17:59	1-10-2019 18:07	A1	5.568155	52.16809	8.55
vehicle_obstruction	1-10-2019 17:59	1-10-2019 19:15	A1	4.990674019	52.33638	75.78333333
vehicle_obstruction	1-10-2019 17:59	1-10-2019 19:15	A12	5.310173035	52.0652504	75.7
vehicle_obstruction	1-10-2019 18:00	1-10-2019 18:11	A16	4.628244877	51.82040024	10.83333333
vehicle_obstruction	1-10-2019 18:00	1-10-2019 18:26	A10	4.942984104	52.33724976	25.38333333
vehicle_obstruction	1-10-2019 18:01	1-10-2019 18:14	A13	4.368609905	52.05540848	13.51666667
vehicle_obstruction	1-10-2019 18:02	1-10-2019 18:09	A58	5.180612087	51.53527832	6.533333333
vehicle_obstruction	1-10-2019 18:03	1-10-2019 18:07	A10	4.843693	52.3768	4.566666667
accident	1-10-2019 18:03	1-10-2019 19:18	A7	5.902579784	52.96963882	75.3
vehicle_obstruction	1-10-2019 18:03	1-10-2019 19:19	A13	4.368436813	52.05535889	75.96666667
vehicle_obstruction	1-10-2019 18:03	1-10-2019 18:23	N2	5.719940186	50.86437988	20.01666667
vehicle_obstruction	1-10-2019 18:04	1-10-2019 18:10	A12	5.295541763	52.06505966	5.55
vehicle_obstruction	1-10-2019 18:04	1-10-2019 19:22	A1	6.270698071	52.24209976	77.85
accident	1-10-2019 18:06	1-10-2019 19:21	N203	4.719551086	52.51306152	75.45
vehicle_obstruction	1-10-2019 18:06	1-10-2019 18:55	A348	6.010342121	51.99843979	49.7
vehicle_obstruction	1-10-2019 18:08	1-10-2019 19:24	A2	5.069820881	52.09545135	75.91666667
vehicle_obstruction	1-10-2019 18:10	1-10-2019 18:30		5.400184155	51.48194885	19.63333333
accident	1-10-2019 18:11	1-10-2019 19:27	N991	6.951396942	53.30588913	75.61666667
vehicle_obstruction	1-10-2019 18:12	1-10-2019 18:22	A10	4.938397884	52.33565903	10
accident	1-10-2019 18:13	1-10-2019 19:28	A58	4.176805973	51.42340851	75.5
accident	1-10-2019 18:13	1-10-2019 19:28	A27	5.148100853	52.06814957	75.48333333
vehicle_obstruction	1-10-2019 18:14	1-10-2019 18:18	A10	4.863632202	52.3380394	4.083333333
accident	1-10-2019 18:15	1-10-2019 18:37	A27	5.151823997	52.07197189	21.68333333
accident	1-10-2019 18:15	1-10-2019 19:30	A12	5.644715786	52.01536942	75.2
vehicle_obstruction	1-10-2019 18:15	1-10-2019 18:19	A9	4.864983	52.29931	4
vehicle_obstruction	1-10-2019 18:16	1-10-2019 18:25	A9	4.868793011	52.29859924	9.316666667
vehicle_obstruction	1-10-2019 18:16	1-10-2019 18:33	A58	4.35236	51.5053	16.98333333
vehicle_obstruction	1-10-2019 18:18	1-10-2019 20:27	A28	6.54876	52.97219	129.5
accident	1-10-2019 18:19	1-10-2019 18:36	A28	5.282643795	52.11141968	17
vehicle_obstruction	1-10-2019 18:19	1-10-2019 18:31	A12	5.10594	52.05972	12.03333333
vehicle_obstruction	1-10-2019 18:20	1-10-2019 18:30	A10	4.936277	52.3349	10.08333333
accident	1-10-2019 18:22	1-10-2019 19:04	A27	5.133483887	52.03055954	42.25
accident	1-10-2019 18:22	1-10-2019 19:37	A16	4.533448219	51.94319153	75.33333333
vehicle_obstruction	1-10-2019 18:23	1-10-2019 18:46	A58	4.171490192	51.42248154	22.73333333
vehicle_obstruction	1-10-2019 18:23	1-10-2019 18:29	A15	4.680548191	51.84934998	5.533333333
accident	1-10-2019 18:23	1-10-2019 18:25		4.443739891	51.87897873	1.333333333
vehicle_obstruction	1-10-2019 18:24	1-10-2019 18:49	A59	5.251870155	51.70000076	24.85
vehicle_obstruction	1-10-2019 18:25	1-10-2019 19:05	A4	4.321242809	52.02421951	40.53333333
vehicle_obstruction	1-10-2019 18:25	1-10-2019 18:26	A6	5.241984844	52.35229874	1.066666667
vehicle_obstruction	1-10-2019 18:26	1-10-2019 18:42	A10	4.842498779	52.35218048	16
general_obstruction	1-10-2019 18:27	1-10-2019 18:53	A9	4.868799444	52.29859611	25.56666667
accident	1-10-2019 18:27	1-10-2019 19:30	N210	5.052499771	52.00786972	62.78333333
vehicle_obstruction	1-10-2019 18:28	1-10-2019 18:41	A4	4.321454048	52.02450562	13.65
accident	1-10-2019 18:28	1-10-2019 19:43	A1	6.331949234	52.24364853	75.25
vehicle_obstruction	1-10-2019 18:29	1-10-2019 18:35	A1	6.307845	52.24302	6
vehicle_obstruction	1-10-2019 18:30	1-10-2019 19:01	A348	6.047625065	52.01092148	31
vehicle_obstruction	1-10-2019 18:31	1-10-2019 18:35	N3	4.707407	51.83253	4.616666667
vehicle_obstruction	1-10-2019 18:31	1-10-2019 18:53	A4	4.320310116	52.02307892	22.46666667
vehicle_obstruction	1-10-2019 18:31	1-10-2019 19:47	A4	4.323872089	52.0256691	75.88333333
vehicle_obstruction	1-10-2019 18:33	1-10-2019 19:48	A4	4.737569809	52.2959404	75.33333333
vehicle_obstruction	1-10-2019 18:33	1-10-2019 18:59	A28	5.474691868	52.24198151	25.38333333
vehicle_obstruction	1-10-2019 18:35	1-10-2019 18:39	A15	4.480239868	51.86281967	4.166666667
accident	1-10-2019 18:36	1-10-2019 19:07	A58	4.963062763	51.55025101	31.28333333
accident	1-10-2019 18:36	1-10-2019 19:51		4.875727177	52.42448044	75.48333333
vehicle_obstruction	1-10-2019 18:36	1-10-2019 18:40	N260	4.953307	51.55187	4.533333333
vehicle_obstruction	1-10-2019 18:36	1-10-2019 18:57	A27	5.119193	52.01545	20.51666667
vehicle_obstruction	1-10-2019 18:36	1-10-2019 18:53	A15	4.322453022	51.86989975	17.08333333
vehicle_obstruction	1-10-2019 18:37	1-10-2019 18:42	A27	5.11810112	52.00978088	5.416666667
vehicle_obstruction	1-10-2019 18:39	1-10-2019 19:54	A9	4.715569019	52.370121	75.38333333
vehicle_obstruction	1-10-2019 18:39	1-10-2019 19:04	A28	6.390278	52.68565	25.58333333
vehicle_obstruction	1-10-2019 18:39	1-10-2019 18:42	A58	5.1468	51.54725	3.016666667
vehicle_obstruction	1-10-2019 18:41	1-10-2019 18:52	A67	5.546321869	51.40481949	11.1
vehicle_obstruction	1-10-2019 18:41	1-10-2019 18:47	A67	5.543859959	51.40480042	6.033333333
vehicle_obstruction	1-10-2019 18:42	1-10-2019 19:58	A4	4.344242096	52.04076004	75.65
vehicle_obstruction	1-10-2019 18:43	1-10-2019 19:17	A4	4.34484	52.04103	34.58333333
vehicle_obstruction	1-10-2019 18:43	1-10-2019 19:17	A2	5.712340832	50.84706116	33.91666667
vehicle_obstruction	1-10-2019 18:44	1-10-2019 19:59	N289	4.340734005	51.42863846	75.16666667
vehicle_obstruction	1-10-2019 18:45	1-10-2019 18:56	A79	5.842467	50.88229	11
vehicle_obstruction	1-10-2019 18:47	1-10-2019 18:55	A15	4.844688	51.82447	8.083333333
general_obstruction	1-10-2019 18:47	1-10-2019 19:14	A4	4.321454335	52.02450737	26.95
vehicle_obstruction	1-10-2019 18:47	1-10-2019 18:50	A4	4.833119869	52.33808136	3.066666667
accident	1-10-2019 18:48	1-10-2019 20:03	A12	5.864764214	52.0275383	75.4
vehicle_obstruction	1-10-2019 18:49	1-10-2019 20:04	A16	4.536765099	51.93370056	75.41666667
general_obstruction	1-10-2019 18:49	1-10-2019 19:03	A2	5.257743835	51.78442001	13.91666667
accident	1-10-2019 18:49	1-10-2019 20:05	A15	4.881918907	51.83177948	75.88333333
vehicle_obstruction	1-10-2019 18:50	1-10-2019 18:57	A8	4.877182007	52.4237709	7.033333333
vehicle_obstruction	1-10-2019 18:50	1-10-2019 18:51	A27	4.966477871	51.876091	0.566666667
vehicle_obstruction	1-10-2019 18:51	1-10-2019 19:07	A16	4.648562908	51.77151108	16.23333333
vehicle_obstruction	1-10-2019 18:53	1-10-2019 20:03	A6	5.198321819	52.35071945	70.33333333
vehicle_obstruction	1-10-2019 18:54	1-10-2019 18:59	A67	5.611529827	51.42002106	4.983333333
vehicle_obstruction	1-10-2019 18:54	1-10-2019 20:09	A12	4.7622118	52.06702042	75.46666667
vehicle_obstruction	1-10-2019 18:54	1-10-2019 18:59	A67	5.588033199	51.4153595	5.016666667
vehicle_obstruction	1-10-2019 18:55	1-10-2019 19:18	A16	4.534447193	51.91901016	23.71666667
vehicle_obstruction	1-10-2019 18:55	1-10-2019 19:13	A1	5.340146065	52.21269989	18.23333333
vehicle_obstruction	1-10-2019 18:55	1-10-2019 19:08	A6	5.176939011	52.34220886	12.88333333
vehicle_obstruction	1-10-2019 18:56	1-10-2019 20:11	A28	5.423194885	52.16909027	75.48333333
vehicle_obstruction	1-10-2019 18:57	1-10-2019 20:12	A73	5.773583889	51.82490921	75.3
general_obstruction	1-10-2019 19:00	1-10-2019 20:02	A50	5.570531845	51.7233696	62.96666667
vehicle_obstruction	1-10-2019 19:00	1-10-2019 19:06	A6	5.130114079	52.32027054	6.366666667
vehicle_obstruction	1-10-2019 19:00	1-10-2019 19:30	A28	5.438975	52.18932	29.5
vehicle_obstruction	1-10-2019 19:00	1-10-2019 19:02	A67	5.641642094	51.42295074	2
vehicle_obstruction	1-10-2019 19:01	1-10-2019 19:05	A5	4.841693	52.39501	3.516666667
vehicle_obstruction	1-10-2019 19:02	1-10-2019 19:15	A2	5.509898186	51.38755035	13.41666667
accident	1-10-2019 19:02	1-10-2019 20:17	A15	4.881978035	51.83166885	75.13333333
accident	1-10-2019 19:02	1-10-2019 20:00	A5	4.834300995	52.39200974	57.9
vehicle_obstruction	1-10-2019 19:05	1-10-2019 19:10	A16	4.538232803	51.9299202	5.016666667
accident	1-10-2019 19:06	1-10-2019 19:36	A2	5.296224117	51.74608994	29.33333333
vehicle_obstruction	1-10-2019 19:10	1-10-2019 19:21	A16	4.632275	51.7353	11.05
vehicle_obstruction	1-10-2019 19:17	1-10-2019 19:17	A15	4.807843208	51.82226181	0.566666667
vehicle_obstruction	1-10-2019 19:21	1-10-2019 19:52	N325	5.916763783	51.95666885	30.2
vehicle_obstruction	1-10-2019 19:22	1-10-2019 20:37	A12	4.98633194	52.08069992	75.13333333
vehicle_obstruction	1-10-2019 19:22	1-10-2019 20:37	A4	4.380456924	52.06616974	75.06666667
vehicle_obstruction	1-10-2019 19:22	1-10-2019 19:36	A10	4.857923	52.33785	13.51666667
accident	1-10-2019 19:23	1-10-2019 19:39	A10	4.859016895	52.33784103	15.63333333
vehicle_obstruction	1-10-2019 19:30	1-10-2019 20:04	A10	4.900648117	52.33226013	33.68333333
vehicle_obstruction	1-10-2019 19:32	1-10-2019 19:37	A2	5.061335373	52.10469901	5.066666667
vehicle_obstruction	1-10-2019 19:33	1-10-2019 19:34	A2	5.064070225	52.10253906	1.55
vehicle_obstruction	1-10-2019 19:33	1-10-2019 20:06	A6	5.176780224	52.34218979	33.7
accident	1-10-2019 19:33	1-10-2019 20:07	A12	5.509601116	52.04656982	33.78333333
vehicle_obstruction	1-10-2019 19:33	1-10-2019 20:49	A4	4.585635185	52.17844009	75.9
vehicle_obstruction	1-10-2019 19:34	1-10-2019 19:59	A20	4.496278763	51.94493103	25.48333333
accident	1-10-2019 19:40	1-10-2019 20:55	A13	4.349431038	52.04101944	75.41666667
vehicle_obstruction	1-10-2019 19:40	1-10-2019 19:43	A28	5.43943	52.19571	3
vehicle_obstruction	1-10-2019 19:41	1-10-2019 19:49	A12	4.400268078	52.05469131	7.516666667
vehicle_obstruction	1-10-2019 19:41	1-10-2019 19:42	A15	4.969438076	51.84651947	0.516666667
vehicle_obstruction	1-10-2019 19:44	1-10-2019 20:11	A7	4.970933914	52.56970978	27.31666667
vehicle_obstruction	1-10-2019 19:45	1-10-2019 20:28		4.919384956	52.3483696	42.4
accident	1-10-2019 19:45	1-10-2019 21:01		5.809305191	51.83745956	75.95
vehicle_obstruction	1-10-2019 19:45	1-10-2019 19:59	A10	4.841245	52.34391	14.03333333
accident	1-10-2019 19:46	1-10-2019 20:28	A10	4.841183186	52.34421921	42.76666667
vehicle_obstruction	1-10-2019 19:47	1-10-2019 20:08	A15	5.119267	51.84785	20.55
accident	1-10-2019 19:48	1-10-2019 21:04	A28	5.442804813	52.20952988	75.73333333
vehicle_obstruction	1-10-2019 19:50	1-10-2019 21:05	A27	4.944455147	51.83303833	75.08333333
accident	1-10-2019 19:50	1-10-2019 20:15	A1	5.68080616	52.18730164	25.33333333
vehicle_obstruction	1-10-2019 19:50	1-10-2019 20:15	A9	4.718041897	52.55799866	24.66666667
