type	starttime_new	endtime_new	vild_primair_wegnummer	primaire_locatie_lengtegraad	primaire_locatie_breedtegraad	duration
vehicle_obstruction	18-10-2019 18:00	18-10-2019 19:16	A2	5.515801907	51.37842941	76.06666667
vehicle_obstruction	18-10-2019 18:00	18-10-2019 19:06	A15	4.546982765	51.86511993	65.63333333
vehicle_obstruction	18-10-2019 18:01	18-10-2019 19:16	A13	4.352377892	52.04084015	75.08333333
vehicle_obstruction	18-10-2019 18:03	18-10-2019 19:06	A15	4.32292223	51.86962891	63.13333333
vehicle_obstruction	18-10-2019 18:04	18-10-2019 19:20	A2	5.335626125	51.6012001	76.05
vehicle_obstruction	18-10-2019 18:04	18-10-2019 18:06	A2	4.992519855	52.15742874	2.033333333
vehicle_obstruction	18-10-2019 18:05	18-10-2019 19:20	A9	4.768924236	52.33021164	75.5
vehicle_obstruction	18-10-2019 18:06	18-10-2019 19:21	A12	4.975975037	52.08037186	75.61666667
accident	18-10-2019 18:07	18-10-2019 19:23	N297	5.853166103	51.02851868	75.96666667
general_obstruction	18-10-2019 18:08	18-10-2019 19:23	A12	5.018353939	52.07487106	75.63333333
vehicle_obstruction	18-10-2019 18:10	18-10-2019 19:25	A12	5.261435986	52.05934906	75.18333333
vehicle_obstruction	18-10-2019 18:11	18-10-2019 19:08	A2	5.364480019	51.55208969	56.53333333
vehicle_obstruction	18-10-2019 18:11	18-10-2019 19:03	N11	4.596541882	52.1237793	52
accident	18-10-2019 18:16	18-10-2019 19:31	A7	5.140791893	52.98588943	75.16666667
vehicle_obstruction	18-10-2019 18:16	18-10-2019 19:06	N11	4.509769917	52.13970184	49.55
accident	18-10-2019 18:17	18-10-2019 18:32	A12	5.038091183	52.0716095	14.65
vehicle_obstruction	18-10-2019 18:18	18-10-2019 18:55	A12	4.579081059	52.02696991	36.26666667
vehicle_obstruction	18-10-2019 18:22	18-10-2019 18:33	N11	4.595828056	52.12366867	10.68333333
vehicle_obstruction	18-10-2019 18:25	18-10-2019 19:40	A2	5.339105129	51.59833145	75.06666667
accident	18-10-2019 18:26	18-10-2019 19:41	A12	4.949892998	52.0802803	75.4
vehicle_obstruction	18-10-2019 18:29	18-10-2019 19:45	A4	4.756138802	52.31925964	75.96666667
vehicle_obstruction	18-10-2019 18:30	18-10-2019 18:54	A15	4.313827038	51.86922073	23.96666667
accident	18-10-2019 18:30	18-10-2019 19:17	A4	4.368360996	51.9128418	47.11666667
vehicle_obstruction	18-10-2019 18:32	18-10-2019 19:47	A7	6.439805984	53.19612885	75.21666667
vehicle_obstruction	18-10-2019 18:34	18-10-2019 18:37	A20	4.652751923	52.00445938	3.166666667
vehicle_obstruction	18-10-2019 18:36	18-10-2019 19:13	A16	4.702486992	51.63092041	37.1
vehicle_obstruction	18-10-2019 18:36	18-10-2019 18:48	A20	4.525912762	51.94950104	12.51666667
vehicle_obstruction	18-10-2019 18:38	18-10-2019 19:23	A15	5.495220184	51.91677856	45.56666667
vehicle_obstruction	18-10-2019 18:40	18-10-2019 19:45	A15	5.494672775	51.91648102	64.58333333
vehicle_obstruction	18-10-2019 18:44	18-10-2019 20:00	N34	6.830266953	52.7530098	75.7
vehicle_obstruction	18-10-2019 18:45	18-10-2019 19:55	A58	4.032783985	51.45674133	69.81666667
vehicle_obstruction	18-10-2019 18:46	18-10-2019 19:19	A9	4.734897137	52.60805893	32.55
vehicle_obstruction	18-10-2019 18:46	18-10-2019 19:06	A1	4.965823174	52.34994125	19.65
vehicle_obstruction	18-10-2019 18:47	18-10-2019 19:05	A16	4.649074078	51.7910881	18.66666667
vehicle_obstruction	18-10-2019 18:47	18-10-2019 20:02	A2	5.523303986	51.37075043	75.18333333
vehicle_obstruction	18-10-2019 18:47	18-10-2019 19:03	A2	5.356589794	51.56747055	16.06666667
vehicle_obstruction	18-10-2019 18:47	18-10-2019 20:03	A1	5.07456398	52.32201004	75.85
vehicle_obstruction	18-10-2019 18:47	18-10-2019 20:03	N46	6.639949799	53.28649902	75.83333333
vehicle_obstruction	18-10-2019 18:49	18-10-2019 19:25	A16	4.64931488	51.7910614	35.98333333
vehicle_obstruction	18-10-2019 18:50	18-10-2019 20:05	A4	4.56218195	52.16667938	75.18333333
general_obstruction	18-10-2019 18:51	18-10-2019 20:06	A2	5.784215927	50.97943878	75.58333333
vehicle_obstruction	18-10-2019 18:52	18-10-2019 19:20	A27	5.040050983	51.95571136	28.66666667
vehicle_obstruction	18-10-2019 18:52	18-10-2019 19:25	A7	6.055950165	53.06613159	32.96666667
accident	18-10-2019 18:53	18-10-2019 19:38	A12	4.667525768	52.02576065	45.53333333
vehicle_obstruction	18-10-2019 18:54	18-10-2019 19:44	N459	4.740797043	52.06975174	50.01666667
vehicle_obstruction	18-10-2019 18:57	18-10-2019 20:12	A7	6.055846214	53.06591034	75.41666667
vehicle_obstruction	18-10-2019 18:57	18-10-2019 19:38	A12	4.783559799	52.06592178	40.98333333
vehicle_obstruction	18-10-2019 18:58	18-10-2019 19:06	A15	5.09924984	51.84403992	7.65
general_obstruction	18-10-2019 18:59	18-10-2019 19:22	A15	4.313826561	51.86922455	23.51666667
vehicle_obstruction	18-10-2019 18:59	18-10-2019 19:17	A58	4.033426762	51.45635986	17.83333333
vehicle_obstruction	18-10-2019 19:01	18-10-2019 21:24	A7	5.184867859	53.00917053	142.9
vehicle_obstruction	18-10-2019 19:03	18-10-2019 19:23	A12	4.672082901	52.02695084	20.65
vehicle_obstruction	18-10-2019 19:08	18-10-2019 20:23	A50	5.764511108	51.95737076	75.23333333
vehicle_obstruction	18-10-2019 19:10	18-10-2019 19:25	A15	4.313014984	51.86903	15
vehicle_obstruction	18-10-2019 19:11	18-10-2019 20:26	A12	4.932385921	52.08018112	75.3
accident	18-10-2019 19:13	18-10-2019 20:28	A12	5.049394131	52.06985092	75.33333333
vehicle_obstruction	18-10-2019 19:21	18-10-2019 19:44	A1	5.4702878	52.16601181	23.51666667
vehicle_obstruction	18-10-2019 19:22	18-10-2019 20:50		4.501058102	51.88082886	87.85
accident	18-10-2019 19:24	18-10-2019 19:45	A1	5.466220856	52.16614914	21.4
accident	18-10-2019 19:27	18-10-2019 20:07	A2	5.419919968	51.45265961	40.01666667
vehicle_obstruction	18-10-2019 19:35	18-10-2019 22:56	A12	5.976592064	51.98030853	201.05
vehicle_obstruction	18-10-2019 19:40	18-10-2019 20:21	A2	5.069169998	52.06270981	40.98333333
vehicle_obstruction	18-10-2019 19:40	18-10-2019 19:46	A12	5.090436935	52.06430817	6.066666667
vehicle_obstruction	18-10-2019 19:41	18-10-2019 20:09	A12	4.683316231	52.03033829	28.33333333
vehicle_obstruction	18-10-2019 19:42	18-10-2019 20:26	A12	5.398767948	52.0558815	44.25
vehicle_obstruction	18-10-2019 19:43	18-10-2019 22:14	A12	5.064587593	52.06673813	151.0166667
vehicle_obstruction	18-10-2019 19:44	18-10-2019 20:09	A12	4.68501997	52.03091049	25.08333333
accident	18-10-2019 19:44	18-10-2019 21:00	A15	4.831569195	51.82186127	75.75
vehicle_obstruction	18-10-2019 19:47	18-10-2019 19:52	A16	4.652721882	51.7983017	5.2
vehicle_obstruction	18-10-2019 19:47	18-10-2019 21:03	A7	6.988540173	53.17779922	75.83333333
vehicle_obstruction	18-10-2019 19:48	18-10-2019 20:33	A12	5.064663887	52.06686401	45.4
vehicle_obstruction	18-10-2019 19:49	18-10-2019 20:40	A2	5.173723221	51.91973877	51.1
general_obstruction	18-10-2019 19:51	18-10-2019 20:06	A7	5.994847298	53.00217819	15.13333333
vehicle_obstruction	18-10-2019 19:51	18-10-2019 20:09	A6	5.806109905	52.94892883	18.06666667
vehicle_obstruction	18-10-2019 19:52	18-10-2019 20:54	A16	4.648365021	51.7706604	62.43333333
vehicle_obstruction	18-10-2019 19:52	18-10-2019 20:38	A6	5.638707161	52.60892868	45.86666667
accident	18-10-2019 19:53	18-10-2019 20:47	A2	5.17330122	51.9200592	53.68333333
vehicle_obstruction	18-10-2019 19:55	18-10-2019 21:10	A67	5.365726948	51.38953018	75.13333333
vehicle_obstruction	18-10-2019 19:56	18-10-2019 20:24	A15	4.844152927	51.82423019	27.45
vehicle_obstruction	18-10-2019 19:58	18-10-2019 20:37	A12	4.564132214	52.03030014	39.25
vehicle_obstruction	18-10-2019 19:59	18-10-2019 20:40	A2	5.173719883	51.91976929	41.6
accident	18-10-2019 20:00	18-10-2019 21:15	N2	5.406104088	51.46023178	75.51666667
vehicle_obstruction	18-10-2019 20:02	18-10-2019 21:17	A28	6.044891834	52.49544144	75.45
vehicle_obstruction	18-10-2019 20:02	18-10-2019 20:44	A7	5.033738136	52.75627136	41.86666667
vehicle_obstruction	18-10-2019 20:05	18-10-2019 20:28	A15	4.529662132	51.86431885	23
vehicle_obstruction	18-10-2019 20:08	18-10-2019 20:31	A5	4.799267769	52.39360046	23.25
vehicle_obstruction	18-10-2019 20:09	18-10-2019 20:31	A58	3.923160076	51.47817993	22.03333333
vehicle_obstruction	18-10-2019 20:10	18-10-2019 20:10	A5	4.80133009	52.39355087	0.15
vehicle_obstruction	18-10-2019 20:11	18-10-2019 20:47	A15	4.367222786	51.8757019	36.2
vehicle_obstruction	18-10-2019 20:11	18-10-2019 21:02	A10	4.937283993	52.40716171	50.41666667
vehicle_obstruction	18-10-2019 20:13	18-10-2019 20:31	A27	5.1459589	52.06575012	18.68333333
vehicle_obstruction	18-10-2019 20:13	18-10-2019 21:29	A58	3.923783064	51.47813034	75.9
vehicle_obstruction	18-10-2019 20:16	18-10-2019 21:20	A2	5.231322765	51.85375977	63.8
vehicle_obstruction	18-10-2019 20:20	18-10-2019 21:35	A4	4.591730118	52.18093109	75.25
accident	18-10-2019 20:23	18-10-2019 21:38	A18	6.217771053	51.94609833	75.51666667
vehicle_obstruction	18-10-2019 20:24	18-10-2019 21:39	A4	4.402636051	52.0761795	75.2
vehicle_obstruction	18-10-2019 20:33	18-10-2019 21:11	A28	6.593122959	53.05089188	37.2
vehicle_obstruction	18-10-2019 20:35	18-10-2019 20:44	A15	4.362949848	51.87617874	9.183333333
vehicle_obstruction	18-10-2019 20:37	18-10-2019 21:27	A6	5.669433117	52.63143921	50.45
vehicle_obstruction	18-10-2019 20:39	18-10-2019 21:46	N325	5.889139175	51.95862961	66.6
vehicle_obstruction	18-10-2019 20:41	18-10-2019 21:06	N50	5.884305477	52.55344772	24.38333333
vehicle_obstruction	18-10-2019 20:42	18-10-2019 21:57	A27	5.185502052	52.18822098	75.35
vehicle_obstruction	18-10-2019 20:44	18-10-2019 22:00	A2	5.302457809	51.66244888	75.7
vehicle_obstruction	18-10-2019 20:48	18-10-2019 21:48	A10	4.893083096	52.33501053	60.58333333
vehicle_obstruction	18-10-2019 20:51	18-10-2019 21:35	A10	4.892034054	52.33557129	43.75
vehicle_obstruction	18-10-2019 21:16	18-10-2019 23:17	A73	6.127999306	51.39421844	120.3166667
accident	18-10-2019 21:18	18-10-2019 22:05	A270	5.556659222	51.45970917	46.91666667
vehicle_obstruction	18-10-2019 21:20	18-10-2019 22:36	N11	4.71501112	52.10237885	75.8
vehicle_obstruction	18-10-2019 21:22	18-10-2019 22:37	A2	4.994482994	52.15604019	75.41666667
accident	18-10-2019 21:23	18-10-2019 22:38	A15	4.692818165	51.84457016	75.26666667
accident	18-10-2019 21:27	18-10-2019 21:41	A2	5.748709202	50.8971405	14.61666667
vehicle_obstruction	18-10-2019 21:27	18-10-2019 21:36	A2	5.77643013	50.92718124	9.133333333
vehicle_obstruction	18-10-2019 21:28	18-10-2019 21:36	A10	4.959317207	52.34733963	7.133333333
vehicle_obstruction	18-10-2019 21:29	18-10-2019 22:45	A10	4.972951889	52.38159943	76.05
vehicle_obstruction	18-10-2019 21:33	18-10-2019 21:49	A73	6.024587154	51.22893143	16
vehicle_obstruction	18-10-2019 21:35	18-10-2019 21:36	A2	5.180930138	51.91167068	0.583333333
vehicle_obstruction	18-10-2019 21:37	18-10-2019 22:01	A2	5.744377136	50.89163971	24.11666667
vehicle_obstruction	18-10-2019 21:41	18-10-2019 21:55	A73	5.856416225	51.72658157	13.48333333
vehicle_obstruction	18-10-2019 21:44	18-10-2019 21:45	A28	5.268400192	52.10847092	1.483333333
accident	18-10-2019 21:50	18-10-2019 22:36	A50	5.636154175	51.77867889	46.78333333
vehicle_obstruction	18-10-2019 21:53	18-10-2019 22:18	A50	5.631261826	51.77038956	25.05
vehicle_obstruction	18-10-2019 21:55	18-10-2019 22:52	A28	5.429975986	52.17644882	57.3
vehicle_obstruction	18-10-2019 21:59	18-10-2019 22:32	N11	4.677036762	52.11087036	32.31666667
vehicle_obstruction	18-10-2019 22:00	18-10-2019 22:13	A28	5.407515049	52.14221954	13.58333333
accident	18-10-2019 22:01	18-10-2019 22:31	A2	5.771024227	50.91872025	29.78333333
accident	18-10-2019 22:03	18-10-2019 22:33	A50	5.630512238	51.76856995	29.55
vehicle_obstruction	18-10-2019 22:03	18-10-2019 22:36	A2	5.771074772	50.91883087	32.96666667
accident	18-10-2019 22:04	18-10-2019 23:19	A12	4.959816933	52.08063889	75.26666667
vehicle_obstruction	18-10-2019 22:09	18-10-2019 22:53	A50	6.015779972	52.38967896	43.95
vehicle_obstruction	18-10-2019 22:11	18-10-2019 23:26	A2	5.070354939	52.09558105	75.31666667
vehicle_obstruction	18-10-2019 22:15	18-10-2019 23:10	A1	5.359567165	52.20917892	55.01666667
vehicle_obstruction	18-10-2019 22:18	18-10-2019 22:20	A27	4.984237194	51.91125107	1.966666667
vehicle_obstruction	18-10-2019 22:36	18-10-2019 23:51	A16	4.539711952	51.90880966	75.36666667
general_obstruction	18-10-2019 22:36	18-10-2019 22:40	A58	5.387215614	51.48465729	3.383333333
vehicle_obstruction	18-10-2019 22:37	18-10-2019 22:42	A15	4.442897797	51.86661148	5.2
vehicle_obstruction	18-10-2019 22:38	18-10-2019 23:05	A28	5.356619835	52.12683105	26.16666667
vehicle_obstruction	18-10-2019 22:41	18-10-2019 23:56	N7	6.554389	53.20098114	75.08333333
vehicle_obstruction	18-10-2019 22:48	18-10-2019 22:48	A2	5.055702209	52.10768127	0
accident	18-10-2019 22:49	18-10-2019 22:49	A1	5.320247173	52.21604919	0
vehicle_obstruction	18-10-2019 22:57	18-10-2019 23:10	A1	4.960068226	52.3477211	12.95
accident	18-10-2019 22:57	18-10-2019 22:57	A1	5.31196785	52.21767044	0
vehicle_obstruction	18-10-2019 22:58	18-10-2019 23:39	N18	6.824932098	52.20837021	41.2
vehicle_obstruction	18-10-2019 23:00	18-10-2019 23:48	A12	4.465766907	52.0486412	48.86666667
vehicle_obstruction	18-10-2019 23:00	18-10-2019 23:49	A12	4.467193127	52.04850006	49.06666667
vehicle_obstruction	18-10-2019 23:04	18-10-2019 23:04	A10	4.951333046	52.33980942	0
vehicle_obstruction	18-10-2019 23:16	18-10-2019 23:24	A10	4.942166805	52.3370018	8.283333333
vehicle_obstruction	18-10-2019 23:21	18-10-2019 23:22	A59	4.746894836	51.65467834	1.033333333
vehicle_obstruction	18-10-2019 23:23	18-10-2019 23:24	A59	4.762014866	51.65684128	1.216666667
accident	18-10-2019 23:30	18-10-2019 23:49		4.262139797	51.87977982	18.13333333
vehicle_obstruction	18-10-2019 23:43	18-10-2019 23:43	A7	5.894347191	52.96768188	0
vehicle_obstruction	18-10-2019 23:44	18-10-2019 23:44	N247	4.992446899	52.43127823	0
vehicle_obstruction	18-10-2019 23:49	18-10-2019 23:49	A4	4.310450077	52.0079689	0
vehicle_obstruction	18-10-2019 23:53	18-10-2019 23:53	A58	5.329061031	51.49291992	0
vehicle_obstruction	21-10-2019 00:04	21-10-2019 01:11	A12	4.423663139	52.0520401	67.03333333
vehicle_obstruction	21-10-2019 00:10	21-10-2019 00:21	A7	5.011073112	52.80537033	11.15
accident	21-10-2019 00:14	21-10-2019 01:29	A12	4.422504902	52.05202103	75.28333333
vehicle_obstruction	21-10-2019 00:22	21-10-2019 01:37	A58	4.564341068	51.55533981	75.35
accident	21-10-2019 00:30	21-10-2019 01:45	A58	5.190896988	51.53216934	75.35
vehicle_obstruction	21-10-2019 00:31	21-10-2019 00:31	A12	4.561419964	52.03104019	0.15
vehicle_obstruction	21-10-2019 00:35	21-10-2019 00:39	A4	4.36570406	51.92348099	3.516666667
vehicle_obstruction	21-10-2019 00:36	21-10-2019 00:58	A4	4.650193214	52.23419189	22.56666667
vehicle_obstruction	21-10-2019 00:38	21-10-2019 00:38	A2	5.787386894	50.94145966	0
vehicle_obstruction	21-10-2019 00:46	21-10-2019 00:46	A1	6.466743469	52.26753616	0
vehicle_obstruction	21-10-2019 00:48	21-10-2019 02:05	A12	5.943133831	52.00970078	76.9
vehicle_obstruction	21-10-2019 01:00	21-10-2019 02:15	A50	5.762793064	51.97935104	75.56666667
vehicle_obstruction	21-10-2019 01:02	21-10-2019 02:17	A76	5.789549828	50.96928024	75.16666667
vehicle_obstruction	21-10-2019 01:16	21-10-2019 02:31	A73	5.928361893	51.14374161	75.53333333
vehicle_obstruction	21-10-2019 01:29	21-10-2019 01:34	A2	5.073788166	52.00429916	5.033333333
accident	21-10-2019 01:31	21-10-2019 02:46	A2	5.067900181	52.01670074	75.63333333
vehicle_obstruction	21-10-2019 01:35	21-10-2019 02:51	A2	5.800671101	51.22982025	76.65
vehicle_obstruction	21-10-2019 02:09	21-10-2019 03:24	A12	4.369728088	52.06354904	75.13333333
vehicle_obstruction	21-10-2019 02:22	21-10-2019 02:33	A12	4.369919777	52.06361008	10.58333333
accident	21-10-2019 02:23	21-10-2019 03:39	N300	5.960073948	50.95460892	76.06666667
vehicle_obstruction	21-10-2019 02:32	21-10-2019 03:47	A2	5.33142519	51.72003937	75.3
vehicle_obstruction	21-10-2019 02:35	21-10-2019 04:07	A27	5.102266788	51.97592926	92.55
vehicle_obstruction	21-10-2019 02:41	21-10-2019 03:57	A16	4.533111095	51.94406128	75.71666667
general_obstruction	21-10-2019 02:48	21-10-2019 03:22	A27	4.82290554	51.57211685	34.01666667
vehicle_obstruction	21-10-2019 02:57	21-10-2019 02:58	A27	5.167220116	52.15695953	0.883333333
general_obstruction	21-10-2019 04:14	21-10-2019 04:30	A20	4.467205048	51.93998337	16.86666667
vehicle_obstruction	21-10-2019 05:10	21-10-2019 06:26	A4	4.652854919	52.23638153	75.96666667
vehicle_obstruction	21-10-2019 05:14	21-10-2019 05:18	A10	4.910377979	52.41939163	4.083333333
accident	21-10-2019 05:15	21-10-2019 06:30	A10	4.942923069	52.40594101	75.31666667
accident	21-10-2019 05:17	21-10-2019 06:32	N50	5.938601971	52.51256943	75.35
vehicle_obstruction	21-10-2019 05:21	21-10-2019 06:09	A10	4.965736866	52.38972855	47.6
vehicle_obstruction	21-10-2019 05:23	21-10-2019 05:52	A12	4.420424938	52.05189133	28.8
vehicle_obstruction	21-10-2019 05:24	21-10-2019 05:39	A13	4.417737007	51.95034027	15.06666667
vehicle_obstruction	21-10-2019 05:25	21-10-2019 06:40	A12	4.421073914	52.05195999	75.65
accident	21-10-2019 05:42	21-10-2019 06:57	A16	4.560872078	51.89152145	75.13333333
vehicle_obstruction	21-10-2019 05:44	21-10-2019 06:59	N300	5.998722076	50.9392395	75.48333333
vehicle_obstruction	21-10-2019 05:48	21-10-2019 06:00	A12	4.966467857	52.08065033	12.53333333
vehicle_obstruction	21-10-2019 05:49	21-10-2019 05:56	A12	5.804182053	52.02293015	7.583333333
vehicle_obstruction	21-10-2019 06:02	21-10-2019 07:18	A12	5.952764988	51.99578857	75.71666667
vehicle_obstruction	21-10-2019 06:12	21-10-2019 06:28	A27	5.091372967	51.96641922	15.66666667
vehicle_obstruction	21-10-2019 06:17	21-10-2019 07:32	A58	4.225318909	51.42692947	75.4
vehicle_obstruction	21-10-2019 06:17	21-10-2019 07:50	A28	6.20232296	52.6424408	92.7
vehicle_obstruction	21-10-2019 06:20	21-10-2019 06:42	N232	4.758553982	52.34254837	21.83333333
accident	21-10-2019 06:21	21-10-2019 06:27	A16	4.72828722	51.57263947	5.983333333
accident	21-10-2019 06:23	21-10-2019 07:38	A2	5.259096146	51.80747986	75.35
vehicle_obstruction	21-10-2019 06:26	21-10-2019 07:42	A28	6.198410988	52.59236145	75.71666667
vehicle_obstruction	21-10-2019 06:27	21-10-2019 07:07	A12	4.788292885	52.06513977	39.43333333
accident	21-10-2019 06:28	21-10-2019 07:17	A12	4.792893887	52.06476974	49.23333333
vehicle_obstruction	21-10-2019 06:29	21-10-2019 07:45	A4	4.662169933	52.24296188	75.81666667
accident	21-10-2019 06:30	21-10-2019 07:45	A58	4.751190186	51.526371	75.78333333
vehicle_obstruction	21-10-2019 06:30	21-10-2019 07:31	A2	5.25838995	51.79386902	61.36666667
accident	21-10-2019 06:30	21-10-2019 07:33	A2	5.260369778	51.81190872	63.23333333
vehicle_obstruction	21-10-2019 06:31	21-10-2019 07:13	A28	5.421559811	52.16218948	41.96666667
accident	21-10-2019 06:32	21-10-2019 07:48	A9	4.709503174	52.37398911	75.31666667
accident	21-10-2019 06:33	21-10-2019 06:46	A27	5.014026165	51.94940948	13.01666667
vehicle_obstruction	21-10-2019 06:34	21-10-2019 07:50	N213	4.215109825	52.00996017	75.9
accident	21-10-2019 06:35	21-10-2019 07:50	A16	4.55365181	51.89577103	75.5
vehicle_obstruction	21-10-2019 06:35	21-10-2019 07:50	A28	5.422357082	52.1602211	75.25
vehicle_obstruction	21-10-2019 06:38	21-10-2019 07:41	A200	4.725963116	52.38653946	63.41666667
vehicle_obstruction	21-10-2019 06:39	21-10-2019 07:54	A12	4.933868885	52.07997894	75.46666667
vehicle_obstruction	21-10-2019 06:41	21-10-2019 09:07	A1	5.440008163	52.17031097	146.4333333
vehicle_obstruction	21-10-2019 06:43	21-10-2019 06:53	A4	4.662347794	52.24298859	10.63333333
vehicle_obstruction	21-10-2019 06:44	21-10-2019 07:08	A15	4.352952003	51.87535858	23.75
vehicle_obstruction	21-10-2019 06:45	21-10-2019 06:58	A4	4.375257969	51.89458084	12.75
general_obstruction	21-10-2019 06:47	21-10-2019 07:05	A58	3.6924541	51.50314713	18.61666667
vehicle_obstruction	21-10-2019 06:48	21-10-2019 07:23	A12	4.934090137	52.07995987	35.71666667
accident	21-10-2019 06:50	21-10-2019 07:45	A50	5.76411581	51.90501022	55.25
vehicle_obstruction	21-10-2019 06:50	21-10-2019 07:37	A2	5.070364952	52.06277847	46.58333333
vehicle_obstruction	21-10-2019 06:50	21-10-2019 07:23	A58	3.689182997	51.50265121	33.11666667
accident	21-10-2019 06:50	21-10-2019 07:39	N281	6.00952816	50.83456039	48.51666667
vehicle_obstruction	21-10-2019 06:51	21-10-2019 07:18	A2	5.254210949	51.82992935	27.11666667
vehicle_obstruction	21-10-2019 06:52	21-10-2019 07:01	A50	5.741017818	51.8916893	9.233333333
vehicle_obstruction	21-10-2019 06:53	21-10-2019 07:18	A16	4.713396072	51.61521149	24.35
general_obstruction	21-10-2019 06:56	21-10-2019 07:17	A16	4.650155067	51.80461884	20.68333333
accident	21-10-2019 06:56	21-10-2019 07:09	A12	5.975903988	51.98323822	13.26666667
accident	21-10-2019 06:58	21-10-2019 08:14	A58	5.036325932	51.5401001	75.73333333
accident	21-10-2019 07:00	21-10-2019 08:02	A9	4.667491913	52.45056915	62.06666667
accident	21-10-2019 07:00	21-10-2019 08:17	A58	3.703977108	51.50305176	76.23333333
vehicle_obstruction	21-10-2019 07:01	21-10-2019 08:17	A28	6.141420841	52.52904129	75.9
vehicle_obstruction	21-10-2019 07:01	21-10-2019 07:08	A12	5.097040176	52.06098938	7.033333333
vehicle_obstruction	21-10-2019 07:03	21-10-2019 07:09	A50	5.475474834	51.55799103	6.416666667
vehicle_obstruction	21-10-2019 07:04	21-10-2019 07:26	A50	5.760590076	51.90272141	21.4
vehicle_obstruction	21-10-2019 07:07	21-10-2019 07:23	A50	5.912258148	52.01773834	16.13333333
vehicle_obstruction	21-10-2019 07:07	21-10-2019 07:23	A50	5.912209988	52.01771927	16.03333333
accident	21-10-2019 07:08	21-10-2019 08:23	N233	5.561501026	51.93552017	75.2
vehicle_obstruction	21-10-2019 07:08	21-10-2019 08:26	A9	4.798614979	52.32603073	77.95
vehicle_obstruction	21-10-2019 07:08	21-10-2019 07:57	A2	5.033784866	52.11756897	48.36666667
vehicle_obstruction	21-10-2019 07:09	21-10-2019 07:46	A58	5.016200066	51.53903961	37.4
accident	21-10-2019 07:10	21-10-2019 08:25	A4	4.506886959	52.13822937	75.73333333
vehicle_obstruction	21-10-2019 07:12	21-10-2019 08:27	N244	4.998271942	52.51739883	75.63333333
vehicle_obstruction	21-10-2019 07:13	21-10-2019 07:28	A27	5.117891788	52.00889969	15.48333333
accident	21-10-2019 07:13	21-10-2019 08:29	N209	4.545989037	52.04832077	76.06666667
vehicle_obstruction	21-10-2019 07:14	21-10-2019 07:37	A27	5.114383221	52.00093842	22.58333333
accident	21-10-2019 07:15	21-10-2019 07:26	A12	4.752050877	52.06727982	11.38333333
accident	21-10-2019 07:16	21-10-2019 08:13	A27	4.927797794	51.77019882	57.38333333
vehicle_obstruction	21-10-2019 07:17	21-10-2019 07:38	A4	4.507394791	52.13864899	20.76666667
accident	21-10-2019 07:18	21-10-2019 07:54	A16	4.55741787	51.89422989	36.73333333
vehicle_obstruction	21-10-2019 07:20	21-10-2019 07:37	A1	5.537652969	52.16415024	16.58333333
vehicle_obstruction	21-10-2019 07:20	21-10-2019 08:36	A2	5.660996914	51.27761841	75.83333333
vehicle_obstruction	21-10-2019 07:22	21-10-2019 07:45	A27	4.927687168	51.77025986	23.41666667
accident	21-10-2019 07:22	21-10-2019 08:37	A7	5.003621101	52.61779022	75.08333333
vehicle_obstruction	21-10-2019 07:22	21-10-2019 07:45	A16	4.546906948	51.89871979	22.91666667
vehicle_obstruction	21-10-2019 07:22	21-10-2019 08:38	A58	4.405836105	51.508461	75.95
vehicle_obstruction	21-10-2019 07:23	21-10-2019 08:04	A58	5.017809868	51.53918076	40.13333333
vehicle_obstruction	21-10-2019 07:24	21-10-2019 08:31	A7	5.003954887	52.61899948	66.65
vehicle_obstruction	21-10-2019 07:24	21-10-2019 08:59	A20	4.471433163	51.94065094	94.9
vehicle_obstruction	21-10-2019 07:26	21-10-2019 07:32	A58	3.789652109	51.49150848	5.383333333
vehicle_obstruction	21-10-2019 07:28	21-10-2019 08:17	N323	5.497694969	51.87646866	49.06666667
accident	21-10-2019 07:28	21-10-2019 08:43	A9	4.816716194	52.31216049	75.2
vehicle_obstruction	21-10-2019 07:28	21-10-2019 07:32	A2	5.428318024	51.42427063	4.166666667
general_obstruction	21-10-2019 07:29	21-10-2019 07:36	A2	5.771810055	50.919487	7.783333333
vehicle_obstruction	21-10-2019 07:29	21-10-2019 07:46	A58	4.392316818	51.50727844	16.93333333
vehicle_obstruction	21-10-2019 07:29	21-10-2019 07:45	A2	5.75941515	50.90689087	15.86666667
accident	21-10-2019 07:29	21-10-2019 08:23	N2	5.428341866	51.41888046	53.46666667
general_obstruction	21-10-2019 07:30	21-10-2019 07:36	A2	5.745135307	50.89215088	6.833333333
vehicle_obstruction	21-10-2019 07:31	21-10-2019 07:42	A73	5.837145805	51.77125168	11.48333333
vehicle_obstruction	21-10-2019 07:31	21-10-2019 08:47	A2	5.062235832	52.10400009	75.81666667
accident	21-10-2019 07:33	21-10-2019 08:48	A27	5.23417902	52.22985077	75.18333333
vehicle_obstruction	21-10-2019 07:33	21-10-2019 07:52	A73	5.837255001	51.77117157	18.65
vehicle_obstruction	21-10-2019 07:34	21-10-2019 08:13	A27	5.232862949	52.22927856	39.68333333
vehicle_obstruction	21-10-2019 07:34	21-10-2019 07:45	A1	5.415847778	52.18471146	11.43333333
vehicle_obstruction	21-10-2019 07:34	21-10-2019 07:45	A1	5.415847778	52.18471146	11.43333333
