type,starttime_new,endtime_new,vild_primair_wegnummer,primaire_locatie_lengtegraad,primaire_locatie_breedtegraad,duration,dutch_rd_x,dutch_rd_y,Node,Node_distance_to_incident,Node_distance_line,Node_line,Node_RPE
general_obstruction,2019-11-21 14:53:00,2019-11-21 16:04:32,A9,4.72927665710449,52.6007080078125,71.53333333333333,110425.64596531968,512774.9648104933,"(110651.26000000001, 513280.765)",553.8370918869366,2969.0,"LINESTRING (109680.903 510486.907, 109724 510673, 109725 510677, 109726 510681, 109803 510999, 109881 511332, 109954 511630, 109966 511676, 109984 511735, 110000 511781, 110103 512047, 110107 512055, 110118 512080, 110303 512500, 110651.26000000001 513280.765)",R
general_obstruction,2019-11-21 14:53:00,2019-11-21 14:56:51,A7,4.85144710540771,52.4691276550293,3.85,118594.13138794889,498066.187886561,"(118631.326, 498209.027)",147.60234243967702,1234.0,"LINESTRING (118318.147 497015.769, 118341.335 497072.562, 118358.619 497130.013, 118377.833 497203.298, 118396.082 497275.232, 118409 497329, 118445 497467, 118558.199 497927.271, 118631.326 498209.027)",R
general_obstruction,2019-11-21 15:21:00,2019-11-21 15:42:16,A50,5.71322536468506,51.8596115112305,21.266666666666666,177458.48718095946,430166.73064062063,"(177504.433, 430225.406)",74.52392961730307,1089.0,"LINESTRING (176869.511 429341.3, 176902.887 429391.34, 177087.538 429666.673, 177183.072 429797.745, 177300.578 429952.55, 177370.199 430050.751, 177482.887 430198.609, 177504.433 430225.406)",R
vehicle_obstruction,2019-11-21 15:36:00,2019-11-21 15:50:18,A77,5.9924783706665,51.6680641174316,14.3,196872.44423711998,408980.03611357516,"(197104.378, 409093.363)",258.1399882823924,581.0,"LINESTRING (196574.033 408856.163, 196700 408905, 196812 408953, 196982 409030, 197070 409076, 197104.378 409093.363)",R
vehicle_obstruction,2019-11-21 15:42:00,2019-11-21 15:54:25,A50,5.71238708496094,51.8589363098145,12.416666666666666,177401.0772236574,430091.3525461202,"(177504.433, 430225.406)",169.27121728307486,1089.0,"LINESTRING (176869.511 429341.3, 176902.887 429391.34, 177087.538 429666.673, 177183.072 429797.745, 177300.578 429952.55, 177370.199 430050.751, 177482.887 430198.609, 177504.433 430225.406)",R
vehicle_obstruction,2019-11-21 15:56:00,2019-11-21 15:57:35,A50,5.76797294616699,51.9350242614746,1.5833333333333333,181185.8767417309,438575.11494364124,"(181153.0, 438773.000000003)",200.59754654070073,733.0,"LINESTRING (181275.324 438050.503000003, 181267 438106.000000001, 181266 438110.000000001, 181265 438115.000000001, 181194 438528.000000001, 181153 438773.000000003)",R
general_obstruction,2019-11-21 16:18:00,2019-11-21 16:29:57,A2,5.55447912216187,51.3434791564941,11.95,166655.004210919,372708.63396241755,"(166091.625, 373076.519)",672.856252235746,1519.0,"LINESTRING (167371.767 372259.906, 167299 372304, 167117 372418, 167087 372438, 166745 372652, 166420 372858, 166358 372896, 166247 372966, 166211 372992, 166193 373003, 166158 373027, 166117 373057, 166091.625 373076.519)",L
general_obstruction,2019-11-21 16:31:00,2019-11-21 16:35:24,A10,4.94691562652588,52.4048271179199,4.4,125037.84375060775,490868.08025904733,"(126175.139, 489597.407)",1705.3008577808582,1842.0,"LINESTRING (124941.99 490927.806, 125000 490893, 125169 490784, 125351 490647, 125508 490507, 125573 490447, 125576 490444, 125710 490303, 125805 490192, 125829 490162, 125922 490037, 126007 489909, 126047 489844, 126085 489775, 126152 489641, 126154 489637, 126175.139 489597.407)",R
general_obstruction,2019-11-21 17:31:00,2019-11-21 17:41:13,A16,4.53436899185181,51.9405097961426,10.216666666666669,96357.24969971039,439460.77282159525,"(96336.263, 439551.847)",93.46094123662148,888.0,"LINESTRING (96543.054 438688.086, 96531.439 438735.481, 96441 439104, 96438 439115, 96422.998 439179.481, 96336.263 439551.847)",L
vehicle_obstruction,2019-11-21 19:14:00,2019-11-21 19:41:59,A2,5.81222534179688,51.0219116210938,27.98333333333333,184821.72417807428,337007.62591604964,"(185688.026, 338640.554)",1848.4947860423226,2987.0,"LINESTRING (184166.403 336110.79, 184217.102 336174.655, 184344.416 336351.99, 184363.581 336381.43200000003, 184440.519 336486.423, 184504.403 336574.472, 184582.452 336681.129, 184644.555 336763.933, 184719.433 336866.988, 184810.385 336992.166, 184896 337110, 185000 337253, 185187.734 337508.371, 185325.678 337696.621, 185371 337765, 185415.316 337833.647, 185452.857 337898.492, 185485.487 337961.843, 185514.64 338022.461, 185541.838 338083.789, 185568.625 338150.706, 185590.722 338210.356, 185604.943 338252.663, 185623.609 338315.769, 185641.029 338381.186, 185653.295 338427.76, 185667.871 338498.865, 185676.582 338548.283, 185688.026 338640.554)",L
