,type,starttime_new,endtime_new,vild_primair_wegnummer,primaire_locatie_lengtegraad,primaire_locatie_breedtegraad,duration,dutch_rd_x,dutch_rd_y,Node,Node_distance_to_incident,Node_distance_line,Node_line,Node_RPE
0,vehicle_obstruction,2019-08-28 12:11:32,2019-12-11 11:32:28,A1,4.9746627808,52.3469314575,151160.93333333332,126889.37557348725,484415.2838785203,"(126571.794, 484626.155)",381.2147500986279,734.0,"LINESTRING (127166.014 484197.164, 127078.379 484274.758, 126974.258 484354.063, 126924.935 484389.815, 126831 484457, 126678.647 484556.306, 126571.794 484626.155)",L
1,vehicle_obstruction,2019-08-28 12:11:32,2019-12-11 11:32:28,A9,4.71672487258911,52.514820098877,151160.93333333332,109486.75654707763,503226.36774034536,"(109475.0, 503214.0)",17.063921015958435,344.0,"LINESTRING (109479.204 503389.992, 109489.769 503400.668, 109501.669 503409.677, 109515.015 503416.016, 109528.36 503418.351, 109539.704 503418.351, 109551.826 503415.793, 109561.835 503411.122, 109573.402 503401.558, 109585.052 503386.018, 109590.047 503371.201, 109591 503355, 109587 503338, 109577.58 503324.5, 109563.712 503307.991, 109479.249 503218.456, 109475 503214)",R
2,vehicle_obstruction,2019-08-28 12:11:32,2019-12-11 11:32:28,A9,4.7383642197,52.6097297668,151160.93333333332,111050.31230385334,513773.2329914627,"(111174.21124, 513846.02912)",143.70185353118936,551.0,"LINESTRING (110760.60374 513493.84242, 110772.06303 513511.22906, 110786.38249 513531.76472, 110800.81295 513551.52336, 110823.56869 513580.7173, 110844.99238 513605.47109, 110861.08789 513623.45367, 110878.07144 513639.66019, 110894.16696 513656.08872, 110912.14954 513673.40528, 110928.68907 513688.72377, 110948.2257 513704.26427, 110966.20828 513719.13875, 110994.18118 513741.11746, 111013.05179 513753.88287, 111073.13632 513793.04843, 111074.54777 513794.06617, 111114.17604 513815.48986, 111174.21124 513846.02912)",R
3,vehicle_obstruction,2019-08-28 12:11:32,2019-12-11 11:32:28,A35,6.8246917725,52.2049293518,151160.93333333332,253258.94893713153,469509.7480823594,"(253107.65426, 469569.1092)",162.523295609813,983.0,"LINESTRING (252740.2105 469890.23313, 252829.44638 469851.07701, 252909.66820000001 469817.84528, 253001.53172 469782.70854, 253048.52181 469765.56351, 253179.75541 469718.78508, 253256.16723 469688.72835, 253283.31353 469678.78, 253296.01356 469672.64166, 253305.16526 469666.67975, 253309.24275 469662.79914, 253318.13277 469654.86162, 253325.32945 469645.54827, 253331.04446 469636.02325, 253335.70114 469625.01656, 253338.98198 469613.37487, 253340.46365 469601.83901, 253340.46365 469591.57316, 253338.55864 469579.61397, 253335.17197 469568.28978, 253330.62113 469557.60059, 253323.95361 469546.80557, 253316.3336 469537.59805, 253307.44358 469529.13137, 253298.23606 469522.88719, 253288.18188 469518.01885, 253280.35019 469515.05551, 253269.23767 469512.833, 253257.91348 469511.35133, 253238.92579 469511.69866, 253207.51935 469521.19183, 253183.72417 469529.8722, 253152.6091 469543.7364, 253130.38406 469554.10808, 253107.65426 469569.1092)",R
4,vehicle_obstruction,2019-08-28 12:11:32,2019-12-11 11:32:28,A4,4.34640693664551,52.041919708252,151160.93333333332,83594.80199753003,450910.96951122285,"(83643.856, 450950.558)",63.03605001889068,101.0,"LINESTRING (83565.061 450886.946, 83578 450898, 83643.856 450950.558)",L
5,vehicle_obstruction,2019-08-28 12:11:32,2019-12-11 11:32:28,A7,5.33746719360352,53.0745086669922,151160.93333333332,151666.26363129666,565296.7717371719,"(143260.617, 559600.592)",10153.883931205712,10382.0,"LINESTRING (151691.779 565302.721, 151600.612 565283.6900000001, 151363.139 565220.186, 151181.812 565171.666, 150987.479 565121.144, 150807.152 565071.123, 150645.334 565026.604, 150449 564975.082, 150244.163 564922.56, 150046.329 564870.037, 149867.503 564823.518, 149680.673 564774.497, 149473.835 564719.974, 149294.213 564677.49, 149226.116 564657.039, 149168.962 564635.725, 149114.683 564610.427, 149043.652 564575.912, 148943.438 564520.551, 148884.335 564480.372, 148811.554 564427.349, 148646.233 564284.789, 148480.913 564140.227, 148375.868 564049.689, 148226.178 563925.86, 147775 563535, 147543 563334, 147260 563088, 146982 562849, 146817 562704, 146580 562500, 146344 562296, 145000 561136, 144703 560879, 144322 560548, 144223 560463, 144013 560280, 143815 560110, 143714 560023, 143688 560000, 143658 559969, 143591 559901, 143521 559831, 143425 559743, 143357 559685, 143302 559637, 143260.617 559600.592)",L
6,vehicle_obstruction,2019-08-28 12:11:32,2019-12-11 11:32:28,A28,5.4886798859,52.2467498779,151160.93333333332,161929.98880617917,473193.6666686001,"(163904.508, 474305.648)",2266.104262417927,2509.0,"LINESTRING (161717.253 473077.349, 161830 473139, 161901 473177, 161956 473208, 162219 473357, 163124 473866, 163852 474276, 163904.508 474305.648)",R
7,vehicle_obstruction,2019-08-28 12:11:32,2019-12-11 11:32:28,A2,5.54133415222168,51.3513603210449,151160.93333333332,165737.27052242696,373583.3967425804,"(165588.242, 373868.079)",321.3308080254643,946.0,"LINESTRING (166091.625 373076.519, 166085 373084, 166078 373090, 166053 373114, 166007 373152, 165970 373193, 165927 373248, 165923 373253, 165894 373295, 165878 373318, 165857 373353, 165855 373355, 165844 373376, 165838 373388, 165830 373404, 165827 373409, 165815 373433, 165770 373520, 165722 373614, 165697 373671, 165678 373703, 165666 373727, 165636.782 373778.093, 165588.242 373868.079)",L
8,vehicle_obstruction,2019-08-28 12:11:32,2019-12-11 11:32:28,A50,5.62228584289551,51.7542915344238,151160.93333333332,171231.8752685416,418425.2332023952,"(170083.018, 417589.741)",1420.535196235579,1746.0,"LINESTRING (171381.127 418678.071, 171366 418647, 171299 418528, 171226 418416, 171185 418358, 171151 418312, 171116 418268, 171052 418192, 170929 418064, 170852 417996, 170760 417921, 170658 417850, 170537 417775, 170421 417716, 170335 417677, 170305 417665, 170298 417662, 170293 417660, 170199 417625, 170083.018 417589.741)",L
9,vehicle_obstruction,2019-08-28 12:11:32,2019-12-11 11:32:28,A9,4.71913814544678,52.522388458252,151160.93333333332,109658.34057158318,504066.94699298375,"(109621.404, 503828.144)",241.6426696143097,2185.0,"LINESTRING (109769.753 505997.839, 109786 505712, 109795 505616, 109813 505324, 109814 505243, 109813 505174, 109808 505090, 109795 504950, 109772 504800, 109742 504606, 109621.404 503828.144)",L
10,vehicle_obstruction,2019-08-28 12:11:32,2019-12-11 11:32:28,A73,5.79650402069092,51.7983207702637,151160.93333333332,183233.64542032796,423376.924990687,"(182888.135, 423767.299)",521.3149889484325,872.0,"LINESTRING (183488.037 423135.506, 183475.355 423146.628, 183467 423154, 183307 423303, 183195 423417, 183186 423426, 183108 423510, 182948 423692, 182913 423736, 182888.135 423767.299)",R
11,vehicle_obstruction,2019-08-28 12:11:32,2019-12-11 11:32:28,A50,5.76601696014404,51.9421691894531,151160.93333333332,181047.21591253666,439369.32476835034,"(181058.818, 439289.277)",80.88419902166858,382.0,"LINESTRING (181008.259 439668.246, 181010 439652, 181051 439343, 181058.818 439289.277)",L
12,vehicle_obstruction,2019-08-28 12:11:32,2019-12-11 11:32:28,A12,5.1544208527,52.0580482483,151160.93333333332,139034.90951418775,452219.35452239506,"(138850.883, 452130.281)",204.45011693797994,265.0,"LINESTRING (139089.511 452245.379, 138932.767 452172.548, 138850.883 452130.281)",L
13,vehicle_obstruction,2019-08-28 12:11:32,2019-12-11 11:32:28,A12,6.1036419868,51.9321212769,151160.93333333332,204273.05629096684,438426.4875101932,"(203588.781, 438955.025)",864.6297195673221,3034.0,"LINESTRING (205994.56465 437107.72354, 205939 437151, 205931 437157, 205927 437160, 205876 437198, 205855.087 437214.114, 205777.849 437273.625, 205754 437292, 205700.843 437332.306, 205662.077 437361.711, 205624.948 437390.314, 205549 437449, 205528 437465, 205480 437500, 205475 437503, 205406 437557, 205398 437563, 205355 437596, 205342.759 437605.093, 205265 437664, 205264.129 437665.863, 205244.405 437680.446, 205216.142 437701.642, 205202.409 437711.942, 205167.138 437738.394, 205088.045 437797.577, 205038 437835, 205013 437854, 205000 437864, 204936.201 437912.297, 204893 437945, 204877 437958, 204784.69 438029.366, 204704.665 438091.576, 204686 438106, 204626.479 438151.665, 204578 438190, 204544.334 438215.854, 204518 438236, 204466 438278, 204384.916 438340.634, 204304.685 438402.483, 204299 438407, 204225.748 438463.546, 204185 438495, 204147.13 438524.14, 204066.85 438585.876, 203986.006 438648.096, 203906.948 438708.949, 203851 438752, 203840 438760, 203825.058 438771.193, 203808 438784, 203743.965 438833.971, 203726 438848, 203666.009 438895.124, 203605 438943, 203588.781 438955.025)",L
