,type,starttime_new,endtime_new,vild_primair_wegnummer,primaire_locatie_lengtegraad,primaire_locatie_breedtegraad,duration,dutch_rd_x,dutch_rd_y,Node,Node_distance_to_incident,Node_distance_line,Node_line,Node_RPE
0,vehicle_obstruction,2019-09-12 00:20:00,2019-09-12 01:11:26,A67,5.9076467,51.37915,51.43333333333333,191233.5643167743,376793.000462029,"(192008.541, 376635.68200000003)",790.7831295865197,3648.0,"LINESTRING (188618.005 377936.876, 188640.046 377926.93, 189502 377538, 190000 377313, 190155 377238, 190230 377204, 190601 377036, 190768 376962, 190773 376960, 190778 376958, 190865 376922, 191029 376859, 191185 376806, 191254 376788, 191309 376771, 191406 376745, 191538 376713, 191641 376692, 191745 376674, 191818 376662, 191947 376642, 191957 376641, 191989 376638, 192008.541 376635.68200000003)",R
1,general_obstruction,2019-09-12 00:27:00,2019-09-12 00:44:03,A20,4.37477350234985,51.9257469177246,17.05,85360.71785103793,437959.2519654127,"(85902.255, 438002.853)",543.2895488807555,648.0,"LINESTRING (85256.638 437953.022, 85400.672 437961.755, 85562.059 437973.23, 85856.323 437998.399, 85902.255 438002.853)",R
2,general_obstruction,2019-09-12 01:36:00,2019-09-12 01:38:47,A73,6.00769662857056,51.174934387207,2.783333333333333,198392.1776834866,354129.0316465275,"(198789.144, 354487.537)",534.8909654449653,2184.0,"LINESTRING (196776.92945 354100.25865, 196799.374 354108.614, 196842.98 354122.97000000003, 196906.818 354139.748, 196967.022 354153.565, 196983.407 354156.355, 197020.334 354161.79, 197058.039 354166.939, 197091.972 354170.51, 197123.193 354173.156, 197155.339 354174.744, 197183.848 354175.67, 197216.789 354175.802, 197243.578 354175.405, 197271.359 354174.082, 197289.616 354173.024, 197321.697 354170.51, 197359.797 354166.409, 197402.858 354160.324, 197438.18 354154.106, 197467.681 354148.418, 197507.897 354140.083, 197610.027 354117.461, 197650.177 354109.127, 197680.737 354103.174, 197713.942 354097.353, 197736.895 354093.517, 197767.851 354088.754, 197824.869 354082.139, 197860.323 354078.832, 197874.677 354077.774, 197924.286 354076.054, 197980.51 354074.599, 198013.152 354073.622, 198040.786 354073.981, 198086.007 354075.955, 198101.888 354076.942, 198134.951 354079.274, 198153.773 354081.18, 198182.818 354084.119, 198212.651 354087.708, 198246.657 354092.643, 198271.241 354096.77, 198301.971 354102.961, 198324.447 354108.255, 198342.391 354113.01, 198361.682 354118.842, 198375.544 354123.239, 198388.913 354127.994, 198409.998 354136.069, 198425.924 354142.888, 198447.188 354152.578, 198471.189 354164.512, 198492.723 354176.535, 198528.657 354199.055, 198548.979 354212.872, 198585.766 354241.674, 198608.331 354261.233, 198626.545 354278.64, 198640.587 354292.906, 198662.569 354316.593, 198679.302 354335.614, 198694.645 354354.366, 198722.056 354389.358, 198789.144 354487.537)",R
3,general_obstruction,2019-09-12 05:36:00,2019-09-12 06:07:10,A9,4.8872566,52.29559,31.166666666666668,120894.21342698034,478740.42367005575,"(120473.954, 478846.677)",433.48328236517756,610.0,"LINESTRING (121061.002 478684.006, 120975 478714, 120958 478720, 120871 478748, 120865 478750, 120762 478778, 120721 478789, 120654 478805, 120552 478829, 120549 478830, 120473.954 478846.677)",R
4,vehicle_obstruction,2019-09-12 06:13:00,2019-09-12 06:38:10,A12,5.98257637023926,51.9798622131348,25.166666666666668,195903.35180741668,443662.6962394949,"(196409.36000000002, 443058.103)",788.4017226036362,1940.0,"LINESTRING (194911.092 444232.441, 195090 444150, 195340.772 444034.494, 195464.18 443973.363, 195534.328 443936.764, 195643.321 443869.178, 195727.248 443811.112, 195804 443750, 195874.318 443689.902, 195941.677 443627.963, 196005 443564, 196084.203 443471.551, 196177.046 443357.032, 196239 443278, 196301.137 443199.098, 196361.121 443120.379, 196409.36000000002 443058.103)",R
5,general_obstruction,2019-09-12 06:42:00,2019-09-12 07:09:44,A7,6.4614096,53.19971,27.73333333333333,226783.2039145891,579764.2447024293,"(226915.85092, 579821.64526)",144.5339131619627,5071.0,"LINESTRING (222055.0915 578553.66648, 222144 578611, 222189 578639, 222242 578672, 222285 578696, 222387 578748, 222435 578770, 222484 578790, 222605 578837, 223017 578989, 223123 579022, 223223 579047, 223319 579067, 223401 579078, 223514 579092, 223731 579112, 224322 579166, 224326 579166, 224329 579167, 224505 579182, 224721 579204, 224826 579216, 224922 579229, 225000 579242, 225049 579251, 225152 579272, 225721 579395, 225904 579434, 226017 579462, 226040 579469, 226075 579480, 226126 579498, 226182 579520, 226915.85092 579821.64526)",R
6,general_obstruction,2019-09-12 08:32:00,2019-09-12 09:14:55,A20,4.3747735,51.925747,42.91666666666666,85360.71781692217,437959.26112071605,"(85902.255, 438002.853)",543.2888482155502,648.0,"LINESTRING (85256.638 437953.022, 85400.672 437961.755, 85562.059 437973.23, 85856.323 437998.399, 85902.255 438002.853)",R
7,general_obstruction,2019-09-12 09:21:00,2019-09-12 10:26:26,A73,5.839432,51.754288,65.43333333333334,186225.27861485945,418495.69703714165,"(186155.593, 418960.902)",470.3953043838523,2078.0,"LINESTRING (186484.48155 416909.24663, 186479 416933, 186433 417185, 186351 417685, 186289 418079, 186278 418149, 186274 418175, 186187 418750, 186166 418889, 186155.593 418960.902)",R
8,general_obstruction,2019-09-12 09:26:00,2019-09-12 09:38:30,A50,5.954733,52.106567,12.5,193880.26108199425,457744.0457322787,"(193690.685, 458892.208)",1163.707731298161,1807.0,"LINESTRING (193821.204 457119.249, 193842 457194, 193845 457205, 193847 457213, 193849 457221, 193865 457296, 193872 457337, 193882 457407, 193890 457489, 193892 457543, 193892 457596, 193886 457696, 193877 457774, 193864 457856, 193856 457896, 193840.721 457955.031, 193816.419 458034.417, 193812.451 458045.794, 193795.186 458099.703, 193777.658 458153.876, 193760.791 458208.05, 193744.188 458262.091, 193732.48 458302.639, 193705.559 458416.344, 193696.894 458466.681, 193690.345 458510.403, 193688.89 458522.574, 193686.178 458542.219, 193682.474 458577.541, 193679.894 458614.385, 193679.233 458632.773, 193677.711 458664.192, 193677.314 458685.624, 193678.042 458736.093, 193680.622 458791.06, 193684.657 458840.075, 193690.685 458892.208)",R
9,accident,2019-09-12 09:28:00,2019-09-12 09:34:27,A73,5.8337545,51.77985,6.45,185815.8000737698,421337.11901459465,"(184227.386, 422558.381)",2003.6317293220702,2613.0,"LINESTRING (186036.643 420786.614, 186034.618 420796.486, 186030 420819, 186014 420891, 185995 420958, 185983 420992, 185968 421033, 185955 421064, 185930 421124, 185904 421182, 185854 421277, 185808 421350, 185800 421362, 185738 421448, 185722 421468, 185717 421474, 185654 421545, 185636 421565, 185601 421600, 185554 421643, 185523 421670, 185426 421746, 185295 421841, 185207 421903, 185082 421989, 185000 422045, 184523 422367, 184434 422424, 184399 422447, 184375 422462, 184315 422501, 184227.386 422558.381)",R
10,accident,2019-09-12 10:37:00,2019-09-12 11:58:53,N44,4.35822153091431,52.105354309082,81.88333333333334,84505.33794446648,457956.5868990641,"(84535.965, 457986.59)",42.87426496660103,187.0,"LINESTRING (84401.862 457855.73, 84430.053 457884.072, 84489.964 457941.524, 84535.965 457986.59)",L
11,general_obstruction,2019-09-12 10:38:00,2019-09-12 11:03:22,A2,5.294026,51.748432,25.366666666666667,148565.35653546042,417751.180863271,"(147891.807, 418722.621)",1182.1019059146186,2475.0,"LINESTRING (149282.753 416676.083, 149027.987 417058.445, 148956.51 417165.72000000003, 148886.15899999999 417274.732, 148825.071 417362.421, 148762.134 417460.135, 148707.74 417540.984, 148633.876 417649.347, 148568.477 417747.128, 148464.442 417902.757, 148251.463 418213.469, 148108.878 418419.031, 147961.51 418624.507, 147891.807 418722.621)",L
12,general_obstruction,2019-09-12 10:44:00,2019-09-12 12:33:23,A9,4.8486495,52.30391,109.38333333333334,118267.40819702542,479684.9768995536,"(117516.12700000001, 479865.993)",772.7808652035565,1103.0,"LINESTRING (118554.994 479525.299, 118525.529 479539.286, 118391 479624, 118332.302 479655.222, 118289.215 479676.544, 118229.692 479700.531, 118184 479714, 118106 479736, 117974.40000000001 479763.152, 117841.683 479786.705, 117736.185 479808.915, 117648.37700000001 479829.576, 117516.12700000001 479865.993)",R
13,general_obstruction,2019-09-12 11:02:00,2019-09-12 11:36:23,A30,5.59595918655396,52.0893287658691,34.38333333333333,169306.9149935171,455694.6366279448,"(169274.956, 455936.449000002)",243.91515030137685,899.0,"LINESTRING (169392.46 455045.552000002, 169374 455152.000000002, 169348 455354.000000004, 169331 455501.000000001, 169313 455650.000000001, 169299 455757, 169289 455827.000000002, 169274.956 455936.449000002)",R
14,vehicle_obstruction,2019-09-12 11:27:00,2019-09-12 11:58:13,A2,5.40416955947876,51.4772796630859,31.216666666666665,156178.63740186213,387580.81340672995,"(156176.933, 387600.74)",19.99935261595034,823.0,"LINESTRING (156230.379 386779.736, 156228.795 386838.009, 156226.933 386988.521, 156218.864 387157.032, 156202.727 387332.37, 156176.933 387600.74)",L
