,type,starttime_new,endtime_new,vild_primair_wegnummer,primaire_locatie_lengtegraad,primaire_locatie_breedtegraad,duration,dutch_rd_x,dutch_rd_y,Node,Node_distance_to_incident,Node_distance_line,Node_line,Node_RPE
0,general_obstruction,2019-09-05 06:12:00,2019-09-05 06:43:48,A1,5.9024186,52.18367,31.8,190235.40804741654,466295.6463733812,"(191170.78593, 466110.34224)",953.5561887348277,5526.0,"LINESTRING (185871.011 467373.501, 185906 467337, 185945.362 467300.991, 186035.82 467223.23, 186157 467130, 186246 467073, 186254 467066, 186326 467024, 186397 466985, 186412 466977, 186508 466928, 186559 466906, 186669.584 466859.532, 186784.914 466820.384, 187004.993 466754.783, 187062.308 466742.672, 187128.918 466729.444, 187170.964 466723.303, 187343 466701, 187878.961 466642.03, 188314 466591, 188478 466570, 188575 466558, 188774 466530, 188823 466523, 189073.105 466485.351, 189141.794 466474.723, 189153.676 466473.403, 189257 466459, 189440 466431, 189766 466376, 189781 466374, 189902 466356, 190000.001 466341.024, 190168 466309, 190361 466272, 190733 466201, 190806 466186, 191053.093 466131.654, 191170.78593 466110.34224)",R
1,general_obstruction,2019-09-05 06:48:00,2019-09-05 09:43:05,A16,4.5689044,51.87676,175.08333333333334,98652.06051386465,432341.22162908595,"(98567.304, 432506.335)",185.5965837430617,382.0,"LINESTRING (98758.247 432175.851, 98715 432240, 98665 432320, 98639 432363, 98590 432458, 98571 432498, 98567.304 432506.335)",L
2,general_obstruction,2019-09-05 07:45:00,2019-09-05 08:15:03,N18,6.5915084,52.003082,30.05,237693.555541772,446764.15174508316,"(237702.31, 446758.743)",10.290532650955988,255.0,"LINESTRING (237499.055 446605.277, 237500.795 446605.55, 237509.873 446609.30700000003, 237542.531 446635.705, 237591.151 446670.338, 237665 446731, 237702.31 446758.743)",R
3,general_obstruction,2019-09-05 07:51:00,2019-09-05 08:38:51,A15,4.1348457,51.934822,47.85,68875.91201645703,439225.95186013024,"(69370.618, 439344.849)",508.793219316474,1740.0,"LINESTRING (67727.5 439639.757, 67768.103 439609.304, 67831.111 439569.439, 67863.344 439551.593, 67899.767 439532.724, 67933.452 439518.402, 67981.682 439499.178, 68031 439481, 68078.545 439465.628, 68251.79000000001 439409.968, 68413.492 439360.312, 68548.847 439317.014, 68658.092 439282.771, 68732.927 439259.253, 68802.394 439239, 68837.501 439231.588, 68872.997 439226.127, 68922.619 439224.313, 68973.681 439226.897, 69011.519 439232.945, 69038.913 439238.273, 69073.602 439247.824, 69095.71 439255.097, 69121.902 439263.352, 69169.118 439278.233, 69217.179 439292.601, 69305.716 439321.587, 69370.618 439344.849)",R
4,general_obstruction,2019-09-05 07:55:00,2019-09-05 08:07:10,A6,5.164946,52.3378,12.166666666666666,139852.05809411034,483342.5178308967,"(140614.894, 483863.75)",923.9056193262459,2717.0,"LINESTRING (138435.313 482247.888, 138566.188 482357.855, 138659.232 482434.122, 138753.305 482511.213, 138844.291 482585.833, 138936.923 482661.895, 139020.086 482729.722, 139107.161 482801.049, 139220.893 482893.862, 139340.028 482985.851, 139467.655 483080.67, 139601.458 483175.49, 139720.85 483256.929, 139860.571 483347.889, 140011.613 483441.165, 140127.661 483511.54000000004, 140256.574 483595.037, 140377.254 483680.851, 140415.826 483710.192, 140575.032 483833.268, 140614.894 483863.75)",R
5,general_obstruction,2019-09-05 08:17:00,2019-09-05 08:31:44,A73,5.9376783,51.614605,14.733333333333333,193126.4445476401,403002.572241982,"(192260.36000000002, 405166.162)",2330.498462703088,3505.0,"LINESTRING (194024.497 402279.143, 193990 402299, 193984 402303, 193756 402436, 193628 402522, 193513 402608, 193391 402713, 193339 402765, 193294 402813, 193282 402826, 193226 402884, 193102 403032, 192989 403201, 192801 403574, 192630 403980, 192486 404396, 192484 404403, 192415 404626, 192271 405134, 192260.36000000002 405166.162)",R
6,general_obstruction,2019-09-05 08:34:00,2019-09-05 08:46:06,A27,5.2952714,52.29532,12.1,148728.24932787314,478596.80596314947,"(149912.473, 479412.108)",1437.7423680612092,2779.0,"LINESTRING (147685.226 477757.591, 147795.316 477859.014, 147917.713 477973.588, 148094.866 478123.593, 148261.082 478256.599, 148438.994 478390.383, 148622.414 478524.373, 148809.92 478652.291, 148995.125 478770.547, 149185.392 478892.943, 149376.579 479019.481, 149532.796 479128.534, 149692.694 479245.869, 149807.959 479331.915, 149912.473 479412.108)",R
7,general_obstruction,2019-09-05 08:55:00,2019-09-05 09:03:29,A5,4.828454,52.391846,8.483333333333333,116965.40597430931,489479.33655881305,"(118485.654, 490574.494)",1873.6392076927666,3857.0,"LINESTRING (115130.748 489660.878, 115199.186 489656.122, 115247.962 489651.757, 115356.316 489636.262, 115439.792 489620.985, 115504.717 489606.364, 115621.583 489576.029, 115729.501 489547.658, 115800.755 489530.854, 115868.081 489517.323, 115937.807 489505.538, 116015.172 489495.5, 116058.274 489491.353, 116120.035 489487.425, 116189.107 489485.242, 116299.425 489483.496, 116417.6 489483.278, 116635.618 489481.532, 116765.906 489480.659, 116914.743 489480.005, 117023.861 489479.132, 117126.65000000001 489478.259, 117240.679 489477.604, 117282.362 489476.949, 117318.371 489478.041, 117377.946 489484.847, 117424.652 489495.063, 117469.827 489508.594, 117520.567 489528.89, 117580.473 489560.752, 117611.244 489580.393, 117676.579 489633.316, 117720.226 489676.145, 117768.78 489727.507, 117810.112 489764.258, 117857.551 489800.928, 117907.833 489834.04000000004, 117968.675 489875.081, 118003.456 489904.406, 118052.848 489954.919, 118077.454 489983.891, 118100.469 490014.889, 118125.191 490056.149, 118179.409 490152.991, 118229.706 490233.807, 118271.307 490292.117, 118377.777 490438.949, 118485.654 490574.494)",R
8,general_obstruction,2019-09-05 09:34:00,2019-09-05 09:47:30,A29,4.41455507278442,51.7480583190918,13.5,87832.54882229176,418154.3294644166,"(87881.1253, 418361.65837)",212.94353541950147,509.0,"LINESTRING (87765.595 417865.819, 87796 417997, 87823.958 418116.8, 87881.1253 418361.65837)",L
9,general_obstruction,2019-09-05 09:54:00,2019-09-05 10:16:01,A73,6.1173697,51.419853,22.016666666666666,205788.9627418304,381446.294634585,"(205662.182, 381621.227)",216.04325717032333,366.0,"LINESTRING (205877.197 381325.128, 205663 381620, 205662.182 381621.227)",R
