distance,RPE_CODE,first_point_x,first_point_y,last_point_x,last_point_y,split_count,merge_count_end,merge_count_start,directions_x,directions_y
222.0,R,102843.76187,459724.30188,103015.709,459583.879,1,1,1,[103015.709],[459583.879]
13.0,R,102823.66688,459738.14313,102834.22413,459731.085,1,1,1,[102834.22413],[459731.085]
360.0,R,117546.589,410239.424,117495.0,410059.0,0,1,1,[],[]
146.0,L,146996.31277,373412.54533,146894.352,373309.793,1,2,1,[146894.352],[373309.793]
356.0,L,127532.375,510984.363,127386.444,510659.739,1,1,1,[127386.444],[510659.739]
89.0,L,236870.52999,571648.45112,236864.84504,571560.24466,1,1,1,[236864.84504],[571560.24466]
16.0,R,224113.49811,513873.24825,224106.38247,513886.6139,3,3,1,"[224106.21817, 224106.38247, 224106.21817]","[513881.86309, 513886.6139, 513881.86309]"
9.0,R,224172.08027,513270.2704,224170.0,513279.0,0,1,1,[],[]
1090.0,L,93625.994,426170.404,94384.528,426947.147,1,1,2,[94384.528],[426947.147]
273.0,#,226441.174,520727.721,226523.955,520987.557,2,1,2,"[226523.955, 226523.955]","[520987.557, 520987.557]"
20.0,L,224164.38463,512821.70589,224173.563,512803.982,4,2,1,"[224174.298, 224174.298, 224173.563, 224173.563]","[512799.284, 512799.284, 512803.982, 512803.982]"
13.0,R,230407.491,579654.893,230420.033,579651.318,1,1,1,[230420.033],[579651.318]
205.0,R,231859.256,579420.081,232051.818,579488.324,2,1,1,"[232051.818, 232051.818]","[579488.324, 579488.324]"
181.0,L,233241.814,580126.624,233069.0,580073.0,1,1,1,[233069.0],[580073.0]
78.0,R,232437.246,579657.13,232507.394,579630.772,0,1,1,[],[]
114.0,L,154957.32,568698.297,154854.0,568715.0,0,1,1,[],[]
126.0,L,180778.634,443412.357,180767.21686,443287.54147,1,1,1,[180767.21686],[443287.54147]
122.0,L,180949.37149,442780.99234,181028.783,442689.568,1,2,1,[181028.783],[442689.568]
112.0,R,159773.155,577446.608,159873.839,577495.62,1,1,1,[159873.839],[577495.62]
218.0,R,159873.839,577495.62,159990.659,577382.575,1,1,1,[159990.659],[577382.575]
354.0,R,104456.895,445997.933,104654.16607,446289.06108,0,1,1,[],[]
68.0,L,149443.122,470258.457,149384.107,470291.316,1,1,0,[149384.107],[470291.316]
183.0,L,81130.823,446737.557,81106.80049,446919.28393,1,1,1,[81106.80049],[446919.28393]
227.0,L,81182.459,446516.41,81130.823,446737.557,1,1,1,[81130.823],[446737.557]
433.0,R,151106.22708,469580.46424,151522.17574,469460.45209,1,1,1,[151522.17574],[469460.45209]
327.0,L,149189.73972,470230.40663,149296.53,470321.158,1,1,1,[149296.53],[470321.158]
30.0,R,108197.407,476411.2270000021,108184.028,476385.630000002,1,1,1,[108184.028],[476385.630000002]
155.0,L,136024.231,444848.811,136008.57,444695.008999999,1,2,1,[136008.57],[444695.008999999]
129.0,L,118641.314,479431.15200000105,118756.0,479372.000000003,0,1,1,[],[]
129.0,R,123311.19939,420035.405360001,123318.744,420162.3530000021,1,1,1,[123318.744],[420162.353]
220.0,L,233694.012,580210.605,233752.46365,580001.71706,1,1,1,[233752.46365],[580001.71706]
123.0,R,201717.698,567154.082,201821.758,567217.879,1,2,1,[201821.758],[567217.879]
2046.0,L,246121.547,558929.096,244215.221,558186.237,1,1,2,[244215.221],[558186.237]
297.0,R,146975.413,373337.501,147220.118,373504.954,1,1,1,[147220.118],[373504.954]
56.0,L,118596.822,479464.428000002,118641.314,479431.15200000105,1,1,1,[118641.314],[479431.15200000105]
74.0,R,120547.078,478845.194000002,120473.954,478846.677000004,1,2,1,[120473.954],[478846.677000004]
118.0,L,200776.085,501994.288,200694.263,501910.199,1,2,1,[200694.263],[501910.199]
90.0,L,196208.65,376660.598,196118.92,376656.276,1,2,1,[196118.92],[376656.276]
337.0,L,196544.0,376695.0,196208.65,376660.598,1,1,1,[196208.65],[376660.598]
27.0,L,203048.885,378577.7,203024.252,378567.245,1,1,1,[203024.252],[378567.245]
247.0,L,232990.52,554594.351,232758.806,554598.834,1,1,1,[232758.806],[554598.834]
69.0,R,105499.14,422308.471,105461.7,422251.583,1,1,1,[105461.7],[422251.583]
782.0,L,191391.0,324999.999999998,190713.342,325380.810000003,2,1,1,"[190713.342, 190713.342]","[325380.810000003, 325380.81]"
138.0,R,202324.534,384852.625,202255.418,384971.961,1,2,1,[202255.418],[384971.961]
281.0,R,202477.0,384618.0,202324.534,384852.625,1,1,0,[202324.534],[384852.625]
455.0,R,197903.051,392220.512,197863.535,392665.825,0,1,1,[],[]
342.0,R,210579.391,523132.715,210438.11,522975.062,1,1,1,[210438.11],[522975.062]
150.0,R,210167.815,526675.999,210132.977,526820.886,1,1,1,[210132.977],[526820.886]
361.0,L,233242.137,554399.328,233001.987,554629.338,1,2,1,[233001.987],[554629.338]
170.0,L,234294.185,580544.976,234137.652,580478.942,1,1,0,[234137.652],[580478.942]
111.0,L,227372.271,580020.181,227272.23,579975.472,1,2,1,[227272.23],[579975.472]
222.0,L,227826.743,580176.192,227610.175,580134.199,0,1,1,[],[]
657.0,L,229218.084,540583.004,228919.903,539997.807,1,1,1,[228919.903],[539997.807]
213.0,L,256688.869,577305.645,256487.51,577236.42,2,1,1,"[256487.51, 256487.51]","[577236.42, 577236.42]"
158.0,R,196158.984,399625.635,196074.4,399757.808,1,2,1,[196074.4],[399757.808]
76.0,L,196095.942,399679.022,196123.0,399608.0,1,1,1,[196123.0],[399608.0]
498.0,L,199502.87,355171.562,199070.916,354971.78,1,1,1,[199070.916],[354971.78]
74.0,L,210131.222,378729.79,210063.335,378758.726,1,1,1,[210063.335],[378758.726]
63.0,L,211885.403,377953.813,211832.233,377987.934,1,1,1,[211832.233],[377987.934]
507.0,L,208580.045,434748.22,208301.52,435171.622,1,1,0,[208301.52],[435171.622]
26.0,L,238785.48,489593.156,238768.355,489572.935,1,2,1,[238768.355],[489572.935]
281.0,R,239137.322,498134.714,239100.0,498413.0,0,1,1,[],[]
324.0,L,240150.051,491667.866,240144.0,491359.0,0,1,1,[],[]
67.0,R,202969.1465,378523.37201,203035.56555,378533.30335,1,1,1,[203035.56555],[378533.30335]
35.0,L,139320.249,461617.007,139308.90002,461583.39999,0,1,1,[],[]
446.0,R,136061.629,444832.946000001,136118.433,444593.7870000021,0,1,1,[],[]
68.0,L,199221.532,315608.34,199195.143,315669.202,1,1,1,[199195.143],[315669.202]
323.0,R,205109.656,534862.977,204833.699,535022.846,0,1,1,[],[]
364.0,L,207015.978,505291.257,206697.636,505337.896,0,1,1,[],[]
58.0,L,207067.117,505315.863,207015.978,505291.257,1,1,1,[207015.978],[505291.257]
283.0,R,207618.75,435824.037,207698.337,435569.654,1,1,1,[207698.337],[435569.654]
74.0,R,245246.755,527037.641,245321.037,527038.514,1,1,1,[245321.037],[527038.514]
3681.0,L,140830.20158,465580.18608,139530.76574,462136.48,2,1,1,"[139530.76574, 139530.76574]","[462136.48, 462136.48]"
421.0,R,138446.044,439292.828000002,138315.259,439249.982000002,1,1,1,[138315.259],[439249.982000002]
97.0,L,131353.35688,518482.392250003,131329.709,518388.740000002,1,1,1,[131329.709],[518388.740000002]
590.0,R,120694.301,414658.466999999,120866.931,415222.220000002,2,1,1,"[120866.931, 120866.931]","[415222.220000002, 415222.220000002]"
601.0,L,209642.896,511055.075,209452.735,510485.139,1,2,1,[209452.735],[510485.139]
194.0,L,208088.0,435506.0,207977.993,435661.731,1,1,1,[207977.993],[435661.731]
174.0,L,256974.62,479519.394,256808.339,479469.229,1,1,2,[256808.339],[479469.229]
106.0,L,255072.591,566422.471,255045.978,566320.1,1,2,1,[255045.978],[566320.1]
74.0,L,255920.114,568739.255,255887.304,568674.076,1,2,1,[255887.304],[568674.076]
409.0,L,255994.275,569111.887,255920.114,568739.255,1,1,0,[255920.114],[568739.255]
545.0,L,166494.269,450483.237,165949.161,450498.568000003,1,2,1,[165949.161],[450498.568]
87.0,R,134273.905,444257.156000001,134344.083,444207.574999999,1,2,1,[134344.083],[444207.574999999]
41.0,R,131299.532,517907.220000001,131321.651,517941.742,1,1,0,[131321.651],[517941.742]
678.0,L,208082.881,506974.382,207833.319,506344.6,1,1,1,[207833.319],[506344.6]
1448.0,L,221074.079,521974.346,219702.844,521515.063,1,1,1,[219702.844],[521515.063]
149.0,L,227339.743,536736.202,227308.309,536590.623,1,2,1,[227308.309],[536590.623]
321.0,L,229590.078,541816.123,229567.0,541527.732,1,1,0,[229567.0],[541527.732]
91.0,R,229660.0,541655.511,229678.384,541743.966,1,2,1,[229678.384],[541743.966]
57.0,L,234804.963,478068.816,234749.0,478059.0,1,1,0,[234749.0],[478059.0]
162.0,L,234459.471,580603.269,234306.625,580549.162,0,1,1,[],[]
634.0,L,261249.746,578862.726,260697.74,579062.569,1,1,0,[260697.74],[579062.569]
80.0,R,141402.26,434573.33,141434.084,434501.344,1,1,1,[141434.084],[434501.344]
145.0,L,138182.01,439620.516000002,138067.172,439708.619000002,1,2,1,[138067.172],[439708.619000002]
474.0,L,190482.903,505222.182,190784.576,504856.584,1,2,1,[190784.576],[504856.584]
355.0,L,199615.258,564189.04,199430.393,563886.604,1,2,1,[199430.393],[563886.604]
33.0,L,206190.603,377756.022,206202.575,377786.865,1,1,1,[206202.575],[377786.865]
675.0,R,142946.74581,469202.6168,143329.82411,469753.91567,1,1,1,[143329.82411],[469753.91567]
466.0,R,134509.396,427963.854,134851.173,428250.806,1,1,0,[134851.173],[428250.806]
143.0,R,124782.182,504130.884999999,124868.113,504244.538,1,1,1,[124868.113],[504244.538]
41.0,R,84227.054,453831.999,84263.064,453811.935,1,1,0,[84263.064],[453811.935]
374.0,L,185519.934,320696.236,185154.643,320619.789,0,1,1,[],[]
16.0,R,198016.514,544130.339,198013.444,544145.785,0,1,1,[],[]
48.0,R,201685.021,572206.434,201643.407,572230.956,1,1,0,[201643.407],[572230.956]
635.0,L,221669.795,522192.753,221074.079,521974.346,1,1,1,[221074.079],[521974.346]
503.0,L,245308.527,577392.497,244916.974,577707.255,1,2,1,[244916.974],[577707.255]
534.0,R,245321.037,527038.514,245852.546,527073.266,1,1,1,[245852.546],[527073.266]
106.0,L,253267.804,576767.009,253163.724,576747.207,1,2,1,[253163.724],[576747.207]
170.0,L,120558.741,414061.238,120423.86,414064.662,0,1,1,[],[]
27.0,L,120416.717,414057.783,120437.54038,414041.27383,1,1,0,[120437.54038],[414041.27383]
206.0,L,187625.358,328192.428,187445.689,328286.653,0,1,1,[],[]
46.0,L,254363.927,586066.261,254359.211,586020.757,1,1,2,[254359.211],[586020.757]
122.0,L,259758.337,478963.866,259637.28,478979.649,1,2,1,[259637.28],[478979.649]
45.0,L,250842.567,562257.089,250805.608,562231.547,1,1,1,[250805.608],[562231.547]
273.0,#,39669.085,408141.611,39790.19415,408386.34055,1,1,1,[39790.19415],[408386.34055]
92.0,L,187830.025,378291.669,187742.046,378317.382,1,2,1,[187742.046],[378317.382]
51.0,L,199438.767,357847.85000000003,199459.794,357801.575,0,1,1,[],[]
36.0,L,209432.513,521457.418,209420.053,521423.347,1,1,1,[209420.053],[521423.347]
148.0,L,260697.74,579062.569,260553.0,579095.0,1,2,1,[260553.0],[579095.0]
323.0,L,266579.082,528264.342,266634.394,528374.426,1,1,1,[266634.394],[528374.426]
190.0,R,186066.574,420599.014,186036.643,420786.614,1,2,1,[186036.643],[420786.614]
281.0,L,196314.234,461614.478,196137.343,461398.849,1,1,1,[196137.343],[461398.849]
141.0,L,196137.343,461398.849,196037.826,461299.8,1,2,1,[196037.826],[461299.8]
237.0,R,196408.773,546863.989,196296.0,547067.0,1,1,1,[196296.0],[547067.0]
435.0,L,196699.0,559650.0,196620.692,559238.153,1,1,0,[196620.692],[559238.153]
584.0,L,198151.13,573399.521,197591.259,573514.33,1,1,1,[197591.259],[573514.33]
228.0,L,238954.602,489704.12,238768.355,489572.935,1,2,1,[238768.355],[489572.935]
84.0,L,232990.52,554594.351,232997.124,554511.053,2,1,1,"[232997.124, 232997.124]","[554511.053, 554511.053]"
37.0,R,232992.48,554687.496,232977.826,554720.05,1,1,1,[232977.826],[554720.05]
126.0,L,134066.413,427990.89399999904,133945.561,427956.526000002,1,2,1,[133945.561],[427956.526]
195.0,L,190714.461,349893.347,190712.313,350087.971,1,2,1,[190712.313],[350087.971]
782.0,L,197675.532,560917.71,197243.568,560265.671,1,1,1,[197243.568],[560265.671]
110.0,L,197100.725,474253.041,197123.539,474147.07,1,1,1,[197123.539],[474147.07]
583.0,L,197739.895,491742.172,197710.0,491979.0,0,1,1,[],[]
357.0,L,201030.0,502245.0,200776.085,501994.288,1,1,1,[200776.085],[501994.288]
97.0,L,236615.081,485446.959,236533.305,485497.37,1,2,1,[236533.305],[485497.37]
388.0,L,104012.795,420284.684,104149.3598,420621.68295,1,1,1,[104149.3598],[420621.68295]
1336.0,R,145509.216,452186.408,146776.25806,452513.34829,0,1,1,[],[]
13.0,#,45874.0,413552.0,45879.0,413564.0,2,3,1,"[45879.0, 45879.0]","[413564.0, 413564.0]"
299.0,L,237484.182,525737.812,237655.0,525845.0,0,1,1,[],[]
313.0,L,230571.966,543999.839,230592.537,543700.612,1,1,1,[230592.537],[543700.612]
304.0,L,230700.098,543879.814,230597.981,544037.557,0,1,1,[],[]
541.0,L,262669.525,528729.723,262179.201,528864.956,0,1,1,[],[]
57.0,L,266624.56,528229.998,266579.082,528264.342,1,1,1,[266579.082],[528264.342]
335.0,L,253191.333,527662.233,252893.912,527537.086,1,1,0,[252893.912],[527537.086]
25.0,R,108184.028,476385.630000002,108204.125,476398.624,1,1,1,[108204.125],[476398.624]
55.0,L,132225.069,440853.688000001,132169.889,440854.000000001,1,1,1,[132169.889],[440854.000000001]
458.0,R,210503.602,524085.979,210391.404,524529.746,1,2,1,[210391.404],[524529.746]
68.0,L,108371.522,476200.816000001,108422.681,476244.679000001,1,1,1,[108422.681],[476244.679000001]
2258.0,L,201546.39,567088.517,200237.06,565271.525,1,1,2,[200237.06],[565271.525]
20.0,L,200618.153,468193.31,200599.078,468186.692,2,1,1,"[200599.078, 200599.078]","[468186.692, 468186.692]"
1253.0,L,202589.347,439709.282,201479.321,440289.255,1,1,2,[201479.321],[440289.255]
534.0,L,199156.326,498094.832,198988.0,497594.0,1,1,1,[198988.0],[497594.0]
109.0,R,199195.878,498006.056,199191.732,498114.257,1,2,1,[199191.732],[498114.257]
1972.0,L,215507.92,473073.911,213579.779,472663.497,1,1,1,[213579.779],[472663.497]
226.0,R,238634.938,486945.128,238489.997,487115.19,1,1,1,[238489.997],[487115.19]
309.0,L,236892.233,485221.397,236649.819,485413.18,1,1,1,[236649.819],[485413.18]
144.0,L,236649.819,485413.18,236533.305,485497.37,1,2,1,[236533.305],[485497.37]
107.0,L,109762.095,452443.052,109699.096,452356.418,1,2,1,[109699.096],[452356.418]
131.0,R,133533.43066,446133.84107,133576.44859,446010.74723,1,2,1,[133576.44859],[446010.74723]
850.0,L,146235.647,420580.866,146109.48771,421417.4168,1,1,1,[146109.48771],[421417.4168]
339.0,R,133454.26738,445957.64442,133533.43066,446133.84107,1,1,1,[133533.43066],[446133.84107]
102.0,L,133565.80207,446247.63607,133528.91215,446341.42865,1,2,1,[133528.91215],[446341.42865]
73.0,L,154987.148,433928.543,154925.868,433888.918,1,1,1,[154925.868],[433888.918]
19.0,L,139766.5,437864.067,139756.086,437879.662,1,1,0,[139756.086],[437879.662]
108.0,L,133724.85635,445629.4828,133691.08333,445731.84922,1,1,1,[133691.08333],[445731.84922]
467.0,L,148114.143,487460.214000002,148075.101,487009.123000002,1,1,0,[148075.101],[487009.123000002]
640.0,L,150715.429,469713.103,150104.266,469901.576,1,1,1,[150104.266],[469901.576]
310.0,L,158044.706,434796.04723,157747.13414,434710.75798,1,1,0,[157747.13414],[434710.75798]
782.0,L,151031.61395,430827.91778,150304.551,430541.221,2,1,1,"[150304.551, 150304.551]","[430541.221, 430541.221]"
589.0,L,165899.166,510583.143000001,165567.494,510096.276000002,1,1,1,[165567.494],[510096.276000002]
366.0,L,193405.256,323163.965000002,193391.668,323471.356000002,0,1,1,[],[]
101.0,L,96496.0,436544.000000001,96477.0,436643.000000003,1,1,2,[96477.0],[436643.0]
78.0,R,252215.885,470229.932000001,252272.864,470177.165,1,1,1,[252272.864],[470177.165]
569.0,L,217655.54298,576229.20354,217118.926,576041.373,1,1,2,[217118.926],[576041.373]
88.0,L,218932.203,576723.466,218849.932,576691.445,2,1,1,"[218849.932, 218849.932]","[576691.445, 576691.445]"
337.0,R,115793.51523,483548.274040001,115534.33877,483338.57662999904,1,1,1,[115534.33877],[483338.57662999904]
152.0,L,115679.545,483357.796,115821.20536,483411.6461600021,1,1,1,[115821.20536],[483411.6461600021]
292.0,R,116237.0,483589.000000002,115945.98866,483604.17718999897,1,1,1,[115945.98866],[483604.17718999897]
71.0,R,115945.98866,483604.17718999897,115878.49592,483581.433520001,0,1,1,[],[]
276.0,R,119664.68302,494005.675210003,119785.39371,493966.112820003,0,1,1,[],[]
75.0,R,97222.3978300001,434743.229090003,97269.981,434686.314000002,1,1,1,[97269.981],[434686.314000002]
162.0,R,150151.0,402669.0,150286.875,402638.929,1,1,0,[150286.875],[402638.929]
1424.0,L,149778.113,404977.337,149533.154,406373.154,2,1,0,"[149533.154, 149533.154]","[406373.154, 406373.154]"
83.0,L,167672.563,436886.882,167590.655,436872.923999999,1,1,0,[167590.655],[436872.923999999]
18.0,L,115661.78569,483359.829500003,115679.545,483357.796,1,1,1,[115679.545],[483357.796]
62.0,L,153464.422,460043.42600000097,153410.352,460012.932000002,1,2,1,[153410.352],[460012.932]
186.0,L,109492.777,503488.214,109394.74414,503330.30031,1,2,1,[109394.74414],[503330.30031]
300.0,L,109274.0,503472.0,109492.777,503488.214,1,1,0,[109492.777],[503488.214]
115.0,R,108946.349,502691.842,109004.64497,502789.74941,1,2,1,[109004.64497],[502789.74941]
281.0,R,108822.138,502497.416,108839.813,502329.204,1,1,1,[108839.813],[502329.204]
416.0,R,147721.603,407218.587,147379.0,406983.0,1,1,1,[147379.0],[406983.0]
94.0,R,147799.0,407272.0,147721.603,407218.587,1,1,1,[147721.603],[407218.587]
46.0,L,152490.04756,490402.94232,152451.05946,490377.83032,1,1,1,[152451.05946],[490377.83032]
235.0,R,72838.11111,412890.33333,73067.0,412856.0,1,1,2,[73067.0],[412856.0]
105.0,L,149447.02427,458640.03647,149346.499,458611.707000001,1,2,1,[149346.499],[458611.707000001]
94.0,R,146770.688,457739.718000002,146854.009,457781.01,1,2,1,[146854.009],[457781.01]
138.0,R,221503.0,578149.000000001,221601.31843,578245.122980001,1,1,0,[221601.31843],[578245.122980001]
125.0,R,221601.31843,578245.122980001,221702.0,578318.999999999,1,2,1,[221702.0],[578319.0]
291.0,R,198742.78957,441448.15352,199025.729,441421.401,1,1,1,[199025.729],[441421.401]
251.0,R,107281.295,498702.849,107142.455,498678.144,1,1,0,[107142.455],[498678.144]
209.0,R,90219.107,431267.613999999,90413.874,431193.121000002,1,2,1,[90413.874],[431193.121]
116.0,L,146140.38848,485307.23195,146036.67261,485256.7568,1,1,1,[146036.67261],[485256.7568]
380.0,L,142218.92125,468757.35929,141906.14164,468610.31687,0,1,1,[],[]
566.0,L,218780.472,576672.181,218239.11196,576518.39549,1,1,1,[218239.11196],[576518.39549]
348.0,L,149969.193,488948.428,150180.194,488943.194,1,1,0,[150180.194],[488943.194]
203.0,R,130791.68162,458791.43207000097,130978.799,458715.824000003,1,1,1,[130978.799],[458715.824]
1673.0,#,70072.468,411368.015,71409.381,412363.388,1,1,1,[71409.381],[412363.388]
286.0,R,85475.15448,412948.82561,85751.841,412879.961,2,1,2,"[85751.841, 85751.841]","[412879.961, 412879.961]"
355.0,L,141973.311,484726.748000002,141919.923,484827.590000001,0,1,1,[],[]
238.0,L,138912.169,482692.068000003,138733.208,482535.104000002,1,2,1,[138733.208],[482535.104]
135.0,L,141667.28,484552.129999999,141554.88475,484477.1685,1,2,1,[141554.88475],[484477.1685]
216.0,L,110449.754,488953.438,110662.664,488915.963,1,1,1,[110662.664],[488915.963]
62.0,L,110389.783,488965.59,110449.754,488953.438,1,1,1,[110449.754],[488953.438]
723.0,R,126966.024,454630.684000003,127652.62799,454734.757500003,1,1,1,[127652.62799],[454734.757500003]
80.0,R,121791.425,453761.433000003,121870.02247,453775.071270002,1,1,1,[121870.02247],[453775.071270002]
151.0,L,121853.749,453828.279000002,121715.43099,453768.051380001,1,2,1,[121715.43099],[453768.05138]
90.0,L,207903.9239,435918.29569,207871.984,435837.04,1,1,1,[207871.984],[435837.04]
79.0,R,207646.483,435518.36,207723.036,435538.879,1,1,2,[207723.036],[435538.879]
79.0,R,120082.29,406632.953,120087.157,406711.614,1,1,1,[120087.157],[406711.614]
1543.0,R,164719.347,375299.168,165510.327,373974.746,2,1,1,"[165510.327, 165510.327]","[373974.746, 373974.746]"
59.0,R,188303.664,507928.857000001,188264.928,507973.126000003,2,2,1,"[188264.928, 188264.928]","[507973.126000003, 507973.126000003]"
132.0,R,144657.191,484958.89159999904,144788.46871,484948.112190001,1,2,1,[144788.46871],[484948.11219]
66.0,R,253251.716,469864.82,253284.86998,469921.49568,0,1,2,[],[]
539.0,R,148123.609,486950.09200000105,148466.823,487332.926000004,0,1,1,[],[]
231.0,R,144429.588,484989.814000001,144657.191,484958.89159999904,1,1,0,[144657.191],[484958.89159999904]
273.0,L,208359.929,571815.255,208504.137,571780.772,1,1,1,[208504.137],[571780.772]
530.0,L,146140.38848,485307.23195,145662.55003,485080.74816,1,2,1,[145662.55003],[485080.74816]
378.0,R,209757.0,511052.000000003,209796.873,511427.025000002,1,1,0,[209796.873],[511427.025000002]
105.0,L,197743.273,392541.716000001,197771.849,392441.563000001,1,1,1,[197771.849],[392441.563000001]
1039.0,R,142980.699,431767.35,143506.635,430872.326,1,1,2,[143506.635],[430872.326]
668.0,R,149771.208,430334.415,150399.419,430560.726,1,2,1,[150399.419],[430560.726]
469.0,R,148617.802,430046.82,149082.257,430100.339,1,1,1,[149082.257],[430100.339]
237.0,R,143506.635,430872.326,143618.309,430662.941,2,1,1,"[143618.309, 143618.309]","[430662.941, 430662.941]"
61.0,L,180122.18525,322455.220750001,180152.16802,322507.502780002,1,2,1,[180152.16802],[322507.502780002]
143.0,R,183080.724,329306.312000003,182958.0,329267.999999999,0,1,1,[],[]
34.0,R,177665.819,539852.461000002,177647.224,539881.038000001,1,2,1,[177647.224],[539881.038]
336.0,L,118911.0,483367.000000002,119209.917,483456.896000001,1,1,0,[119209.917],[483456.896000001]
85.0,L,142462.546,475571.871000001,142391.592,475617.742000002,1,1,0,[142391.592],[475617.742000002]
197.0,R,187158.29599,552998.01333,187346.89896,553053.84984,1,2,1,[187346.89896],[553053.84984]
840.0,R,186372.34,552700.299000001,187158.29599,552998.01333,2,1,1,"[187158.29599, 187158.29599]","[552998.01333, 552998.01333]"
28.0,L,130169.298,548710.237,130145.752,548720.416,1,1,1,[130145.752],[548720.416]
209.0,L,143138.0,473643.0,143125.836,473548.6510000021,1,1,0,[143125.836],[473548.6510000021]
69.0,R,141112.143,477368.73,141103.69714,477301.22773,1,1,1,[141103.69714],[477301.22773]
25.0,L,210364.27719,523363.41878,210388.90628,523358.22911000205,1,1,0,[210388.90628],[523358.22911000205]
446.0,L,150935.373,480378.100000002,150629.491,480054.323,1,2,1,[150629.491],[480054.323]
440.0,L,151101.151,480777.082000001,150935.373,480378.100000002,1,1,1,[150935.373],[480378.100000002]
19.0,R,55090.0,407818.0,55108.471,407815.786,1,1,1,[55108.471],[407815.786]
92.0,L,210371.532,524541.878000004,210383.685,524451.394,1,1,1,[210383.685],[524451.394]
142.0,R,184757.48679,329667.278519999,184864.0,329573.000000003,0,1,1,[],[]
84.0,R,154675.677,460372.755000001,154758.541,460384.411000001,1,2,1,[154758.541],[460384.411]
61.0,L,161710.475,398408.363000002,161664.835,398368.84700000304,1,1,1,[161664.835],[398368.84700000304]
123.0,R,208207.042,531867.855000002,208163.882,531982.066000001,1,1,1,[208163.882],[531982.066000001]
132.0,R,208205.0,532162.000000002,208095.81715,532123.48096,1,1,0,[208095.81715],[532123.48096]
556.0,L,181825.128,486062.368000004,181269.034,486058.14100000303,1,1,2,[181269.034],[486058.14100000303]
861.0,R,180449.916,485877.73100000096,181288.412,486042.095000001,1,1,1,[181288.412],[486042.095000001]
126.0,R,118095.282,488513.625840002,118107.83834,488639.286660002,1,1,1,[118107.83834],[488639.28666]
50.0,L,118050.997,488214.974000001,118058.674,488166.860000001,1,2,1,[118058.674],[488166.86]
21.0,L,118044.948,488235.063000001,118050.997,488214.974000001,1,1,1,[118050.997],[488214.974000001]
38.0,R,118084.503,488370.179,118081.789,488407.708999999,1,1,1,[118081.789],[488407.708999999]
81.0,L,117893.276,487553.30299999897,117875.30954,487474.67285,1,2,1,[117875.30954],[487474.67285]
170.0,L,46610.70346,389522.267550001,46774.361,389567.093000001,1,2,0,[46774.361],[389567.093]
53.0,L,46042.7820000001,389426.73400000297,46095.6825400001,389421.777350003,0,1,1,[],[]
530.0,L,120679.154,478780.243000001,121181.35781,478614.169740002,1,1,2,[121181.35781],[478614.169740002]
12.0,R,179589.374,320337.299000001,179599.79373,320342.69583,1,1,0,[179599.79373],[320342.69583]
197.0,L,83897.516,391263.282359999,83850.094,391385.186000001,1,1,0,[83850.094],[391385.186000001]
348.0,L,134754.96,452611.505,134413.104,452673.897,1,2,1,[134413.104],[452673.897]
1883.0,R,170301.482,437208.691,172171.658,437004.006,2,1,1,"[172171.658, 172171.658]","[437004.006, 437004.006]"
344.0,R,135360.093,452471.661,135699.286,452411.895,1,2,1,[135699.286],[452411.895]
105.0,R,212167.515,439900.711,212270.49342,439918.67906,1,2,1,[212270.49342],[439918.67906]
130.0,L,215575.23884,439811.30648,215447.07047,439793.95749,1,2,1,[215447.07047],[439793.95749]
34.0,L,149345.83564,458754.55021,149378.97524,458760.25869,1,1,0,[149378.97524],[458760.25869]
210.0,L,149421.24573,458767.48813,149447.02427,458640.03647,1,1,1,[149447.02427],[458640.03647]
634.0,R,209629.519,378812.379,210248.09664,378678.5763,1,1,2,[210248.09664],[378678.5763]
139.0,L,181472.931,436493.894,181447.422,436357.955,1,1,1,[181447.422],[436357.955]
72.0,L,128207.74475,428535.83988,128138.761,428554.825,1,2,1,[128138.761],[428554.825]
58.0,L,128894.228,428302.842,128840.84025,428326.6795,1,1,1,[128840.84025],[428326.6795]
107.0,R,104544.888,411296.002,104588.83756,411199.24844,1,1,1,[104588.83756],[411199.24844]
384.0,L,167894.107,405596.959,167525.97568,405634.25568,1,1,1,[167525.97568],[405634.255680001]
122.0,R,92677.84038,439629.33245,92799.894,439634.127,1,1,1,[92799.894],[439634.127]
226.0,L,92823.444,439679.223,92602.684,439632.618,1,2,1,[92602.684],[439632.618]
87.0,L,85050.14,435643.873,85060.422,435730.375,1,1,1,[85060.422],[435730.375]
306.0,L,94384.528,426947.147,94531.65616,427215.46649,1,1,1,[94531.65616],[427215.46649]
1033.0,R,183751.02726,433975.00924,184775.59314,433932.89643,1,1,1,[184775.59314],[433932.89643]
313.0,R,178332.27807,436417.70995,178169.577,436359.905,0,1,1,[],[]
183.0,R,178150.30087,436420.69747,178332.27807,436417.70995,1,1,1,[178332.27807],[436417.70995]
213.0,R,185283.442,433973.831,185496.06886,433992.98719,1,1,1,[185496.06886],[433992.98719]
110.0,R,156469.435,413803.563,156572.071,413842.266,1,2,1,[156572.071],[413842.266]
117.0,L,165833.777,579417.193,165716.96094,579414.36069,1,1,1,[165716.96094],[579414.36069]
470.0,L,156433.69371,571212.93986,156319.673,570756.899,1,1,1,[156319.673],[570756.899]
361.0,L,111484.221,480431.133,111609.41013,480769.86579,1,1,1,[111609.41013],[480769.86579]
