,X_value,Y_value,Sum_weight,Other_side
68,157203.785,463560.564,11,"(157178.642, 463505.44)"
69,262476.0,577509.0,11,"(262526.0, 577425.0)"
70,94770.36166,427783.71596,11,"(94761.44771, 427787.09421)"
71,148318.09821,487339.4698,11,"(148262.44589, 487349.79866)"
72,108973.399,401276.382,11,"(108991.632, 401270.037)"
73,249158.075,527846.047,11,"(249134.606, 527819.059)"
74,252621.55,469994.49700000096,11,"(252740.2105, 469890.233130001)"
75,88815.313,394220.317,11,"(88872.459, 394239.673)"
76,225191.00395,524652.78416,11,"(225093.881, 524622.283)"
77,193404.773,408278.551,10,"(193379.16, 408264.801)"
78,189645.515,553738.452,10,"(189547.703, 553705.487)"
79,193760.8645,459175.99917,10,"(193863.91289, 459442.0494)"
80,187175.568,489737.945,10,"(187534.718, 490034.003)"
81,130474.59,428097.334,10,"(130472.846, 428083.131000002)"
82,226915.85092,579821.64526,10,"(226911.18616, 579840.54611)"
83,143383.929,559691.637,10,"(143260.617, 559600.592)"
84,137840.52874,458935.59025,10,"(138151.238, 459085.855)"
85,109483.522,456984.878,9,"(109495.12838, 456989.50318)"
86,197250.395,473780.959,9,"(197254.092, 473841.439)"
87,159727.703,435033.169,9,"(159724.134, 435042.65)"
88,155415.414,569107.428,9,"(155451.859, 569113.529)"
89,172509.736,447537.301,9,"(172636.51017, 447487.46869)"
90,125140.0684,504928.49413,9,"(125146.934, 504877.598)"
91,129855.409,440633.623,9,"(129825.52604, 440602.45619)"
92,81551.028,448379.943,9,"(81517.41639, 448355.53419)"
93,185945.459,378992.176,9,"(185945.027, 379017.14)"
94,171203.316,482428.903,9,"(171184.947, 482445.059)"
95,67727.5,439639.757,9,"(67719.6, 439662.535)"
96,181411.168,574772.04,8,"(181442.939, 574772.785)"
97,143498.086,370447.566,8,"(143385.17, 370416.83)"
98,38248.214,391789.703,8,"(38249.154, 391804.692)"
99,169801.77411,579061.70685,8,"(169808.98635, 579048.71259)"
