,X_value,Y_value,Sum_weight,Other_side
70,74185.714,435604.229,14,"(74171.557, 435610.486)"
71,176751.321,381498.283,14,"(176753.609, 381489.849)"
72,201821.758,567217.879,13,"(201782.507, 567327.828)"
73,167557.75400000002,414100.389,13,"(167536.301, 414065.968)"
74,176839.503,430263.484,13,"(176807.704, 430297.786)"
75,213420.768,574183.339,13,"(213450.304, 574169.985)"
76,247847.108,478269.775,13,"(247823.049, 478258.179)"
77,234463.103,578003.897,13,"(234477.667, 578006.694)"
78,110918.404,407579.476,13,"(110924.045, 407560.949)"
79,178610.75,319584.969,13,"(178821.213, 319782.58)"
80,236992.002,582405.399,12,"(237018.177, 582390.595)"
81,204811.179,366992.554,12,"(204798.032, 367007.284)"
82,215509.674,473051.488,12,"(215507.92, 473073.911)"
83,184207.428,422536.741,12,"(184227.386, 422558.381)"
84,131253.79,549184.172,12,"(131220.494, 549189.154)"
85,197706.97278,466450.52964,12,"(197573.35371, 466440.30398)"
86,110681.0,517975.0,12,"(110668.0, 517982.0)"
87,91244.243,424159.651,12,
88,52608.052,388839.1,12,"(52625.317, 388857.615)"
89,142087.89,429025.261,12,"(141962.476, 429003.834)"
90,168732.05000000002,406133.239,12,"(168743.228, 406125.821)"
91,185673.541,338638.78,11,"(185688.026, 338640.554)"
92,186972.077,354877.567,11,"(186927.181, 354958.593)"
93,157203.785,463560.564,11,"(157178.642, 463505.44)"
94,128428.447,394457.721,11,"(128696.786, 394449.985)"
95,262476.0,577509.0,11,"(262526.0, 577425.0)"
96,148318.09821,487339.4698,11,"(148262.44589, 487349.79866)"
97,108973.399,401276.382,11,"(108991.632, 401270.037)"
98,249158.075,527846.047,11,"(249134.606, 527819.059)"
99,252621.55,469994.49700000096,11,"(252740.2105, 469890.233130001)"
