x,y
238175.2041359507,580455.9848038671
138101.466859981,398180.5074131563
133735.68424836884,452752.7050691108
199531.48049967768,501028.9771386663
89493.78472100495,395508.7324430935
238096.1039260087,580548.4587743343
184489.075344992,329945.92563817906
120609.46461106437,414264.8466004387
178040.25981886298,430952.4149353726
149200.76559003867,408371.2094471928
133735.68424836884,452752.7050691108
178409.6084662377,431473.1855455282
96605.72189118883,436010.076607255
83262.70544602766,454450.7703885024
177708.13930342032,541100.1610184399
178409.6084662377,431473.1855455282
178409.6084662377,431473.1855455282
229587.3854545272,541791.9941206748
84202.3830383158,449620.39195720816
127218.46843515302,454791.90890130494
102765.8184275298,425625.1757337968
96605.72189118883,436010.076607255
80287.2176014352,387225.9280457965
189919.0830489529,448083.899572313
164609.7415874241,474748.1774910379
183491.74753451144,330799.6923461961
127513.43842010772,480701.25823567697
161228.22451041063,435668.9175428056
99761.35293319024,431054.5307187727
101481.42480995932,448258.4569212684
80287.2176014352,387225.9280457965
124852.85492699596,483415.40633624303
102934.75194273752,416422.5914200458
137019.38726948402,440737.2207084752
110824.41157586324,485931.02674671926
96357.2496997104,439460.77282159525
149106.66890828178,408279.6486740592
88601.16193046822,431926.9212294759
96357.2496997104,439460.77282159525
192056.79768791696,405699.3587911023
231980.3506018673,546991.1254407223
119784.77202590463,483615.3176682237
97127.88766238952,440847.79806531005
236895.4585934981,571409.3944525416
117222.35458615694,410154.5032097047
101554.96604477325,448168.958568469
137394.13022675665,396755.67705076793
205138.7653727578,568793.4686215438
97127.88766238952,440847.79806531005
110449.82764043182,392566.8925981671
246548.0946133043,479206.4869564492
124686.881232321,483367.610231
101554.96604477325,448168.958568469
158102.08968422317,465018.6780810677
149340.26129761856,406910.7014302963
108864.67362984792,476868.02685741714
127891.388448203,463721.60937192925
159663.06449063137,389607.1750684426
125039.3323023118,483468.6014524838
156192.06949033463,391552.6901657548
138839.13494407208,452124.4909669278
123588.0036478564,501837.0921458987
183075.76160490004,330518.15161915665
117789.9375329419,483664.7460775675
93752.15452095434,431048.8669407035
236966.3663769377,570217.8892719182
125567.74900996155,430812.2030832657
80233.42983258156,391513.6790679253
138289.0520943319,451391.6331796772
107074.86294288072,498595.31091663433
183119.06457863303,329608.4916518183
138628.59152047368,458337.8772973929
114303.9027588733,409106.018668769
200235.67730971947,565228.5331460434
159766.24570689775,389606.8470275014
181282.2338468468,428590.8258261298
91926.66963875704,458969.44604537176
192597.09178247504,324349.2635586401
203085.9018560764,567834.7541441972
149682.8576278032,405867.1627057818
88601.16193046822,431926.9212294759
181388.4547714659,437392.904702818
119003.89002922393,403965.0085814417
151111.99586396065,401755.5919477372
184997.5022684581,337249.7064747466
96907.18343907752,435379.6593644016
126711.11901714954,484505.4358013549
140408.6343168788,464435.5826524783
127282.44625186591,471127.9847796971
100638.75870696752,442644.9287089837
106159.2761312248,495186.0051521452
129072.19987803372,514734.80021521234
139027.23678266694,457165.5953695096
116872.99430579504,396157.94593362574
140408.6343168788,464435.5826524783
195611.49100420345,443741.802756208
124254.59766615117,479110.946820084
139428.96599639993,455967.87317148416
129072.19987803372,514734.80021521234
181464.87639814432,436297.463991577
130238.88745668429,459291.8788691917
115532.42417654383,453077.606951704
100638.75870696752,442644.9287089837
94954.45225728834,429225.3197008723
96527.15602484466,437631.1088519428
102509.03121354007,426477.9988037016
161456.54049612308,398015.9394246471
87312.43003113157,411498.7274056506
92150.7173915484,430774.9894979399
222064.18899117247,578588.5259189372
84594.2861744299,451865.8148215005
126711.11901714954,484505.4358013549
198263.02500917,468480.5739451216
82838.74642113311,450257.1359700181
120674.68910514208,478780.9299152895
92150.7173915484,430774.9894979399
125471.65288722864,483874.74294578895
86326.73340423986,455108.7800373824
157844.0439573709,381688.4044861502
139047.29791700517,457064.0937625388
152071.93984507176,490019.4647556532
98400.8041550046,432987.7766877412
162945.32769778202,379468.3451087048
103985.58898074404,448050.11819181935
96527.15602484466,437631.1088519428
180816.08667429164,435078.54290637176
159100.4557037733,576985.4058642666
103988.2252652432,412682.7704413294
141440.03453973788,484371.7420097901
97127.88766238952,440847.79806531005
97127.88766238952,440847.79806531005
86633.51196617112,445101.1078996275
108419.34261697924,476332.28795495466
125026.74691753276,454794.8614095563
94438.34382201766,403894.9964539456
124504.3947008419,491124.7503814921
124729.71319024076,428097.540995736
137870.0358122833,451862.0407563409
184997.5022684581,337249.7064747466
152071.93984507176,490019.4647556532
85341.51860876667,456934.12848309806
119912.27663552514,492735.1302594308
125535.34862909224,483951.61234730034
85181.24253068844,452346.1195442553
157730.89706970743,383076.09426849126
135766.06931777034,442663.218593488
189919.0830489529,448083.899572313
67147.08970067711,439860.53819908726
202680.1422780758,439629.16210563487
67917.60734943562,439524.85781725
67147.08970067711,439860.53819908726
181388.4547714659,437392.904702818
85181.24253068844,452346.1195442553
131535.48482210533,440861.8226078451
198202.3388269699,561834.4249600031
199305.78610983223,500889.4073409605
190625.6207945281,575606.6273591289
132803.23453994072,453271.5989624898
132529.64330248654,457575.22622981854
199305.78610983223,500889.4073409605
115226.1479692869,481916.8633489522
134756.5581327173,442157.0591291692
209642.72686548103,439211.0979797043
184553.93396324324,433914.690862671
110376.64514788346,393357.795222074
184553.93396324324,433914.690862671
103763.93968571971,471831.4625202165
97068.41492265453,431064.5848029737
81610.58732358157,448565.2846509359
178409.6084662377,431473.1855455282
69653.0046890553,439387.9433287908
177858.53088681458,436412.0858928436
144690.35391622444,411844.4756709712
97581.10428151954,431200.86867259
100752.35191889016,429819.6173863516
132529.64330248654,457575.22622981854
97068.41492265453,431064.5848029737
205677.86418975145,569337.0062762757
111376.97287717188,453425.0884774313
178040.25981886298,430952.4149353726
202688.48048205813,384240.6839525936
127978.06826027855,437850.2949331141
111376.97287717188,453425.0884774313
232337.5472739752,558914.9922776814
140341.27086352577,452642.3071985933
190393.37972995,352188.5153050973
111376.97287717188,453425.0884774313
93625.45953453286,460478.3780769438
124127.23319915283,425671.8642538359
124127.23319915283,425671.8642538359
199109.7923893336,355016.66982863954
183119.06457863303,329608.4916518183
86380.03994802943,454026.4911538648
193017.0525237728,452645.8803164791
196795.72071905388,354120.8078269867
123991.63785694486,477692.8166153219
108419.34261697924,476332.28795495466
93287.0281618954,451392.2814018953
93914.68450128936,460760.4792132975
122817.95235214666,477920.5989016819
98909.54455716824,465083.7102649954
117780.28309411368,489737.52522291546
164374.81715235254,375908.04318318417
199109.7923893336,355016.66982863954
191305.08158669263,407203.514253317
87223.25268811287,454542.5553607187
160266.66468592986,389627.7149298336
158102.08968422317,465018.6780810677
87223.25268811287,454542.5553607187
138590.42846200886,451917.7620517891
120116.76424343606,492968.4049638896
101009.2552211906,442905.3376737347
99538.61165868671,449044.5495853751
90061.77607178269,431398.420173908
